step,entropy
6469,2.079441
6472,2.079441
6474,2.079441
6477,2.07944
6479,2.07944
6481,2.079434
6482,2.079441
6483,2.07944
6484,2.079441
6488,2.079441
6489,2.079441
6490,2.079441
6491,2.079441
6494,2.079441
6496,2.079441
6499,2.079441
6500,2.07944
6501,2.079441
6502,2.079441
6503,2.079441
6505,2.079441
6506,2.079441
6507,2.079441
6508,2.079439
6510,2.079441
6511,2.079442
6512,2.079441
6515,2.079434
6516,2.079441
6517,2.079441
6518,2.079441
6519,2.079441
6520,2.079441
6522,2.07944
6523,2.07944
6524,2.079439
6525,2.079441
6526,2.079441
6527,2.079441
6530,2.079441
6532,2.079441
6533,2.07944
6534,2.079441
6535,2.079441
6536,2.079441
6537,2.079441
6538,2.079442
6540,2.079441
6545,2.079441
6546,2.079437
6547,2.079442
6548,2.079441
6549,2.079441
6553,2.079441
6554,2.079441
6556,2.079439
6557,2.079441
6558,2.079441
6559,2.079438
6561,2.079441
6563,2.079441
6564,2.079441
6566,2.079441
6567,2.07942
6568,2.079441
6569,2.07944
6570,2.079441
6571,2.07944
6572,2.079417
6575,2.079441
6577,2.07944
6578,2.07944
6580,2.07944
6581,2.079441
6582,2.079441
6586,2.079436
6587,2.07944
6588,2.079434
6589,2.079441
6590,2.079441
6591,2.079441
6594,2.07944
6595,2.07944
6596,2.079441
6597,2.079427
6598,2.079441
6599,2.079441
6603,2.079441
6604,2.079441
6605,2.079441
6606,2.079442
6607,2.07944
6609,2.079441
6612,2.07944
6613,2.079441
6614,2.079438
6615,2.079441
6616,2.07944
6619,2.079441
6620,2.079421
6621,2.079441
6624,2.079439
6625,2.079441
6626,2.079441
6627,2.079441
6630,2.079439
6632,2.079441
6634,2.079441
6635,2.07944
6636,2.079441
6639,2.07944
6640,2.079439
6643,2.07944
6646,2.079439
6647,2.079441
6651,2.079441
6653,2.07944
6655,2.07944
6657,2.079441
6659,2.079435
6664,2.079441
6665,2.079441
6671,2.079439
6674,2.079441
6676,2.079441
6678,2.07937
6680,2.079441
6686,2.079441
6687,2.079441
6688,2.079441
6690,2.079441
6691,2.079441
6695,2.07944
6696,2.079441
6698,2.079441
6702,2.079441
6703,2.079436
6704,2.079437
6705,2.07944
6707,2.079441
6708,2.079441
6709,2.079432
6713,2.07944
6714,2.07944
6716,2.079438
6719,2.079441
6720,2.07936
6721,2.079441
6724,2.079441
6726,2.079439
6728,2.07944
6729,2.079442
6730,2.07944
6733,2.079441
6735,2.079441
6737,2.07944
6742,2.079437
6743,2.07944
6745,2.079433
6746,2.079441
6747,2.07944
6749,2.079441
6751,2.079441
6754,2.07944
6757,2.079436
6758,2.079436
6759,2.079399
6761,2.079441
6762,2.07944
6763,2.079441
6764,2.079438
6766,2.079441
6767,2.079439
6769,2.079439
6770,2.079439
6771,2.079439
6772,2.079439
6774,2.079441
6775,2.079441
6777,2.079439
6778,2.079435
6780,2.079435
6782,2.079433
6783,2.079438
6785,2.079441
6786,2.07944
6787,2.079441
6789,2.079441
6793,2.079436
6797,2.079439
6799,2.079441
6800,2.079442
6802,2.079438
6803,2.079436
6807,2.079441
6808,2.07944
6809,2.079439
6810,2.079439
6811,2.079441
6812,2.079438
6816,2.07944
6817,2.079425
6818,2.079441
6820,2.079439
6821,2.079441
6822,2.079439
6824,2.079432
6825,2.07944
6826,2.079439
6827,2.079441
6830,2.079442
6832,2.079436
6836,2.079438
6837,2.079438
6839,2.079441
6840,2.079441
6842,2.079432
6845,2.07944
6846,2.079441
6848,2.079441
6849,2.079441
6850,2.079441
6852,2.079441
6853,2.079441
6854,2.07944
6855,2.079441
6858,2.079436
6859,2.079437
6863,2.079436
6864,2.079439
6865,2.079441
6868,2.079441
6869,2.07943
6870,2.079441
6872,2.079439
6876,2.079441
6878,2.079437
6880,2.079441
6883,2.079434
6884,2.079441
6885,2.079439
6887,2.079441
6890,2.079437
6891,2.079439
6892,2.079439
6895,2.079438
6897,2.079437
6898,2.079441
6902,2.079441
6904,2.079441
6905,2.079437
6906,2.079438
6907,2.079442
6912,2.079441
6914,2.079436
6915,2.079435
6917,2.07944
6919,2.079441
6920,2.079441
6922,2.07944
6924,2.079441
6925,2.079439
6926,2.079427
6927,2.079441
6928,2.07944
6929,2.079441
6930,2.07944
6934,2.079417
6936,2.079429
6937,2.07944
6938,2.079439
6941,2.079437
6942,2.079434
6943,2.079441
6946,2.07944
6947,2.079434
6948,2.079439
6949,2.079441
6952,2.079441
6953,2.079441
6954,2.079441
6957,2.079426
6960,2.07944
6962,2.079441
6964,2.079441
6968,2.079432
6969,2.07944
6970,2.079441
6971,2.07944
6972,2.079438
6980,2.079438
6981,2.07944
6982,2.079441
6984,2.079441
6986,2.079441
6989,2.079439
6990,2.079441
6991,2.079437
6992,2.07944
6993,2.079441
6998,2.079426
6999,2.079432
7001,2.079441
7002,2.079441
7003,2.079441
7006,2.079437
7007,2.079441
7008,2.079441
7010,2.079441
7012,2.079439
7013,2.07944
7014,2.079441
7016,2.079441
7017,2.079441
7022,2.07944
7025,2.079439
7026,2.07944
7027,2.079441
7029,2.079441
7030,2.079438
7031,2.079441
7033,2.079441
7036,2.079439
7037,2.079439
7039,2.07944
7040,2.079441
7042,2.079441
7044,2.079439
7045,2.079439
7046,2.079439
7047,2.079441
7048,2.079441
7050,2.079442
7051,2.079437
7052,2.079441
7053,2.079437
7055,2.079439
7056,2.079436
7058,2.079439
7060,2.079426
7064,2.079441
7065,2.079441
7069,2.07944
7070,2.07944
7071,2.079441
7072,2.079441
7073,2.079441
7075,2.079439
7078,2.079442
7081,2.079411
7082,2.07944
7084,2.079441
7085,2.079441
7086,2.079441
7088,2.079441
7090,2.079433
7092,2.079441
7093,2.079438
7097,2.079441
7098,2.079439
7099,2.079437
7100,2.07944
7103,2.079441
7104,2.079441
7106,2.079442
7108,2.079441
7109,2.07944
7110,2.079441
7111,2.079441
7115,2.07944
7116,2.079441
7118,2.079438
7120,2.079439
7121,2.079431
7122,2.079441
7123,2.079442
7124,2.079441
7127,2.079436
7128,2.079432
7129,2.079438
7131,2.079441
7133,2.079441
7134,2.079441
7135,2.079441
7136,2.079442
7137,2.079441
7138,2.079441
7139,2.079441
7140,2.079441
7141,2.079441
7143,2.079441
7145,2.079438
7147,2.079438
7149,2.079441
7150,2.079441
7151,2.07944
7153,2.079439
7156,2.07944
7157,2.079441
7159,2.07944
7161,2.079441
7163,2.079437
7165,2.079439
7166,2.079441
7169,2.079441
7170,2.079441
7171,2.079441
7175,2.079441
7176,2.079431
7177,2.079441
7178,2.079441
7179,2.07944
7185,2.079442
7186,2.079386
7187,2.079442
7190,2.079441
7191,2.079437
7192,2.079438
7193,2.07944
7194,2.079441
7195,2.07944
7197,2.079439
7198,2.079441
7201,2.079441
7205,2.079441
7207,2.079441
7209,2.079442
7211,2.07944
7212,2.079441
7214,2.079441
7215,2.07944
7216,2.07944
7217,2.07944
7218,2.079441
7220,2.079442
7222,2.079441
7224,2.07944
7225,2.07944
7226,2.079439
7228,2.079441
7231,2.079441
7232,2.079439
7234,2.079441
7236,2.079412
7237,2.07944
7239,2.079441
7240,2.079437
7241,2.079441
7242,2.079441
7244,2.07944
7247,2.079438
7248,2.079442
7250,2.07944
7251,2.079441
7256,2.07944
7259,2.079437
7260,2.079441
7262,2.079441
7264,2.079383
7265,2.079441
7269,2.07944
7271,2.079437
7273,2.07944
7274,2.079441
7276,2.07944
7277,2.079441
7278,2.079441
7280,2.079441
7281,2.079441
7283,2.079442
7287,2.079441
7292,2.079441
7293,2.07944
7294,2.079441
7296,2.079428
7297,2.07944
7298,2.079442
7301,2.07944
7306,2.079441
7307,2.079441
7308,2.07944
7311,2.079442
7312,2.079441
7313,2.079441
7314,2.07944
7316,2.079441
7318,2.079442
7319,2.079435
7320,2.079442
7323,2.079441
7326,2.079439
7327,2.079438
7329,2.079441
7331,2.079439
7333,2.079432
7334,2.079441
7336,2.079441
7337,2.079441
7338,2.079441
7339,2.079441
7341,2.079441
7343,2.079436
7344,2.079441
7345,2.07944
7346,2.079441
7347,2.079441
7348,2.07944
7349,2.079441
7350,2.079428
7351,2.07944
7352,2.079442
7353,2.079441
7354,2.079434
7356,2.079441
7360,2.079441
7366,2.079438
7370,2.079441
7373,2.079441
7374,2.079441
7377,2.079432
7379,2.079441
7380,2.079435
7381,2.079441
7383,2.079441
7386,2.079442
7387,2.079441
7389,2.079441
7390,2.079441
7392,2.079442
7394,2.079441
7395,2.079439
7400,2.079439
7401,2.079437
7403,2.079441
7404,2.079438
7405,2.079442
7406,2.079441
7407,2.079441
7409,2.079441
7411,2.079437
7416,2.079437
7418,2.079441
7419,2.07944
7420,2.079441
7421,2.079438
7422,2.079442
7424,2.079442
7425,2.079441
7426,2.079441
7427,2.079439
7428,2.079441
7429,2.079441
7430,2.079432
7431,2.079441
7432,2.079441
7433,2.079441
7434,2.079441
7435,2.079441
7436,2.079441
7437,2.079441
7438,2.079441
7439,2.079441
7440,2.07944
7442,2.079441
7443,2.079441
7450,2.079441
7451,2.079363
7456,2.079437
7458,2.079439
7459,2.079442
7460,2.079441
7463,2.079439
7464,2.079441
7465,2.079441
7466,2.079441
7468,2.07944
7470,2.079441
7472,2.079441
7473,2.079441
7474,2.079441
7477,2.079441
7479,2.079442
7480,2.079441
7483,2.079441
7485,2.079439
7486,2.079441
7488,2.079441
7489,2.079441
7494,2.079441
7496,2.079441
7499,2.079441
7500,2.079441
7503,2.079442
7505,2.07944
7507,2.079441
7509,2.079441
7510,2.079441
7511,2.079442
7512,2.079441
7513,2.079441
7515,2.079348
7517,2.07944
7518,2.079442
7523,2.07944
7524,2.079437
7527,2.079441
7529,2.079441
7530,2.079441
7531,2.079439
7532,2.079441
7533,2.079441
7536,2.079442
7537,2.079441
7539,2.079441
7540,2.079432
7542,2.079441
7543,2.079441
7544,2.079441
7547,2.079441
7548,2.079442
7549,2.079441
7550,2.079372
7555,2.07944
7556,2.079442
7558,2.079439
7559,2.079441
7568,2.07944
7569,2.07944
7570,2.079441
7574,2.079439
7576,2.07944
7579,2.079442
7580,2.07944
7581,2.079441
7585,2.079441
7586,2.079441
7587,2.079439
7588,2.079441
7589,2.079441
7594,2.079441
7596,2.079441
7597,2.079441
7599,2.079441
7600,2.079437
7602,2.079441
7605,2.079441
7607,2.079439
7608,2.079441
7610,2.079442
7611,2.079441
7613,2.079441
7615,2.079441
7616,2.07944
7617,2.079441
7618,2.079441
7619,2.079441
7620,2.079441
7621,2.079442
7623,2.079439
7626,2.079441
7627,2.079441
7628,2.07944
7629,2.079441
7631,2.07944
7633,2.079441
7634,2.079441
7636,2.079441
7639,2.07944
7640,2.07944
7642,2.079441
7644,2.079442
7645,2.079441
7646,2.079441
7648,2.079441
7651,2.079441
7653,2.079441
7657,2.079442
7660,2.079441
7661,2.079441
7663,2.079442
7667,2.079441
7668,2.079441
7669,2.079442
7673,2.07944
7674,2.07944
7675,2.079442
7676,2.079441
7677,2.079441
7683,2.079441
7685,2.079441
7686,2.079441
7687,2.079442
7690,2.079441
7691,2.079441
7693,2.079441
7695,2.079441
7697,2.079441
7699,2.079365
7700,2.079433
7701,2.07944
7702,2.079441
7703,2.079432
7704,2.079441
7705,2.079441
7706,2.079441
7707,2.079441
7709,2.079441
7710,2.079442
7713,2.079441
7717,2.079439
7718,2.079441
7719,2.079441
7720,2.079441
7721,2.079441
7722,2.079441
7726,2.07944
7727,2.079441
7730,2.079442
7731,2.079436
7732,2.079442
7733,2.07944
7734,2.079441
7735,2.079441
7736,2.079433
7737,2.079441
7738,2.079441
7739,2.079441
7744,2.079441
7746,2.07944
7747,2.079441
7748,2.079442
7750,2.07944
7751,2.079441
7752,2.079436
7753,2.079426
7755,2.079441
7757,2.079441
7760,2.07944
7761,2.07944
7762,2.079441
7765,2.079441
7766,2.07944
7772,2.079441
7773,2.079442
7775,2.079442
7776,2.079437
7777,2.079441
7778,2.079441
7779,2.079442
7780,2.079441
7781,2.079441
7782,2.079441
7783,2.079441
7784,2.079441
7785,2.079441
7786,2.079441
7787,2.079442
7789,2.079439
7790,2.079442
7792,2.079441
7794,2.079441
7795,2.079441
7798,2.07944
7799,2.079436
7802,2.079441
7803,2.079442
7804,2.079441
7805,2.07944
7806,2.079441
7807,2.079441
7808,2.079441
7809,2.079441
7811,2.079442
7816,2.079441
7817,2.079441
7819,2.079441
7820,2.079442
7821,2.079423
7822,2.079438
7824,2.079441
7826,2.079439
7827,2.079441
7828,2.079441
7829,2.079441
7830,2.079442
7831,2.079442
7832,2.079441
7833,2.079441
7836,2.079441
7838,2.079442
7839,2.079441
7840,2.079441
7841,2.07944
7842,2.079441
7843,2.079441
7846,2.07944
7849,2.079441
7851,2.079441
7852,2.079441
7853,2.079441
7854,2.07944
7855,2.079442
7857,2.079441
7861,2.07944
7862,2.07944
7863,2.07944
7864,2.079441
7871,2.079441
7874,2.079441
7875,2.079441
7876,2.079441
7877,2.079442
7879,2.079442
7882,2.079441
7885,2.079441
7886,2.079438
7887,2.079439
7889,2.079441
7893,2.079441
7895,2.079439
7897,2.079411
7898,2.079441
7900,2.079431
7905,2.079442
7909,2.079441
7910,2.079441
7911,2.079441
7913,2.079441
7914,2.079441
7917,2.07944
7918,2.079442
7919,2.079441
7920,2.079441
7922,2.079441
7924,2.079441
7925,2.079441
7926,2.079442
7927,2.079441
7928,2.079441
7930,2.079441
7931,2.079441
7932,2.079441
7934,2.079441
7937,2.079441
7938,2.079441
7939,2.079441
7942,2.079438
7943,2.079442
7944,2.07944
7945,2.079441
7947,2.07944
7956,2.079442
7958,2.079441
7961,2.079441
7962,2.07944
7963,2.07944
7966,2.079439
7968,2.079441
7969,2.079441
7970,2.079441
7971,2.079441
7973,2.079441
7974,2.07944
7975,2.079436
7976,2.079441
7977,2.079441
7979,2.079441
7981,2.079428
7982,2.079441
7983,2.079441
7985,2.079441
7986,2.07944
7987,2.079441
7989,2.079441
7990,2.079441
7993,2.079441
7995,2.079442
7996,2.079442
7997,2.079441
8004,2.07944
8005,2.07944
8006,2.079441
8010,2.079442
8012,2.079439
8013,2.079441
8015,2.079441
8016,2.079441
8017,2.079442
8020,2.079441
8022,2.079441
8024,2.079441
8025,2.079441
8028,2.079441
8029,2.079442
8030,2.079441
8033,2.079441
8034,2.079441
8037,2.079441
8038,2.079442
8040,2.079441
8041,2.079442
8044,2.07944
8047,2.079441
8050,2.079442
8052,2.079441
8053,2.079439
8058,2.079441
8059,2.079441
8060,2.079441
8061,2.079442
8065,2.079441
8066,2.079441
8067,2.079441
8068,2.079441
8069,2.079441
8070,2.079436
8071,2.07944
8073,2.079442
8074,2.079441
8075,2.079441
8076,2.079441
8077,2.079442
8078,2.079439
8079,2.07944
8080,2.079441
8081,2.079441
8082,2.079442
8085,2.079436
8087,2.079434
8088,2.079441
8089,2.079442
8090,2.079441
8091,2.079441
8092,2.079441
8093,2.079441
8094,2.079441
8095,2.07944
8097,2.07944
8100,2.079441
8101,2.079441
8104,2.079382
8105,2.079441
8106,2.079442
8107,2.079441
8108,2.079441
8112,2.079442
8113,2.079441
8117,2.079442
8118,2.079442
8120,2.079441
8121,2.079441
8122,2.079441
8124,2.079441
8125,2.079441
8127,2.079442
8128,2.079441
8130,2.07944
8131,2.079438
8133,2.079441
8134,2.079441
8137,2.079442
8143,2.07944
8144,2.079441
8146,2.079442
8147,2.079442
8149,2.079442
8150,2.079442
8151,2.079418
8152,2.079441
8153,2.07944
8154,2.079441
8156,2.079441
8157,2.079441
8158,2.079442
8159,2.079441
8160,2.079441
8161,2.079441
8163,2.079441
8168,2.079441
8170,2.079441
8173,2.079441
8174,2.079441
8175,2.079441
8176,2.079442
8177,2.07944
8178,2.079441
8179,2.079441
8180,2.07944
8182,2.079441
8185,2.07944
8186,2.079442
8190,2.079442
8191,2.079441
8194,2.079385
8196,2.079442
8197,2.07944
8198,2.079442
8200,2.079441
8201,2.079441
8206,2.079441
8207,2.079441
8209,2.079441
8210,2.079441
8213,2.079441
8215,2.079441
8218,2.079442
8222,2.07944
8224,2.079442
8225,2.079442
8228,2.079441
8231,2.079439
8232,2.079442
8233,2.079442
8234,2.079441
8235,2.079441
8236,2.079442
8237,2.079441
8238,2.079441
8239,2.07944
8240,2.079441
8241,2.079441
8243,2.079441
8246,2.07944
8248,2.079441
8249,2.079441
8251,2.079441
8252,2.079441
8253,2.079441
8256,2.079441
8257,2.079441
8258,2.079441
8260,2.079441
8261,2.079442
8264,2.079442
8266,2.079442
8268,2.079441
8271,2.079442
8272,2.079441
8275,2.079441
8278,2.079441
8280,2.079441
8282,2.07944
8283,2.079441
8284,2.079441
8285,2.079441
8288,2.079441
8290,2.079441
8291,2.079441
8294,2.079442
8298,2.079435
8302,2.079441
8304,2.079441
8306,2.079442
8307,2.079441
8308,2.079442
8311,2.079441
8312,2.079441
8313,2.079441
8315,2.079441
8316,2.079441
8317,2.079441
8318,2.079441
8319,2.079441
8321,2.079442
8322,2.079441
8323,2.079442
8324,2.079441
8326,2.079441
8327,2.079442
8328,2.079441
8329,2.079441
8330,2.079441
8332,2.079441
8333,2.079442
8335,2.079436
8336,2.079441
8338,2.079441
8339,2.079442
8342,2.079441
8344,2.079441
8346,2.079442
8349,2.079441
8350,2.079441
8351,2.079442
8354,2.079441
8355,2.079441
8356,2.079441
8357,2.079441
8358,2.079441
8360,2.079441
8362,2.07944
8367,2.079441
8368,2.079441
8373,2.07943
8374,2.079441
8375,2.079442
8379,2.079442
8381,2.079441
8382,2.079441
8385,2.079441
8386,2.079441
8387,2.079441
8388,2.07944
8389,2.079441
8391,2.079441
8393,2.079441
8394,2.079442
8395,2.079441
8396,2.079442
8397,2.079442
8400,2.079441
8401,2.079441
8406,2.079442
8407,2.079441
8408,2.079442
8409,2.079429
8410,2.079442
8411,2.079442
8413,2.079442
8414,2.079441
8417,2.079442
8420,2.079441
8422,2.079441
8423,2.079442
8425,2.079441
8427,2.079441
8428,2.079441
8429,2.079441
8430,2.079441
8431,2.079442
8433,2.079441
8435,2.079441
8436,2.079441
8444,2.079438
8449,2.079441
8450,2.079441
8454,2.079441
8455,2.079442
8457,2.079441
8458,2.079442
8461,2.079439
8462,2.079441
8463,2.079441
8464,2.079441
8467,2.079441
8468,2.079441
8471,2.079441
8475,2.079441
8476,2.079441
8477,2.079441
8483,2.079442
8484,2.079441
8488,2.079442
8489,2.079442
8490,2.079442
8491,2.079438
8492,2.079441
8494,2.079441
8496,2.079439
8497,2.079441
8498,2.079441
8499,2.079442
8500,2.079441
8501,2.079441
8502,2.079438
8503,2.079442
8506,2.079442
8507,2.079441
8508,2.07944
8509,2.079442
8510,2.079441
8511,2.079438
8514,2.079436
8515,2.079441
8516,2.079441
8517,2.07944
8518,2.079441
8519,2.079441
8520,2.079441
8521,2.079442
8522,2.079441
8524,2.079442
8526,2.079441
8527,2.079441
8528,2.079441
8530,2.079442
8533,2.079441
8534,2.079441
8535,2.079441
8541,2.079441
8542,2.079441
8543,2.079441
8545,2.079441
8546,2.079441
8547,2.079436
8548,2.079441
8549,2.07944
8550,2.079442
8552,2.079441
8556,2.079441
8557,2.079441
8558,2.079438
8560,2.079441
8563,2.079442
8565,2.079441
8566,2.079441
8568,2.079441
8569,2.079441
8570,2.079441
8571,2.07944
8572,2.07944
8573,2.079441
8574,2.079441
8575,2.079437
8576,2.079441
8579,2.079441
8589,2.079441
8590,2.07944
8591,2.079441
8592,2.079441
8594,2.079441
8595,2.079441
8596,2.079441
8599,2.079442
8601,2.079442
8602,2.079441
8603,2.079441
8605,2.079441
8607,2.079441
8610,2.079441
8611,2.079378
8612,2.079441
8614,2.079441
8615,2.079441
8616,2.07944
8617,2.07944
8619,2.079441
8620,2.079438
8621,2.079441
8622,2.079441
8623,2.079439
8624,2.079441
8629,2.079441
8630,2.079441
8632,2.079441
8633,2.079441
8636,2.07944
8640,2.079441
8641,2.079441
8642,2.079441
8643,2.079442
8644,2.079441
8645,2.079441
8646,2.079441
8648,2.079442
8649,2.079441
8655,2.079441
8656,2.079441
8657,2.079434
8658,2.079442
8659,2.079441
8660,2.079442
8661,2.079434
8663,2.079441
8664,2.079442
8665,2.079442
8668,2.079441
8669,2.079441
8670,2.079441
8671,2.079441
8673,2.079441
8674,2.079442
8675,2.079442
8677,2.079442
8678,2.079442
8679,2.079441
8680,2.079441
8681,2.079442
8683,2.079441
8684,2.079441
8685,2.079442
8686,2.079441
8687,2.079441
8689,2.079441
8691,2.079441
8692,2.079441
8693,2.079442
8694,2.079441
8696,2.079441
8698,2.079432
8699,2.079442
8700,2.079442
8701,2.079441
8702,2.079441
8703,2.079442
8706,2.079441
8707,2.079441
8709,2.079441
8711,2.079442
8712,2.079439
8713,2.079442
8715,2.079441
8716,2.079441
8717,2.079441
8718,2.079441
8719,2.079442
8720,2.079441
8721,2.079442
8722,2.079441
8724,2.079442
8725,2.079437
8726,2.07944
8727,2.079441
8728,2.079441
8729,2.079442
8732,2.079437
8733,2.079442
8735,2.079441
8742,2.079441
8745,2.079441
8746,2.07944
8747,2.079441
8749,2.079441
8753,2.079441
8755,2.079426
8758,2.079441
8762,2.079442
8763,2.079441
8764,2.079442
8765,2.079441
8766,2.079442
8767,2.079441
8768,2.079442
8769,2.079441
8770,2.079442
8773,2.079442
8774,2.079442
8775,2.079442
8776,2.079442
8778,2.07943
8779,2.079441
8780,2.079442
8783,2.079441
8784,2.079441
8785,2.079441
8789,2.079441
8791,2.079442
8792,2.079441
8794,2.079442
8797,2.079441
8798,2.079441
8799,2.079441
8801,2.079442
8805,2.079441
8806,2.079437
8807,2.079441
8808,2.079441
8809,2.07944
8810,2.079442
8811,2.079442
8813,2.079441
8815,2.07944
8819,2.079441
8820,2.079441
8821,2.079442
8823,2.07944
8824,2.079441
8825,2.079442
8826,2.079441
8827,2.079442
8830,2.079442
8831,2.079441
8832,2.079441
8834,2.079442
8840,2.079441
8841,2.079441
8844,2.079441
8845,2.079441
8846,2.079441
8849,2.079442
8850,2.079438
8851,2.079441
8853,2.079441
8854,2.079441
8855,2.079442
8858,2.079441
8859,2.079441
8861,2.079441
8862,2.079442
8863,2.079436
8864,2.079435
8865,2.079442
8866,2.079442
8867,2.079423
8869,2.079441
8870,2.079442
8871,2.07944
8873,2.079441
8874,2.079441
8875,2.079441
8876,2.07944
8877,2.079441
8878,2.079441
8879,2.079441
8880,2.079441
8881,2.079442
8884,2.079441
8885,2.079441
8890,2.079441
8891,2.07944
8892,2.079441
8893,2.079442
8896,2.079442
8898,2.079441
8900,2.079441
8901,2.079442
8904,2.079441
8907,2.079441
8909,2.079441
8910,2.079442
8911,2.079441
8913,2.079441
8918,2.07944
8919,2.079442
8920,2.079441
8921,2.079442
8925,2.079439
8926,2.079441
8929,2.079441
8930,2.079441
8931,2.079442
8933,2.079441
8936,2.079441
8937,2.079437
8941,2.079442
8943,2.07944
8944,2.079442
8945,2.079429
8946,2.07944
8949,2.079442
8950,2.079442
8951,2.079442
8952,2.079441
8954,2.079442
8956,2.079441
8959,2.07944
8960,2.079441
8961,2.079442
8963,2.079442
8964,2.079442
8965,2.079441
8966,2.079441
8967,2.079441
8968,2.079442
8970,2.079441
8973,2.079441
8974,2.079438
8975,2.079441
8976,2.079441
8978,2.079442
8981,2.07944
8984,2.079441
8986,2.079441
8991,2.079423
8992,2.079442
8993,2.079441
8995,2.079441
8998,2.079441
8999,2.079441
9000,2.079441
9001,2.079441
9002,2.079441
9004,2.079442
9006,2.079441
9007,2.079442
9008,2.079442
9011,2.079442
9012,2.079441
9013,2.079441
9015,2.079442
9017,2.079442
9018,2.079442
9019,2.079442
9021,2.079441
9024,2.079441
9025,2.079442
9027,2.079441
9032,2.079441
9033,2.079441
9036,2.079442
9038,2.07944
9042,2.079441
9043,2.079441
9044,2.079435
9045,2.079442
9046,2.079442
9047,2.079441
9049,2.079441
9050,2.079441
9051,2.079442
9054,2.079441
9057,2.079436
9058,2.079441
9059,2.079441
9060,2.079441
9062,2.079442
9063,2.079441
9064,2.079441
9067,2.079441
9068,2.079441
9070,2.079441
9072,2.079442
9073,2.079441
9074,2.079441
9075,2.079441
9076,2.079441
9077,2.079442
9078,2.079441
9079,2.079437
9080,2.079442
9082,2.079441
9083,2.079441
9084,2.079441
9085,2.079441
9086,2.07944
9087,2.079442
9088,2.079441
9091,2.079441
9096,2.079441
9097,2.079436
9098,2.079441
9100,2.079442
9101,2.079442
9102,2.079442
9103,2.079442
9105,2.079442
9106,2.079441
9107,2.079441
9108,2.079441
9109,2.079442
9110,2.079436
9111,2.079441
9112,2.079441
9115,2.079442
9116,2.079442
9117,2.079441
9119,2.079442
9121,2.079441
9123,2.079441
9124,2.079441
9125,2.079442
9126,2.079442
9128,2.079442
9130,2.079441
9132,2.079442
9138,2.079441
9143,2.079441
9145,2.079442
9146,2.079442
9148,2.079442
9150,2.079441
9152,2.079442
9155,2.079442
9159,2.079442
9164,2.079441
9166,2.079441
9168,2.079441
9169,2.079431
9171,2.079441
9172,2.079441
9173,2.079441
9174,2.079441
9175,2.079441
9176,2.07944
9177,2.079442
9178,2.079442
9179,2.079439
9180,2.079442
9181,2.079441
9185,2.079441
9186,2.079441
9188,2.079442
9189,2.079441
9190,2.079442
9192,2.079441
9198,2.079435
9199,2.079441
9201,2.079442
9202,2.079441
9203,2.079442
9204,2.079439
9205,2.079442
9207,2.079442
9209,2.07944
9210,2.079442
9212,2.079441
9215,2.079441
9216,2.079441
9217,2.079441
9218,2.079442
9219,2.079441
9220,2.079441
9223,2.079441
9225,2.07944
9227,2.079441
9228,2.079442
9229,2.079441
9231,2.079441
9232,2.079441
9233,2.079442
9234,2.079441
9236,2.079442
9239,2.079441
9240,2.079441
9241,2.079441
9245,2.079442
9246,2.079441
9247,2.079441
9248,2.079441
9249,2.079441
9252,2.079442
9256,2.079436
9259,2.079441
9260,2.079441
9261,2.079441
9263,2.079442
9264,2.079421
9266,2.079441
9267,2.079441
9268,2.079442
9271,2.079442
9272,2.079442
9275,2.079441
9276,2.079442
9279,2.079441
9280,2.079441
9281,2.079441
9282,2.079441
9283,2.079441
9284,2.079442
9286,2.079441
9287,2.079441
9289,2.079441
9290,2.079441
9291,2.079441
9292,2.079442
9294,2.079441
9295,2.079441
9296,2.079441
9297,2.079441
9299,2.079437
9300,2.079442
9302,2.079441
9303,2.079441
9305,2.07944
9309,2.079442
9310,2.079442
9311,2.079439
9312,2.079442
9313,2.079442
9314,2.079441
9315,2.079441
9316,2.07944
9317,2.079441
9318,2.07944
9319,2.079441
9320,2.079441
9323,2.079442
9326,2.079441
9327,2.079441
9328,2.079441
9330,2.079441
9331,2.079442
9332,2.079442
9333,2.079442
9334,2.07944
9337,2.079442
9338,2.079441
9340,2.079442
9341,2.079441
9342,2.079442
9344,2.079441
9345,2.079442
9352,2.07944
9354,2.079442
9362,2.07944
9363,2.079441
9364,2.079432
9365,2.079441
9367,2.079441
9369,2.079441
9370,2.079442
9372,2.079441
9374,2.079442
9375,2.079442
9376,2.079441
9377,2.079441
9378,2.079432
9379,2.079442
9380,2.079437
9381,2.079442
9385,2.079441
9388,2.079441
9389,2.079442
9390,2.079441
9393,2.079441
9395,2.079441
9396,2.079441
9398,2.079439
9399,2.079442
9401,2.079441
9403,2.079441
9404,2.079442
9405,2.07944
9407,2.079441
9410,2.079442
9411,2.079442
9413,2.079442
9416,2.079441
9419,2.079441
9421,2.079441
9423,2.079441
9425,2.079441
9426,2.079441
9427,2.07944
9428,2.079441
9430,2.079441
9431,2.079441
9432,2.079441
9434,2.079441
9435,2.079441
9436,2.079441
9437,2.079441
9438,2.079441
9441,2.079441
9442,2.079435
9444,2.079442
9445,2.079442
9447,2.079441
9448,2.079441
9451,2.079441
9453,2.079442
9454,2.079441
9455,2.079441
9457,2.079441
9458,2.079441
9460,2.079436
9461,2.079441
9462,2.079442
