step,entropy
3576,2.079441
3578,2.079441
3579,2.079441
3580,2.079441
3582,2.079441
3585,2.079441
3586,2.079442
3587,2.079441
3588,2.079441
3590,2.07944
3591,2.079442
3593,2.079441
3595,2.079441
3596,2.079442
3597,2.079441
3600,2.079436
3602,2.079338
3607,2.079441
3608,2.079441
3609,2.079441
3610,2.07944
3612,2.079441
3614,2.079441
3615,2.079442
3616,2.079442
3623,2.079439
3625,2.079438
3626,2.079441
3627,2.079441
3628,2.079442
3629,2.079442
3630,2.079442
3632,2.079441
3633,2.079442
3635,2.079441
3636,2.079442
3637,2.079438
3639,2.079441
3640,2.079441
3641,2.079441
3643,2.079442
3644,2.079442
3646,2.079441
3647,2.079439
3650,2.079442
3651,2.078978
3653,2.079441
3655,2.079442
3657,2.079436
3658,2.07944
3659,2.079441
3661,2.079442
3663,2.079441
3666,2.079441
3668,2.079441
3669,2.079441
3671,2.079442
3674,2.079442
3676,2.079441
3677,2.079441
3678,2.079442
3679,2.079441
3680,2.079303
3682,2.079441
3683,2.079441
3684,2.079442
3685,2.079228
3686,2.079441
3687,2.079166
3690,2.079442
3692,2.079442
3693,2.079441
3694,2.079442
3695,2.079441
3696,2.079264
3697,2.079441
3702,2.079441
3706,2.079441
3707,2.079441
3708,2.079442
3710,2.07944
3712,2.079442
3715,2.079442
3716,2.079441
3717,2.079442
3718,2.079407
3720,2.079442
3721,2.079441
3724,2.079442
3729,2.079441
3731,2.079441
3732,2.078882
3733,2.079441
3736,2.079441
3740,2.079442
3742,2.079441
3744,2.079442
3747,2.079442
3749,2.079442
3754,2.079441
3756,2.079441
3757,2.079441
3758,2.079441
3759,2.079441
3761,2.079441
3763,2.079441
3764,2.079441
3765,2.079442
3766,2.079174
3767,2.079441
3769,2.079442
3775,2.079442
3776,2.079442
3777,2.079441
3780,2.079442
3782,2.079442
3783,2.079441
3784,2.079441
3785,2.07944
3787,2.079432
3788,2.079441
3789,2.079441
3790,2.079441
3791,2.07944
3795,2.079441
3796,2.07944
3797,2.079441
3804,2.079441
3805,2.079442
3806,2.079442
3810,2.079441
3812,2.079441
3813,2.079442
3814,2.079441
3815,2.079439
3817,2.079442
3818,2.079441
3822,2.079441
3823,2.079441
3826,2.079441
3829,2.079441
3831,2.079441
3833,2.079442
3835,2.07944
3836,2.079441
3842,2.079438
3844,2.079441
3846,2.079441
3849,2.079441
3852,2.079441
3853,2.079441
3855,2.079442
3857,2.07944
3858,2.079441
3859,2.079441
3861,2.079441
3862,2.079441
3867,2.079441
3868,2.079441
3869,2.079441
3870,2.079442
3872,2.079441
3874,2.079441
3875,2.079441
3876,2.079441
3884,2.079441
3885,2.079438
3886,2.079441
3888,2.079442
3889,2.079442
3890,2.079441
3891,2.079441
3892,2.079441
3893,2.079441
3894,2.079441
3895,2.079441
3896,2.079442
3897,2.079441
3898,2.079441
3900,2.07944
3901,2.079441
3902,2.079441
3903,2.079438
3904,2.079441
3910,2.079442
3911,2.079442
3912,2.079441
3915,2.079442
3918,2.079441
3919,2.079441
3920,2.079441
3923,2.079442
3929,2.079441
3930,2.079441
3931,2.079441
3934,2.079441
3935,2.079442
3936,2.079442
3937,2.079441
3939,2.079441
3940,2.079441
3941,2.079442
3943,2.079438
3944,2.079442
3948,2.079441
3949,2.07938
3950,2.079441
3951,2.079441
3952,2.079442
3954,2.079442
3955,2.079425
3958,2.079441
3961,2.079442
3962,2.079442
3965,2.079442
3966,2.079442
3968,2.079441
3970,2.079442
3971,2.079442
3972,2.079442
3973,2.079441
3974,2.079441
3975,2.079442
3976,2.079441
3979,2.079441
3980,2.079441
3981,2.079442
3982,2.079441
3984,2.079441
3985,2.079441
3986,2.079442
3988,2.079441
3989,2.07944
3991,2.079442
3996,2.079441
3998,2.079442
3999,2.079441
4000,2.079441
4001,2.079442
4002,2.079441
4003,2.079441
4005,2.079441
4006,2.079246
4010,2.079441
4011,2.079441
4012,2.079442
4014,2.079442
4015,2.079441
4017,2.079441
4018,2.079441
4020,2.079441
4022,2.079441
4024,2.079441
4025,2.079441
4026,2.079441
4027,2.079442
4028,2.079441
4029,2.079441
4031,2.079441
4032,2.079441
4034,2.079442
4035,2.079441
4037,2.079441
4038,2.079441
4039,2.079441
4040,2.079441
4042,2.079423
4043,2.079442
4044,2.079442
4045,2.079442
4046,2.079441
4049,2.079441
4054,2.079115
4055,2.07944
4058,2.079442
4059,2.079441
4061,2.079441
4062,2.079442
4064,2.079441
4066,2.079441
4068,2.079441
4069,2.079441
4071,2.079441
4072,2.079441
4075,2.079442
4076,2.079441
4078,2.079441
4079,2.079441
4082,2.079442
4083,2.079441
4084,2.079441
4085,2.079441
4086,2.079442
4087,2.079442
4088,2.079442
4091,2.079442
4093,2.079441
4094,2.079441
4095,2.079442
4096,2.079258
4101,2.079441
4104,2.079441
4105,2.079441
4108,2.079442
4110,2.079442
4111,2.079442
4113,2.079441
4114,2.079442
4115,2.079442
4116,2.079441
4118,2.079441
4119,2.079442
4123,2.079441
4125,2.079441
4126,2.079435
4127,2.079442
4128,2.079442
4129,2.079441
4130,2.079441
4131,2.079441
4132,2.079442
4133,2.079442
4136,2.079441
4138,2.079441
4139,2.079442
4140,2.079441
4141,2.079441
4143,2.079441
4145,2.079352
4147,2.079442
4150,2.079441
4151,2.079441
4153,2.079442
4154,2.079441
4155,2.079392
4157,2.079441
4158,2.079441
4161,2.079441
4163,2.079441
4164,2.079441
4165,2.079441
4166,2.079442
4168,2.079442
4169,2.079441
4170,2.079442
4171,2.079442
4172,2.079441
4175,2.079441
4176,2.079442
4177,2.079441
4178,2.079323
4179,2.079441
4181,2.079441
4182,2.079442
4183,2.07944
4187,2.079116
4189,2.07944
4190,2.079442
4195,2.079442
4198,2.079442
4199,2.079441
4200,2.079442
4201,2.079442
4202,2.079441
4204,2.079442
4205,2.079439
4206,2.079442
4207,2.079441
4208,2.079441
4209,2.079441
4210,2.079441
4213,2.079441
4214,2.07941
4215,2.079441
4218,2.079441
4219,2.079442
4220,2.079006
4221,2.079441
4222,2.079442
4224,2.079441
4225,2.079441
4226,2.079441
4227,2.079442
4228,2.079441
4229,2.079441
4230,2.079342
4231,2.079442
4233,2.079441
4234,2.079441
4236,2.079441
4237,2.079441
4238,2.079441
4239,2.079441
4240,2.079304
4243,2.079442
4245,2.079442
4246,2.079441
4249,2.079441
4251,2.079441
4253,2.079441
4256,2.079441
4258,2.079442
4260,2.079441
4261,2.079442
4262,2.079441
4264,2.079441
4265,2.079441
4266,2.079441
4268,2.079441
4269,2.079442
4270,2.079441
4272,2.079441
4273,2.079261
4274,2.079441
4275,2.079441
4276,2.079441
4279,2.079441
4283,2.079441
4284,2.079442
4286,2.079442
4288,2.079441
4289,2.079441
4290,2.079442
4291,2.079442
4293,2.079442
4294,2.079442
4297,2.079441
4298,2.079442
4299,2.079441
4300,2.079442
4302,2.079442
4306,2.079442
4307,2.079442
4311,2.079441
4312,2.079441
4313,2.079442
4315,2.079441
4319,2.079441
4320,2.079441
4323,2.079441
4324,2.079442
4330,2.079441
4331,2.079442
4332,2.079442
4333,2.079441
4334,2.079319
4335,2.079442
4336,2.079442
4340,2.079441
4341,2.079441
4346,2.079442
4347,2.079441
4349,2.079441
4350,2.079442
4354,2.079441
4355,2.079441
4356,2.079442
4357,2.079441
4358,2.079442
4360,2.079441
4361,2.079442
4362,2.079441
4363,2.079441
4364,2.079441
4366,2.079441
4367,2.079441
4368,2.079441
4369,2.079441
4370,2.079442
4371,2.079441
4372,2.079441
4373,2.079441
4375,2.079442
4377,2.079441
4378,2.079441
4379,2.079442
4380,2.079442
4381,2.079441
4382,2.079441
4384,2.079441
4385,2.079441
4387,2.079442
4390,2.079442
4392,2.079441
4393,2.079441
4394,2.079441
4395,2.079441
4396,2.07943
4397,2.079439
4398,2.079442
4399,2.079442
4401,2.07944
4403,2.079194
4405,2.079441
4407,2.079441
4408,2.079441
4409,2.07944
4410,2.079441
4413,2.07944
4415,2.079442
4418,2.079441
4419,2.079441
4420,2.079442
4424,2.079441
4427,2.079441
4428,2.079441
4429,2.079441
4430,2.079441
4431,2.079442
4432,2.079441
4435,2.079441
4437,2.079133
4439,2.079442
4441,2.079442
4442,2.079441
4444,2.079442
4445,2.079441
4447,2.079437
4448,2.079442
4450,2.079441
4453,2.07944
4455,2.079441
4456,2.079442
4457,2.079442
4458,2.07944
4459,2.079442
4461,2.079442
4462,2.079441
4464,2.079441
4465,2.079413
4467,2.079441
4468,2.079441
4469,2.079441
4470,2.079441
4471,2.079441
4473,2.079442
4474,2.079441
4475,2.079441
4476,2.079441
4477,2.079442
4479,2.079437
4481,2.079441
4483,2.079442
4484,2.079442
4485,2.079259
4486,2.079441
4489,2.079235
4492,2.079442
4493,2.079442
4494,2.079441
4495,2.079441
4496,2.079441
4498,2.079442
4499,2.079441
4502,2.079441
4503,2.079442
4507,2.079441
4508,2.079442
4509,2.079442
4511,2.079442
4513,2.079442
4515,2.079441
4519,2.079441
4520,2.07944
4523,2.079442
4524,2.079441
4525,2.079442
4527,2.079442
4528,2.079441
4529,2.07944
4534,2.079441
4537,2.07944
4538,2.079441
4540,2.079442
4541,2.079442
4543,2.079189
4545,2.079441
4547,2.079441
4548,2.079441
4549,2.079442
4551,2.079442
4552,2.079441
4553,2.079441
4554,2.079441
4555,2.079441
4556,2.079441
4557,2.079442
4559,2.079441
4561,2.079441
4562,2.079441
4563,2.079441
4565,2.079226
4569,2.079441
4570,2.079441
4575,2.079442
4576,2.079441
4577,2.079442
4579,2.079442
4580,2.079441
4581,2.079441
4583,2.07944
4585,2.079441
4586,2.079313
4587,2.079441
4588,2.079441
4591,2.079442
4597,2.079442
4599,2.079442
4600,2.079441
4601,2.079441
4603,2.079441
4604,2.079442
4607,2.079441
4608,2.079442
4610,2.079442
4612,2.079441
4614,2.079441
4615,2.079441
4616,2.079442
4617,2.079442
4618,2.079442
4622,2.079441
4623,2.079442
4624,2.079439
4626,2.079442
4627,2.079379
4630,2.079238
4633,2.079441
4634,2.079442
4635,2.079441
4639,2.079441
4640,2.079441
4641,2.079441
4643,2.079442
4644,2.079442
4645,2.079441
4646,2.079442
4648,2.079442
4650,2.079442
4651,2.079441
4652,2.079441
4653,2.079442
4656,2.079442
4658,2.079441
4660,2.079442
4662,2.079441
4664,2.079441
4665,2.079442
4667,2.079441
4669,2.079441
4670,2.079441
4671,2.079442
4672,2.079441
4675,2.079442
4677,2.079441
4678,2.079441
4681,2.079442
4682,2.079441
4686,2.079441
4687,2.079441
4688,2.079406
4689,2.079441
4690,2.079441
4691,2.079442
4692,2.079442
4694,2.079442
4695,2.079441
4697,2.079441
4698,2.079442
4699,2.079442
4702,2.079441
4703,2.079442
4704,2.079442
4710,2.079442
4711,2.079442
4712,2.079442
4713,2.079442
4714,2.079343
4715,2.079442
4716,2.079439
4718,2.079441
4720,2.079441
4721,2.079441
4722,2.079442
4725,2.079442
4726,2.079442
4727,2.079441
4728,2.079442
4731,2.079442
4732,2.079441
4733,2.079441
4734,2.079442
4736,2.079442
4738,2.079442
4739,2.079442
4740,2.07944
4741,2.079438
4742,2.079441
4744,2.079442
4745,2.079442
4747,2.079442
4748,2.079441
4750,2.079442
4751,2.079441
4752,2.079442
4753,2.079442
4754,2.079441
4757,2.079442
4758,2.079441
4760,2.079441
4761,2.07944
4763,2.079441
4765,2.079441
4768,2.079442
4770,2.079441
4772,2.079441
4773,2.079442
4775,2.079255
4779,2.079442
4783,2.079441
4785,2.079441
4786,2.079442
4787,2.079442
4788,2.079441
4789,2.079442
4791,2.079442
4793,2.079441
4795,2.079441
4797,2.079277
4801,2.079441
4802,2.079441
4803,2.079442
4804,2.079441
4805,2.079442
4806,2.079441
4808,2.079441
4810,2.079441
4814,2.079441
4816,2.079442
4817,2.079441
4818,2.079442
4819,2.079441
4821,2.079442
4823,2.07944
4824,2.079442
4825,2.079442
4826,2.079441
4829,2.079441
4830,2.079441
4832,2.079442
4833,2.079442
4835,2.079441
4836,2.079442
4839,2.079442
4840,2.079441
4842,2.079435
4846,2.079442
4847,2.079441
4849,2.079441
4851,2.079432
4852,2.079442
4853,2.079441
4855,2.079441
4856,2.079441
4857,2.079441
4858,2.079441
4859,2.079442
4860,2.079442
4861,2.079441
4863,2.079441
4864,2.079441
4865,2.079441
4866,2.079441
4867,2.079441
4869,2.079442
4870,2.079441
4873,2.079441
4875,2.079441
4876,2.079442
4877,2.079442
4878,2.079441
4879,2.079441
4880,2.079441
4882,2.079441
4884,2.079441
4885,2.079441
4886,2.079441
4887,2.079441
4888,2.079441
4889,2.079442
4890,2.079441
4891,2.079442
4892,2.079441
4894,2.079442
4895,2.079441
4898,2.079442
4900,2.079441
4904,2.079442
4906,2.079442
4910,2.079441
4912,2.079442
4913,2.079441
4914,2.079442
4915,2.079441
4917,2.079442
4919,2.079441
4921,2.079441
4923,2.079442
4924,2.079442
4925,2.079442
4926,2.079441
4927,2.079441
4929,2.079442
4930,2.079442
4931,2.07944
4933,2.079441
4934,2.079441
4935,2.079441
4938,2.079442
4939,2.079441
4940,2.079441
4941,2.079441
4943,2.079441
4944,2.079442
4945,2.079441
4946,2.079442
4949,2.079441
4950,2.079442
4953,2.079442
4955,2.079441
4956,2.079442
4959,2.079442
4960,2.079441
4961,2.079442
4962,2.079442
4963,2.079441
4964,2.079441
4966,2.079441
4967,2.079441
4968,2.079441
4969,2.079441
4970,2.079442
4971,2.079442
4973,2.079442
4974,2.079442
4975,2.079442
4977,2.079441
4978,2.079441
4979,2.079442
4980,2.079441
4981,2.079441
4982,2.079441
4983,2.079287
4984,2.079442
4985,2.079441
4987,2.079014
4992,2.079441
4995,2.079442
4996,2.079439
4997,2.079441
5000,2.079442
5001,2.079442
5002,2.079442
5004,2.079441
5005,2.079442
5007,2.079441
5008,2.079441
5009,2.079442
5010,2.079441
5012,2.079441
5014,2.079441
5015,2.079441
5016,2.079437
5017,2.079442
5019,2.079441
5020,2.079442
5021,2.079441
5022,2.079441
5023,2.079441
5025,2.079441
5026,2.079442
5028,2.079442
5029,2.079441
5031,2.07944
5034,2.079274
5036,2.079441
5037,2.079441
5042,2.079441
5043,2.079441
5045,2.079442
5046,2.079441
5047,2.079441
5048,2.079442
5049,2.079441
5051,2.079442
5052,2.079442
5054,2.079441
5055,2.079442
5056,2.079442
5058,2.079442
5059,2.07944
5060,2.079441
5061,2.07944
5062,2.079441
5063,2.079442
5065,2.079442
5066,2.079441
5068,2.079441
5070,2.079441
5071,2.079442
5072,2.079441
5073,2.079441
5075,2.079442
5076,2.079441
5079,2.079442
5080,2.07939
5081,2.079442
5082,2.079441
5083,2.079442
5084,2.079441
5088,2.079441
5089,2.079441
5090,2.079441
5091,2.079441
5094,2.079442
5095,2.079442
5096,2.079442
5097,2.079441
5098,2.079442
5100,2.07944
5101,2.079442
5102,2.079441
5103,2.079442
5105,2.079441
5106,2.079441
5107,2.079441
5108,2.079442
5109,2.079441
5110,2.079441
5111,2.079442
5113,2.079442
5114,2.079441
5115,2.079441
5122,2.079441
5123,2.079442
5124,2.079441
5125,2.079441
5126,2.079441
5127,2.07944
5128,2.079442
5129,2.079442
5132,2.079441
5133,2.079442
5134,2.079411
5135,2.079442
5136,2.079441
5137,2.079442
5138,2.079441
5140,2.079314
5142,2.079442
5143,2.079442
5144,2.079441
5148,2.079441
5155,2.079442
5159,2.079442
5160,2.079341
5161,2.079441
5163,2.079441
5164,2.079441
5165,2.079441
5166,2.079441
5168,2.079441
5173,2.079441
5179,2.079442
5180,2.079441
5185,2.079442
5186,2.079442
5187,2.079442
5189,2.079441
5190,2.079442
5192,2.079442
5193,2.079441
5194,2.079442
5197,2.079441
5204,2.079442
5206,2.079442
5208,2.079442
5209,2.079441
5210,2.079441
5211,2.079442
5213,2.079442
5214,2.079441
5216,2.079441
5217,2.079442
5219,2.079442
5220,2.079441
5221,2.079442
5223,2.079441
5224,2.079442
5225,2.079441
5226,2.079441
5229,2.079441
5230,2.079441
5231,2.079441
5232,2.079442
5233,2.079442
5235,2.079441
5236,2.079441
5238,2.079442
5241,2.079442
5248,2.079442
5249,2.079441
5250,2.079442
5251,2.079441
5253,2.079441
5255,2.079441
5256,2.079441
5258,2.079441
5260,2.079441
5262,2.079442
5264,2.079441
5268,2.079441
5269,2.079441
5270,2.079442
5271,2.079442
5272,2.079441
5276,2.079442
5278,2.079441
5279,2.079441
5280,2.079441
5281,2.079441
5282,2.079441
5283,2.079442
5285,2.079441
5286,2.079442
5291,2.079442
5292,2.079442
5294,2.079442
5297,2.079441
5299,2.079441
5300,2.079441
5301,2.079441
5303,2.079441
5305,2.079441
5307,2.079441
5309,2.079441
5310,2.079441
5311,2.079442
5315,2.079442
5316,2.079441
5319,2.079441
5320,2.079441
5324,2.079442
5325,2.079442
5326,2.079442
5327,2.079442
5329,2.07944
5331,2.079441
5332,2.079442
5337,2.079442
5338,2.079441
5339,2.079441
5341,2.07929
5342,2.079441
5343,2.079441
5345,2.079441
5347,2.079441
5348,2.079441
5350,2.07939
5351,2.079442
5352,2.07937
5353,2.079442
5355,2.079441
5357,2.079441
5359,2.079441
5361,2.0794
5362,2.079441
5363,2.079441
5364,2.079441
5366,2.079441
5367,2.079441
5369,2.079441
5370,2.079442
5371,2.079441
5374,2.079441
5375,2.079442
5378,2.079442
5380,2.079442
5382,2.079442
5383,2.079442
5384,2.07944
5387,2.079441
5389,2.079441
5390,2.079441
5391,2.079442
5392,2.079441
5393,2.079441
5395,2.079441
5396,2.079441
5398,2.079441
5400,2.079441
5401,2.079442
5402,2.079441
5403,2.079442
5404,2.079442
5410,2.079441
5411,2.079441
5412,2.079441
5413,2.079441
5414,2.079442
5416,2.079442
5417,2.079441
5418,2.079442
5422,2.079441
5423,2.079442
5424,2.079441
5425,2.079441
5428,2.079441
5429,2.079442
5430,2.079403
5431,2.079441
5433,2.079439
5434,2.079441
5435,2.079441
5436,2.079441
5437,2.079442
5438,2.079441
5439,2.079441
5440,2.079442
5442,2.079442
5443,2.079441
5446,2.079397
5447,2.079441
5448,2.079442
5450,2.079441
5453,2.079441
5454,2.079441
5457,2.079442
5458,2.079419
5461,2.079441
5462,2.079441
5463,2.079441
5464,2.079441
5465,2.079442
5467,2.079442
5468,2.079441
5474,2.079442
5475,2.079441
5477,2.079442
5479,2.079441
5480,2.07944
5481,2.079441
5482,2.079441
5483,2.079441
5485,2.079442
5486,2.079441
5488,2.079442
5489,2.079441
5490,2.079441
5492,2.079441
5495,2.079441
5496,2.079441
5499,2.079441
5501,2.079441
5502,2.079442
5504,2.079442
5505,2.079442
5506,2.079442
5507,2.079441
5509,2.079441
5512,2.079441
5513,2.079441
5514,2.079441
5515,2.079441
5516,2.079441
5518,2.079441
5520,2.079441
5522,2.079441
5523,2.079442
5524,2.079441
5525,2.079442
5527,2.079441
5529,2.079441
5531,2.079441
5532,2.079441
5533,2.079442
5536,2.079441
5537,2.079441
5539,2.079441
5542,2.079442
5543,2.079442
5544,2.079439
5545,2.079441
5548,2.079442
5549,2.079441
5551,2.079441
5555,2.079209
5556,2.07944
5561,2.079441
5562,2.079441
5563,2.079441
5564,2.079441
5566,2.079387
5567,2.079442
5568,2.079441
5569,2.079442
5571,2.079441
5574,2.079441
5575,2.079441
5578,2.079441
5579,2.079442
5583,2.079188
5584,2.079441
5586,2.079441
5587,2.079441
5589,2.079441
5590,2.079441
5591,2.079441
5592,2.079441
5593,2.079442
5596,2.079442
5598,2.079442
5599,2.079441
5602,2.079442
5603,2.079437
5604,2.079441
5605,2.079441
5607,2.07944
5608,2.079442
5610,2.079441
5611,2.079442
5612,2.079441
5614,2.079441
5615,2.079361
5616,2.079441
5618,2.079441
5619,2.079442
5621,2.079441
5622,2.079441
5624,2.079441
5625,2.079442
5626,2.079441
5627,2.079442
5628,2.07944
5631,2.079442
5633,2.079442
5634,2.079442
5636,2.079441
5637,2.079442
5639,2.079441
5641,2.079441
5643,2.079441
5644,2.079441
5645,2.079442
5648,2.079442
5649,2.079442
5652,2.079442
5654,2.079442
5657,2.079442
5659,2.079441
5660,2.079442
5661,2.079442
5662,2.079441
5667,2.079441
5668,2.079441
5669,2.079442
5671,2.079441
5672,2.079442
5673,2.079441
5674,2.079207
5675,2.079441
5677,2.079442
5679,2.079438
5681,2.079441
5685,2.079441
5687,2.079441
5688,2.079442
5689,2.07944
5690,2.079442
5692,2.079442
5695,2.079442
5696,2.079442
5701,2.079442
5704,2.079441
5706,2.079434
5708,2.079442
5710,2.079442
5711,2.079442
5712,2.079441
5713,2.079442
5717,2.079442
5718,2.079441
5719,2.079439
5722,2.079441
5723,2.079441
5724,2.079441
5725,2.079441
5728,2.079441
5730,2.079441
5731,2.079441
5732,2.079441
5734,2.079442
5736,2.079441
5737,2.079441
5740,2.079442
5741,2.079441
5742,2.079441
5743,2.079441
5744,2.079441
5745,2.079175
5746,2.079441
5747,2.079441
5748,2.079441
5749,2.079441
5750,2.079441
5751,2.079442
5753,2.079442
5754,2.079442
5755,2.079442
5756,2.079442
5757,2.079441
5759,2.079442
5760,2.079442
5761,2.079442
5763,2.079442
5765,2.079442
5766,2.079442
5768,2.079441
5769,2.079441
5771,2.079442
5773,2.079442
5775,2.079442
5776,2.079442
5782,2.079442
5783,2.079427
5784,2.079442
5786,2.079441
5788,2.079441
5790,2.079442
5791,2.079442
5792,2.079442
5793,2.079436
5794,2.079442
5795,2.079441
5798,2.079442
5799,2.079442
5800,2.079441
5802,2.079441
5803,2.079442
5806,2.079442
5807,2.079441
5808,2.079441
5809,2.079437
5810,2.079441
5814,2.07944
5817,2.079441
5818,2.079442
5819,2.079436
5820,2.079441
5822,2.079441
5823,2.079442
5825,2.079441
5827,2.079441
5830,2.079442
5831,2.079442
5832,2.079442
5834,2.079441
5835,2.079441
5836,2.079441
5837,2.079441
5838,2.079441
5839,2.079441
5840,2.079442
5842,2.079442
5846,2.079441
5848,2.079441
5850,2.079441
5851,2.079441
5854,2.079441
5855,2.07944
5857,2.079441
5858,2.079441
5860,2.07944
5862,2.07944
5863,2.079441
5864,2.079433
5867,2.079441
5868,2.079442
5869,2.079438
5873,2.079442
5877,2.079437
5878,2.079434
5879,2.079436
5880,2.079441
5881,2.079441
5883,2.079441
5884,2.079441
5886,2.079441
5887,2.079441
5888,2.07944
5889,2.079441
5890,2.079439
5893,2.07944
5894,2.079441
5898,2.079441
5899,2.079441
5900,2.079442
5901,2.079439
5902,2.079433
5903,2.079441
5905,2.079441
5906,2.079441
5907,2.07944
5909,2.07944
5911,2.079441
5912,2.079439
5913,2.07944
5914,2.079441
5916,2.079437
5917,2.079441
5923,2.07944
5924,2.079441
5925,2.07944
5929,2.07944
5930,2.079441
5931,2.079441
5932,2.079441
5933,2.079439
5934,2.07944
5937,2.07944
5938,2.079441
5941,2.079437
5942,2.079441
5943,2.07944
5945,2.079441
5947,2.079441
5948,2.079436
5951,2.079441
5952,2.07944
5953,2.079441
5955,2.079436
5958,2.079442
5959,2.079441
5960,2.07944
5962,2.079439
5964,2.079441
5965,2.079331
5966,2.07944
5967,2.079441
5971,2.079438
5973,2.079441
5976,2.079441
5977,2.079441
5981,2.079437
5982,2.079439
5984,2.07944
5986,2.079439
5987,2.079341
5988,2.07944
5989,2.079441
5990,2.079441
5991,2.079418
5992,2.079441
5993,2.079393
5996,2.07944
5998,2.079438
5999,2.079442
6000,2.079439
6002,2.079439
6003,2.079441
6005,2.079439
6007,2.079441
6009,2.079435
6010,2.079441
6011,2.079436
6016,2.079439
6020,2.079441
6021,2.07944
6024,2.079433
6025,2.079439
6026,2.07944
6027,2.079439
6028,2.079441
6029,2.079441
6030,2.079439
6031,2.079441
6032,2.079441
6033,2.079438
6034,2.07944
6035,2.079423
6039,2.079441
6042,2.079421
6050,2.079441
6052,2.079439
6055,2.07944
6057,2.079439
6058,2.079441
6061,2.079441
6062,2.079438
6063,2.079439
6064,2.079353
6065,2.07944
6066,2.07937
6067,2.07944
6068,2.07944
6069,2.079424
6071,2.079442
6073,2.079434
6074,2.07944
6077,2.079441
6080,2.079441
6081,2.079436
6082,2.079438
6084,2.079441
6086,2.079439
6088,2.079441
6089,2.07944
6091,2.079442
6093,2.07944
6096,2.079411
6097,2.07944
6099,2.079441
6100,2.079427
6101,2.07944
6102,2.079441
6103,2.07944
6104,2.079439
6105,2.079398
6106,2.07944
6107,2.079441
6108,2.079439
6109,2.07944
6110,2.079438
6112,2.07944
6113,2.07944
6114,2.07944
6115,2.079421
6116,2.079441
6118,2.079441
6119,2.079439
6120,2.079441
6121,2.079441
6123,2.079438
6125,2.079438
6127,2.079441
6128,2.079439
6129,2.079441
6131,2.079441
6132,2.07944
6133,2.079438
6134,2.079441
6135,2.079441
6137,2.079439
6138,2.079441
6139,2.079441
6141,2.07944
6145,2.07944
6147,2.079442
6148,2.079431
6151,2.079438
6152,2.079441
6153,2.079441
6156,2.079442
6158,2.07944
6159,2.079441
6162,2.079441
6164,2.079441
6165,2.079441
6166,2.07944
6167,2.079441
6168,2.07944
6171,2.079441
6176,2.07944
6178,2.079439
6181,2.07944
6182,2.079439
6183,2.079436
6186,2.079418
6188,2.079441
6189,2.079438
6191,2.07944
6193,2.079441
6194,2.079441
6197,2.079439
6199,2.079441
6200,2.079438
6201,2.079441
6204,2.079441
6207,2.079441
6208,2.079441
6214,2.07944
6216,2.079432
6218,2.07944
6219,2.07944
6220,2.07944
6224,2.079441
6225,2.079442
6226,2.079441
6228,2.07944
6230,2.07944
6231,2.079441
6232,2.079441
6233,2.07944
6234,2.079441
6236,2.079402
6237,2.07944
6239,2.079438
6240,2.079438
6242,2.07944
6243,2.07944
6244,2.079441
6245,2.079441
6248,2.07944
6249,2.07944
6250,2.079441
6252,2.079441
6253,2.07944
6254,2.079439
6255,2.079441
6256,2.079441
6257,2.079438
6258,2.079441
6259,2.079441
6261,2.079441
6262,2.079441
6263,2.07944
6264,2.079437
6265,2.07944
6266,2.079441
6268,2.079441
6270,2.079441
6271,2.079441
6273,2.07944
6275,2.079441
6277,2.079441
6278,2.079441
6280,2.079441
6281,2.079441
6282,2.079442
6285,2.07944
6286,2.079399
6289,2.079441
6291,2.079441
6293,2.07944
6294,2.079441
6296,2.079441
6297,2.079441
6300,2.079441
6301,2.079441
6303,2.07944
6307,2.079441
6308,2.07944
6310,2.07944
6311,2.07944
6312,2.079441
6313,2.07944
6315,2.079441
6317,2.079442
6319,2.079441
6320,2.079436
6324,2.079442
6325,2.079441
6328,2.079441
6329,2.079441
6330,2.079441
6331,2.07944
6332,2.079438
6334,2.079441
6336,2.079441
6338,2.07944
6339,2.079441
6341,2.07944
6343,2.079441
6344,2.079441
6345,2.079442
6346,2.07944
6348,2.079441
6357,2.07944
6358,2.07944
6360,2.079441
6361,2.07944
6362,2.079441
6363,2.079441
6364,2.079441
6365,2.079441
6367,2.079441
6368,2.079441
6369,2.07944
6370,2.079441
6371,2.079441
6372,2.07944
6373,2.079441
6374,2.079439
6375,2.079438
6376,2.079437
6377,2.079441
6378,2.079441
6379,2.079441
6381,2.079432
6383,2.079441
6387,2.079397
6388,2.079441
6389,2.079441
6390,2.079439
6392,2.079442
6393,2.079441
6394,2.07944
6395,2.079442
6398,2.07939
6400,2.079441
6401,2.079441
6402,2.07944
6403,2.079441
6405,2.079436
6412,2.07944
6413,2.079442
6416,2.07944
6418,2.079441
6419,2.07944
6420,2.07944
6421,2.079441
6422,2.079441
6424,2.07944
6425,2.079441
6426,2.07944
6428,2.079429
6429,2.07944
6432,2.079441
6433,2.079433
6434,2.079438
6440,2.079441
6442,2.079442
6443,2.079441
6447,2.07944
6448,2.079441
6450,2.079441
6452,2.079441
6453,2.079438
6454,2.079441
6456,2.07944
6457,2.079442
6458,2.079441
6459,2.079375
6460,2.079441
6461,2.079441
6464,2.079441
6466,2.079442
6467,2.07944
6468,2.079438
