step,action,reason,sim_max,surprise,surp_norm,entropy,topk,used_key_id,shadow_size,mem_size
3395,stage,staged,,,,,6,,300,670,0.7842
3398,stage,staged,,,,,6,,300,670,0.7966
3399,stage,staged,,,,,6,,300,670,0.7871
3398,promote,shadow_promote,,,,,6,,288,671
3375,promote,shadow_promote,,,,,6,,288,672
3373,promote,shadow_promote,,,,,6,,288,673
3386,promote,shadow_promote,,,,,6,,288,674
3383,promote,shadow_promote,,,,,6,,288,675
3377,promote,shadow_promote,,,,,6,,288,676
3381,promote,shadow_promote,,,,,6,,288,677
3382,promote,shadow_promote,,,,,6,,288,678
3366,promote,shadow_promote,,,,,6,,288,679
3393,promote,shadow_promote,,,,,6,,288,680
3376,promote,shadow_promote,,,,,6,,288,681
3399,promote,shadow_promote,,,,,6,,288,682
3402,stage,staged,,,,,6,,289,682,0.79
3404,stage,staged,,,,,6,,290,682,0.7935
3405,stage,staged,,,,,6,,291,682,0.7838
3407,stage,staged,,,,,6,,292,682,0.7291
3408,stage,staged,,,,,6,,293,682,0.8016
3409,stage,staged,,,,,6,,294,682,0.8067
3410,stage,staged,,,,,6,,295,682,0.7745
3412,stage,staged,,,,,6,,296,682,0.7909
3416,stage,staged,,,,,6,,297,682,0.7351
3417,stage,staged,,,,,6,,298,682,0.7953
3418,stage,staged,,,,,6,,299,682,0.7957
3420,stage,staged,,,,,6,,300,682,0.7917
3423,stage,staged,,,,,6,,300,682,0.7881
3425,stage,staged,,,,,6,,300,682,0.7993
3426,stage,staged,,,,,6,,300,682,0.7925
3427,stage,staged,,,,,6,,300,682,0.8049
3428,stage,staged,,,,,6,,300,682,0.7944
3429,stage,staged,,,,,6,,300,682,0.7947
3430,stage,staged,,,,,6,,300,682,0.7926
3431,stage,staged,,,,,6,,300,682,0.7884
3433,stage,staged,,,,,6,,300,682,0.7895
3434,stage,staged,,,,,6,,300,682,0.792
3437,stage,staged,,,,,6,,300,682,0.785
3438,stage,staged,,,,,6,,300,682,0.7889
3439,stage,staged,,,,,6,,300,682,0.7526
3441,stage,staged,,,,,6,,300,682,0.8005
3442,stage,staged,,,,,6,,300,682,0.7982
3445,stage,staged,,,,,6,,300,682,0.7908
3447,stage,staged,,,,,6,,300,682,0.7905
3449,stage,staged,,,,,6,,300,682,0.7895
3409,promote,shadow_promote,,,,,6,,288,683
3427,promote,shadow_promote,,,,,6,,288,684
3441,promote,shadow_promote,,,,,6,,288,685
3442,promote,shadow_promote,,,,,6,,288,686
3425,promote,shadow_promote,,,,,6,,288,687
3408,promote,shadow_promote,,,,,6,,288,688
3418,promote,shadow_promote,,,,,6,,288,689
3429,promote,shadow_promote,,,,,6,,288,690
3447,promote,shadow_promote,,,,,6,,288,691
3428,promote,shadow_promote,,,,,6,,288,692
3417,promote,shadow_promote,,,,,6,,288,693
3449,promote,shadow_promote,,,,,6,,288,694
3450,stage,staged,,,,,6,,289,694,0.7944
3451,stage,staged,,,,,6,,290,694,0.7835
3452,stage,staged,,,,,6,,291,694,0.7941
3453,stage,staged,,,,,6,,292,694,0.7885
3455,stage,staged,,,,,6,,293,694,0.7993
3457,stage,staged,,,,,6,,294,694,0.8103
3460,stage,staged,,,,,6,,295,694,0.7956
3461,stage,staged,,,,,6,,296,694,0.7982
3462,stage,staged,,,,,6,,297,694,0.7964
3464,stage,staged,,,,,6,,298,694,0.7878
3466,stage,staged,,,,,6,,299,694,0.7892
3467,stage,staged,,,,,6,,300,694,0.7993
3468,stage,staged,,,,,6,,300,694,0.7897
3471,stage,staged,,,,,6,,300,694,0.7929
3473,stage,staged,,,,,6,,300,694,0.7877
3474,stage,staged,,,,,6,,300,694,0.7926
3475,stage,staged,,,,,6,,300,694,0.7904
3477,stage,staged,,,,,6,,300,694,0.7881
3478,stage,staged,,,,,6,,300,694,0.7662
3479,stage,staged,,,,,6,,300,694,0.7966
3480,stage,staged,,,,,6,,300,694,0.798
3481,stage,staged,,,,,6,,300,694,0.7885
3482,stage,staged,,,,,6,,300,694,0.7947
3483,stage,staged,,,,,6,,300,694,0.7928
3484,stage,staged,,,,,6,,300,694,0.7878
3485,stage,staged,,,,,6,,300,694,0.7911
3486,stage,staged,,,,,6,,300,694,0.7921
3487,stage,staged,,,,,6,,300,694,0.789
3489,stage,staged,,,,,6,,300,694,0.789
3491,stage,staged,,,,,6,,300,694,0.7948
3494,stage,staged,,,,,6,,300,694,0.7861
3497,stage,staged,,,,,6,,300,694,0.793
3499,stage,staged,,,,,6,,300,694,0.792
3457,promote,shadow_promote,,,,,6,,288,695
3455,promote,shadow_promote,,,,,6,,288,696
3491,promote,shadow_promote,,,,,6,,288,697
3467,promote,shadow_promote,,,,,6,,288,698
3480,promote,shadow_promote,,,,,6,,288,699
3479,promote,shadow_promote,,,,,6,,288,700
3497,promote,shadow_promote,,,,,6,,288,701
3461,promote,shadow_promote,,,,,6,,288,702
3482,promote,shadow_promote,,,,,6,,288,703
3486,promote,shadow_promote,,,,,6,,288,704
3499,promote,shadow_promote,,,,,6,,288,705
3460,promote,shadow_promote,,,,,6,,288,706
3501,stage,staged,,,,,6,,289,706,0.7904
3502,stage,staged,,,,,6,,290,706,0.7961
3503,stage,staged,,,,,6,,291,706,0.7912
3504,stage,staged,,,,,6,,292,706,0.7976
3505,stage,staged,,,,,6,,293,706,0.776
3507,stage,staged,,,,,6,,294,706,0.7921
3508,stage,staged,,,,,6,,295,706,0.7914
3509,stage,staged,,,,,6,,296,706,0.7927
3510,stage,staged,,,,,6,,297,706,0.7874
3512,stage,staged,,,,,6,,298,706,0.7882
3513,stage,staged,,,,,6,,299,706,0.7862
3515,stage,staged,,,,,6,,300,706,0.7936
3516,stage,staged,,,,,6,,300,706,0.8041
3517,stage,staged,,,,,6,,300,706,0.797
3518,stage,staged,,,,,6,,300,706,0.7975
3520,stage,staged,,,,,6,,300,706,0.7955
3521,stage,staged,,,,,6,,300,706,0.7958
3522,stage,staged,,,,,6,,300,706,0.7956
3525,stage,staged,,,,,6,,300,706,0.7914
3526,stage,staged,,,,,6,,300,706,0.7927
3529,stage,staged,,,,,6,,300,706,0.7865
3531,stage,staged,,,,,6,,300,706,0.7929
3532,stage,staged,,,,,6,,300,706,0.7932
3533,stage,staged,,,,,6,,300,706,0.7609
3534,stage,staged,,,,,6,,300,706,0.7907
3535,stage,staged,,,,,6,,300,706,0.7916
3536,stage,staged,,,,,6,,300,706,0.8029
3538,stage,staged,,,,,6,,300,706,0.7929
3539,stage,staged,,,,,6,,300,706,0.784
3541,stage,staged,,,,,6,,300,706,0.7918
3542,stage,staged,,,,,6,,300,706,0.7965
3543,stage,staged,,,,,6,,300,706,0.7375
3544,stage,staged,,,,,6,,300,706,0.7896
3545,stage,staged,,,,,6,,300,706,0.7976
3546,stage,staged,,,,,6,,300,706,0.7858
3548,stage,staged,,,,,6,,300,706,0.7932
3549,stage,staged,,,,,6,,300,706,0.7894
3536,promote,shadow_promote,,,,,6,,288,707
3516,promote,shadow_promote,,,,,6,,288,708
3545,promote,shadow_promote,,,,,6,,288,709
3542,promote,shadow_promote,,,,,6,,288,710
3518,promote,shadow_promote,,,,,6,,288,711
3521,promote,shadow_promote,,,,,6,,288,712
3548,promote,shadow_promote,,,,,6,,288,713
3517,promote,shadow_promote,,,,,6,,288,714
3535,promote,shadow_promote,,,,,6,,288,715
3522,promote,shadow_promote,,,,,6,,288,716
3520,promote,shadow_promote,,,,,6,,288,717
3532,promote,shadow_promote,,,,,6,,288,718
3550,stage,staged,,,,,6,,289,718,0.7889
3551,stage,staged,,,,,6,,290,718,0.7919
3552,stage,staged,,,,,6,,291,718,0.7902
3553,stage,staged,,,,,6,,292,718,0.7907
3555,stage,staged,,,,,6,,293,718,0.7783
3557,stage,staged,,,,,6,,294,718,0.798
3559,stage,staged,,,,,6,,295,718,0.7941
3560,stage,staged,,,,,6,,296,718,0.7931
3561,stage,staged,,,,,6,,297,718,0.7917
3563,stage,staged,,,,,6,,298,718,0.7854
3564,stage,staged,,,,,6,,299,718,0.7328
3565,stage,staged,,,,,6,,300,718,0.791
3566,stage,staged,,,,,6,,300,718,0.7951
3568,stage,staged,,,,,6,,300,718,0.7951
3571,stage,staged,,,,,6,,300,718,0.792
3575,stage,staged,,,,,6,,300,718,0.7922
3576,stage,staged,,,,,6,,300,718,0.7881
3578,stage,staged,,,,,6,,300,718,0.7904
3579,stage,staged,,,,,6,,300,718,0.7842
3580,stage,staged,,,,,6,,300,718,0.7906
3582,stage,staged,,,,,6,,300,718,0.79
3585,stage,staged,,,,,6,,300,718,0.7974
3586,stage,staged,,,,,6,,300,718,0.7959
3587,stage,staged,,,,,6,,300,718,0.7921
3588,stage,staged,,,,,6,,300,718,0.7851
3590,stage,staged,,,,,6,,300,718,0.7898
3591,stage,staged,,,,,6,,300,718,0.7845
3593,stage,staged,,,,,6,,300,718,0.7928
3595,stage,staged,,,,,6,,300,718,0.7933
3596,stage,staged,,,,,6,,300,718,0.7892
3597,stage,staged,,,,,6,,300,718,0.7889
3585,promote,shadow_promote,,,,,6,,288,719
3586,promote,shadow_promote,,,,,6,,288,720
3557,promote,shadow_promote,,,,,6,,288,721
3566,promote,shadow_promote,,,,,6,,288,722
3595,promote,shadow_promote,,,,,6,,288,723
3568,promote,shadow_promote,,,,,6,,288,724
3593,promote,shadow_promote,,,,,6,,288,725
3587,promote,shadow_promote,,,,,6,,288,726
3575,promote,shadow_promote,,,,,6,,288,727
3571,promote,shadow_promote,,,,,6,,288,728
3596,promote,shadow_promote,,,,,6,,288,729
3597,promote,shadow_promote,,,,,6,,288,730
3600,stage,staged,,,,,6,,289,730,0.7919
3602,stage,staged,,,,,6,,290,730,0.7541
3607,stage,staged,,,,,6,,291,730,0.7856
3608,stage,staged,,,,,6,,292,730,0.7922
3609,stage,staged,,,,,6,,293,730,0.7891
3610,stage,staged,,,,,6,,294,730,0.7885
3612,stage,staged,,,,,6,,295,730,0.7948
3614,stage,staged,,,,,6,,296,730,0.7985
3615,stage,staged,,,,,6,,297,730,0.7928
3616,stage,staged,,,,,6,,298,730,0.7898
3623,stage,staged,,,,,6,,299,730,0.7874
3625,stage,staged,,,,,6,,300,730,0.7832
3626,stage,staged,,,,,6,,300,730,0.7963
3627,stage,staged,,,,,6,,300,730,0.7886
3628,stage,staged,,,,,6,,300,730,0.792
3629,stage,staged,,,,,6,,300,730,0.797
3630,stage,staged,,,,,6,,300,730,0.7888
3632,stage,staged,,,,,6,,300,730,0.7847
3633,stage,staged,,,,,6,,300,730,0.7933
3635,stage,staged,,,,,6,,300,730,0.7886
3636,stage,staged,,,,,6,,300,730,0.7865
3637,stage,staged,,,,,6,,300,730,0.785
3639,stage,staged,,,,,6,,300,730,0.7888
3640,stage,staged,,,,,6,,300,730,0.7912
3641,stage,staged,,,,,6,,300,730,0.7872
3643,stage,staged,,,,,6,,300,730,0.7927
3644,stage,staged,,,,,6,,300,730,0.7875
3646,stage,staged,,,,,6,,300,730,0.7885
3647,stage,staged,,,,,6,,300,730,0.7866
3614,promote,shadow_promote,,,,,6,,288,731
3629,promote,shadow_promote,,,,,6,,288,732
3626,promote,shadow_promote,,,,,6,,288,733
3633,promote,shadow_promote,,,,,6,,288,734
3643,promote,shadow_promote,,,,,6,,288,735
3612,promote,shadow_promote,,,,,6,,288,736
3646,promote,shadow_promote,,,,,6,,288,737
3628,promote,shadow_promote,,,,,6,,288,738
3640,promote,shadow_promote,,,,,6,,288,739
3615,promote,shadow_promote,,,,,6,,288,740
3616,promote,shadow_promote,,,,,6,,288,741
3630,promote,shadow_promote,,,,,6,,288,742
3650,stage,staged,,,,,6,,289,742,0.7938
3651,stage,staged,,,,,6,,290,742,0.6227
3653,stage,staged,,,,,6,,291,742,0.792
3655,stage,staged,,,,,6,,292,742,0.7936
3657,stage,staged,,,,,6,,293,742,0.7788
3658,stage,staged,,,,,6,,294,742,0.7832
3659,stage,staged,,,,,6,,295,742,0.7934
3661,stage,staged,,,,,6,,296,742,0.7962
3663,stage,staged,,,,,6,,297,742,0.7974
3666,stage,staged,,,,,6,,298,742,0.7857
3668,stage,staged,,,,,6,,299,742,0.7903
3669,stage,staged,,,,,6,,300,742,0.7863
3671,stage,staged,,,,,6,,300,742,0.7942
3674,stage,staged,,,,,6,,300,742,0.7924
3676,stage,staged,,,,,6,,300,742,0.7913
3677,stage,staged,,,,,6,,300,742,0.795
3678,stage,staged,,,,,6,,300,742,0.7893
3679,stage,staged,,,,,6,,300,742,0.7913
3680,stage,staged,,,,,6,,300,742,0.7406
3682,stage,staged,,,,,6,,300,742,0.7979
3683,stage,staged,,,,,6,,300,742,0.7925
3684,stage,staged,,,,,6,,300,742,0.7908
3685,stage,staged,,,,,6,,300,742,0.7284
3686,stage,staged,,,,,6,,300,742,0.8002
3687,stage,staged,,,,,6,,300,742,0.7508
3690,stage,staged,,,,,6,,300,742,0.7941
3692,stage,staged,,,,,6,,300,742,0.7901
3693,stage,staged,,,,,6,,300,742,0.7928
3694,stage,staged,,,,,6,,300,742,0.7896
3695,stage,staged,,,,,6,,300,742,0.7886
3696,stage,staged,,,,,6,,300,742,0.7432
3697,stage,staged,,,,,6,,300,742,0.793
3686,promote,shadow_promote,,,,,6,,288,743
3682,promote,shadow_promote,,,,,6,,288,744
3690,promote,shadow_promote,,,,,6,,288,745
3697,promote,shadow_promote,,,,,6,,288,746
3663,promote,shadow_promote,,,,,6,,288,747
3661,promote,shadow_promote,,,,,6,,288,748
3683,promote,shadow_promote,,,,,6,,288,749
3677,promote,shadow_promote,,,,,6,,288,750
3693,promote,shadow_promote,,,,,6,,288,751
3671,promote,shadow_promote,,,,,6,,288,752
3684,promote,shadow_promote,,,,,6,,288,753
3674,promote,shadow_promote,,,,,6,,288,754
3702,stage,staged,,,,,6,,289,754,0.7935
3706,stage,staged,,,,,6,,290,754,0.7892
3707,stage,staged,,,,,6,,291,754,0.7943
3708,stage,staged,,,,,6,,292,754,0.793
3710,stage,staged,,,,,6,,293,754,0.7906
3712,stage,staged,,,,,6,,294,754,0.7864
3715,stage,staged,,,,,6,,295,754,0.7959
3716,stage,staged,,,,,6,,296,754,0.7928
3717,stage,staged,,,,,6,,297,754,0.7901
3718,stage,staged,,,,,6,,298,754,0.7689
3720,stage,staged,,,,,6,,299,754,0.7874
3721,stage,staged,,,,,6,,300,754,0.7906
3724,stage,staged,,,,,6,,300,754,0.7865
3729,stage,staged,,,,,6,,300,754,0.792
3731,stage,staged,,,,,6,,300,754,0.7949
3732,stage,staged,,,,,6,,300,754,0.6942
3733,stage,staged,,,,,6,,300,754,0.7923
3736,stage,staged,,,,,6,,300,754,0.7941
3740,stage,staged,,,,,6,,300,754,0.7943
3742,stage,staged,,,,,6,,300,754,0.7932
3744,stage,staged,,,,,6,,300,754,0.7939
3747,stage,staged,,,,,6,,300,754,0.7905
3749,stage,staged,,,,,6,,300,754,0.79
3736,promote,shadow_promote,,,,,6,,288,755
3731,promote,shadow_promote,,,,,6,,288,756
3740,promote,shadow_promote,,,,,6,,288,757
3744,promote,shadow_promote,,,,,6,,288,758
3715,promote,shadow_promote,,,,,6,,288,759
3742,promote,shadow_promote,,,,,6,,288,760
3733,promote,shadow_promote,,,,,6,,288,761
3729,promote,shadow_promote,,,,,6,,288,762
3716,promote,shadow_promote,,,,,6,,288,763
3747,promote,shadow_promote,,,,,6,,288,764
3749,promote,shadow_promote,,,,,6,,288,765
3702,promote,shadow_promote,,,,,6,,288,766
3754,stage,staged,,,,,6,,289,766,0.7947
3756,stage,staged,,,,,6,,290,766,0.7913
3757,stage,staged,,,,,6,,291,766,0.7896
3758,stage,staged,,,,,6,,292,766,0.7925
3759,stage,staged,,,,,6,,293,766,0.7914
3761,stage,staged,,,,,6,,294,766,0.7903
3763,stage,staged,,,,,6,,295,766,0.7881
3764,stage,staged,,,,,6,,296,766,0.7864
3765,stage,staged,,,,,6,,297,766,0.7891
3766,stage,staged,,,,,6,,298,766,0.7284
3767,stage,staged,,,,,6,,299,766,0.7943
3769,stage,staged,,,,,6,,300,766,0.7925
3775,stage,staged,,,,,6,,300,766,0.7888
3776,stage,staged,,,,,6,,300,766,0.7909
3777,stage,staged,,,,,6,,300,766,0.7921
3780,stage,staged,,,,,6,,300,766,0.8025
3782,stage,staged,,,,,6,,300,766,0.8004
3783,stage,staged,,,,,6,,300,766,0.7939
3784,stage,staged,,,,,6,,300,766,0.7889
3785,stage,staged,,,,,6,,300,766,0.7897
3787,stage,staged,,,,,6,,300,766,0.7785
3788,stage,staged,,,,,6,,300,766,0.7982
3789,stage,staged,,,,,6,,300,766,0.8004
3790,stage,staged,,,,,6,,300,766,0.7935
3791,stage,staged,,,,,6,,300,766,0.7934
3795,stage,staged,,,,,6,,300,766,0.7892
3796,stage,staged,,,,,6,,300,766,0.7961
3797,stage,staged,,,,,6,,300,766,0.7875
3780,promote,shadow_promote,,,,,6,,288,767
3789,promote,shadow_promote,,,,,6,,288,768
3782,promote,shadow_promote,,,,,6,,288,769
3788,promote,shadow_promote,,,,,6,,288,770
3796,promote,shadow_promote,,,,,6,,288,771
3790,promote,shadow_promote,,,,,6,,288,772
3791,promote,shadow_promote,,,,,6,,288,773
3783,promote,shadow_promote,,,,,6,,288,774
3767,promote,shadow_promote,,,,,6,,288,775
3777,promote,shadow_promote,,,,,6,,288,776
3785,promote,shadow_promote,,,,,6,,288,777
3776,promote,shadow_promote,,,,,6,,288,778
3804,stage,staged,,,,,6,,289,778,0.7962
3805,stage,staged,,,,,6,,290,778,0.7875
3806,stage,staged,,,,,6,,291,778,0.7945
3810,stage,staged,,,,,6,,292,778,0.7884
3812,stage,staged,,,,,6,,293,778,0.7909
3813,stage,staged,,,,,6,,294,778,0.7878
3814,stage,staged,,,,,6,,295,778,0.7888
3815,stage,staged,,,,,6,,296,778,0.787
3817,stage,staged,,,,,6,,297,778,0.7928
3818,stage,staged,,,,,6,,298,778,0.79
3822,stage,staged,,,,,6,,299,778,0.7925
3823,stage,staged,,,,,6,,300,778,0.7943
3826,stage,staged,,,,,6,,300,778,0.7921
3829,stage,staged,,,,,6,,300,778,0.7938
3831,stage,staged,,,,,6,,300,778,0.7926
3833,stage,staged,,,,,6,,300,778,0.7899
3835,stage,staged,,,,,6,,300,778,0.788
3836,stage,staged,,,,,6,,300,778,0.7949
3842,stage,staged,,,,,6,,300,778,0.7929
3844,stage,staged,,,,,6,,300,778,0.7929
3846,stage,staged,,,,,6,,300,778,0.7916
3849,stage,staged,,,,,6,,300,778,0.7898
3842,promote,shadow_promote,,,,,6,,288,779
3844,promote,shadow_promote,,,,,6,,288,780
3836,promote,shadow_promote,,,,,6,,288,781
3846,promote,shadow_promote,,,,,6,,288,782
3804,promote,shadow_promote,,,,,6,,288,783
3849,promote,shadow_promote,,,,,6,,288,784
3826,promote,shadow_promote,,,,,6,,288,785
3823,promote,shadow_promote,,,,,6,,288,786
3829,promote,shadow_promote,,,,,6,,288,787
3831,promote,shadow_promote,,,,,6,,288,788
3806,promote,shadow_promote,,,,,6,,288,789
3822,promote,shadow_promote,,,,,6,,288,790
3852,stage,staged,,,,,6,,289,790,0.7974
3853,stage,staged,,,,,6,,290,790,0.7902
3855,stage,staged,,,,,6,,291,790,0.7922
3857,stage,staged,,,,,6,,292,790,0.7901
3858,stage,staged,,,,,6,,293,790,0.7882
3859,stage,staged,,,,,6,,294,790,0.7921
3861,stage,staged,,,,,6,,295,790,0.7923
3862,stage,staged,,,,,6,,296,790,0.7932
3867,stage,staged,,,,,6,,297,790,0.7895
3868,stage,staged,,,,,6,,298,790,0.7997
3869,stage,staged,,,,,6,,299,790,0.7931
3870,stage,staged,,,,,6,,300,790,0.7924
3872,stage,staged,,,,,6,,300,790,0.7903
3874,stage,staged,,,,,6,,300,790,0.7903
3875,stage,staged,,,,,6,,300,790,0.7932
3876,stage,staged,,,,,6,,300,790,0.7897
3884,stage,staged,,,,,6,,300,790,0.7902
3885,stage,staged,,,,,6,,300,790,0.7865
3886,stage,staged,,,,,6,,300,790,0.7851
3888,stage,staged,,,,,6,,300,790,0.7985
3889,stage,staged,,,,,6,,300,790,0.799
3890,stage,staged,,,,,6,,300,790,0.7961
3891,stage,staged,,,,,6,,300,790,0.7948
3892,stage,staged,,,,,6,,300,790,0.7871
3893,stage,staged,,,,,6,,300,790,0.7885
3894,stage,staged,,,,,6,,300,790,0.7948
3895,stage,staged,,,,,6,,300,790,0.7901
3896,stage,staged,,,,,6,,300,790,0.7925
3897,stage,staged,,,,,6,,300,790,0.7931
3898,stage,staged,,,,,6,,300,790,0.7904
3888,promote,shadow_promote,,,,,6,,288,791
3889,promote,shadow_promote,,,,,6,,288,792
3868,promote,shadow_promote,,,,,6,,288,793
3890,promote,shadow_promote,,,,,6,,288,794
3894,promote,shadow_promote,,,,,6,,288,795
3891,promote,shadow_promote,,,,,6,,288,796
3897,promote,shadow_promote,,,,,6,,288,797
3852,promote,shadow_promote,,,,,6,,288,798
3896,promote,shadow_promote,,,,,6,,288,799
3898,promote,shadow_promote,,,,,6,,288,800
3895,promote,shadow_promote,,,,,6,,288,801
3875,promote,shadow_promote,,,,,6,,288,802
3900,stage,staged,,,,,6,,289,802,0.7895
3901,stage,staged,,,,,6,,290,802,0.7914
3902,stage,staged,,,,,6,,291,802,0.7914
3903,stage,staged,,,,,6,,292,802,0.7883
3904,stage,staged,,,,,6,,293,802,0.7892
3910,stage,staged,,,,,6,,294,802,0.7919
3911,stage,staged,,,,,6,,295,802,0.787
3912,stage,staged,,,,,6,,296,802,0.7882
3915,stage,staged,,,,,6,,297,802,0.7868
3918,stage,staged,,,,,6,,298,802,0.7873
3919,stage,staged,,,,,6,,299,802,0.7882
3920,stage,staged,,,,,6,,300,802,0.7905
3923,stage,staged,,,,,6,,300,802,0.7965
3929,stage,staged,,,,,6,,300,802,0.7856
3930,stage,staged,,,,,6,,300,802,0.7867
3931,stage,staged,,,,,6,,300,802,0.7889
3934,stage,staged,,,,,6,,300,802,0.7886
3935,stage,staged,,,,,6,,300,802,0.7929
3936,stage,staged,,,,,6,,300,802,0.7941
3937,stage,staged,,,,,6,,300,802,0.7869
3939,stage,staged,,,,,6,,300,802,0.7915
3940,stage,staged,,,,,6,,300,802,0.7922
3941,stage,staged,,,,,6,,300,802,0.7927
3943,stage,staged,,,,,6,,300,802,0.7834
3944,stage,staged,,,,,6,,300,802,0.7898
3948,stage,staged,,,,,6,,300,802,0.7822
3949,stage,staged,,,,,6,,300,802,0.7612
3923,promote,shadow_promote,,,,,6,,288,803
3936,promote,shadow_promote,,,,,6,,288,804
3935,promote,shadow_promote,,,,,6,,288,805
3940,promote,shadow_promote,,,,,6,,288,806
3941,promote,shadow_promote,,,,,6,,288,807
3939,promote,shadow_promote,,,,,6,,288,808
3944,promote,shadow_promote,,,,,6,,288,809
3910,promote,shadow_promote,,,,,6,,288,810
3920,promote,shadow_promote,,,,,6,,288,811
3934,promote,shadow_promote,,,,,6,,288,812
3931,promote,shadow_promote,,,,,6,,288,813
3902,promote,shadow_promote,,,,,6,,288,814
3950,stage,staged,,,,,6,,289,814,0.7871
3951,stage,staged,,,,,6,,290,814,0.7914
3952,stage,staged,,,,,6,,291,814,0.7991
3954,stage,staged,,,,,6,,292,814,0.7939
3955,stage,staged,,,,,6,,293,814,0.7762
3958,stage,staged,,,,,6,,294,814,0.7917
3961,stage,staged,,,,,6,,295,814,0.7941
3962,stage,staged,,,,,6,,296,814,0.7944
3965,stage,staged,,,,,6,,297,814,0.788
3966,stage,staged,,,,,6,,298,814,0.797
3968,stage,staged,,,,,6,,299,814,0.7875
3970,stage,staged,,,,,6,,300,814,0.7906
3971,stage,staged,,,,,6,,300,814,0.7876
3972,stage,staged,,,,,6,,300,814,0.7933
3973,stage,staged,,,,,6,,300,814,0.7862
3974,stage,staged,,,,,6,,300,814,0.7913
3975,stage,staged,,,,,6,,300,814,0.7899
3976,stage,staged,,,,,6,,300,814,0.7878
3979,stage,staged,,,,,6,,300,814,0.7905
3980,stage,staged,,,,,6,,300,814,0.7885
3981,stage,staged,,,,,6,,300,814,0.7904
3982,stage,staged,,,,,6,,300,814,0.7913
3984,stage,staged,,,,,6,,300,814,0.7919
3985,stage,staged,,,,,6,,300,814,0.7928
3986,stage,staged,,,,,6,,300,814,0.7914
3988,stage,staged,,,,,6,,300,814,0.7934
3989,stage,staged,,,,,6,,300,814,0.796
3991,stage,staged,,,,,6,,300,814,0.8147
3996,stage,staged,,,,,6,,300,814,0.7919
3998,stage,staged,,,,,6,,300,814,0.787
3999,stage,staged,,,,,6,,300,814,0.7849
3991,promote,shadow_promote,,,,,6,,288,815
3952,promote,shadow_promote,,,,,6,,288,816
3989,promote,shadow_promote,,,,,6,,288,817
3966,promote,shadow_promote,,,,,6,,288,818
3988,promote,shadow_promote,,,,,6,,288,819
3996,promote,shadow_promote,,,,,6,,288,820
3984,promote,shadow_promote,,,,,6,,288,821
3972,promote,shadow_promote,,,,,6,,288,822
3985,promote,shadow_promote,,,,,6,,288,823
3954,promote,shadow_promote,,,,,6,,288,824
3961,promote,shadow_promote,,,,,6,,288,825
3962,promote,shadow_promote,,,,,6,,288,826
4000,stage,staged,,,,,6,,289,826,0.7976
4001,stage,staged,,,,,6,,290,826,0.7885
4002,stage,staged,,,,,6,,291,826,0.7906
4003,stage,staged,,,,,6,,292,826,0.7937
4005,stage,staged,,,,,6,,293,826,0.806
4006,stage,staged,,,,,6,,294,826,0.7693
4010,stage,staged,,,,,6,,295,826,0.7909
4011,stage,staged,,,,,6,,296,826,0.7907
4012,stage,staged,,,,,6,,297,826,0.793
4014,stage,staged,,,,,6,,298,826,0.7921
4015,stage,staged,,,,,6,,299,826,0.787
4017,stage,staged,,,,,6,,300,826,0.7868
4018,stage,staged,,,,,6,,300,826,0.7863
4020,stage,staged,,,,,6,,300,826,0.7915
4022,stage,staged,,,,,6,,300,826,0.7857
4024,stage,staged,,,,,6,,300,826,0.7973
4025,stage,staged,,,,,6,,300,826,0.7959
4026,stage,staged,,,,,6,,300,826,0.7914
4027,stage,staged,,,,,6,,300,826,0.7921
4028,stage,staged,,,,,6,,300,826,0.7936
4029,stage,staged,,,,,6,,300,826,0.7893
4031,stage,staged,,,,,6,,300,826,0.7946
4032,stage,staged,,,,,6,,300,826,0.7875
4034,stage,staged,,,,,6,,300,826,0.7868
4035,stage,staged,,,,,6,,300,826,0.7855
4037,stage,staged,,,,,6,,300,826,0.7931
4038,stage,staged,,,,,6,,300,826,0.787
4039,stage,staged,,,,,6,,300,826,0.7862
4040,stage,staged,,,,,6,,300,826,0.7924
4042,stage,staged,,,,,6,,300,826,0.7775
4043,stage,staged,,,,,6,,300,826,0.79
4044,stage,staged,,,,,6,,300,826,0.7875
4045,stage,staged,,,,,6,,300,826,0.7893
4046,stage,staged,,,,,6,,300,826,0.7885
4049,stage,staged,,,,,6,,300,826,0.7922
4005,promote,shadow_promote,,,,,6,,288,827
4024,promote,shadow_promote,,,,,6,,288,828
4025,promote,shadow_promote,,,,,6,,288,829
4031,promote,shadow_promote,,,,,6,,288,830
4000,promote,shadow_promote,,,,,6,,288,831
4049,promote,shadow_promote,,,,,6,,288,832
4028,promote,shadow_promote,,,,,6,,288,833
4037,promote,shadow_promote,,,,,6,,288,834
4040,promote,shadow_promote,,,,,6,,288,835
4012,promote,shadow_promote,,,,,6,,288,836
4027,promote,shadow_promote,,,,,6,,288,837
4020,promote,shadow_promote,,,,,6,,288,838
4054,stage,staged,,,,,6,,289,838,0.7484
4055,stage,staged,,,,,6,,290,838,0.7901
4058,stage,staged,,,,,6,,291,838,0.7942
4059,stage,staged,,,,,6,,292,838,0.7852
4061,stage,staged,,,,,6,,293,838,0.7883
4062,stage,staged,,,,,6,,294,838,0.7892
4064,stage,staged,,,,,6,,295,838,0.79
