step,loss,ema,perplexity,id_loss,lr,conf_mean,ent_mean,brier,abstain_ratio,chosen_steps,avg_steps,s_max,inflation_rate,high_step_prob,rule_acc,top5_acc,avg_top1_prob,cloze_transition,gate_pass_60_95,z_lang_norm,z_logic_norm,z_bridge_norm,mem_size,rejector_score,tau_r,coverage,use_autonomous,difficulty_level,composite_score,abstain_cap,force_write_enabled,fw_ce,fw_len_pen
4342,3.8084,2.0598,45.0799,0.2161,0.0016,0.5,3.6682,0.1169,1.0,7,7.7148,12,1.2858,0.0781,0.1605,0.3045,0.1579,0.9474,0.0,0.48,0.48,1.9329,2,0.0,0.5,0.0,0,0,7.09,0.81,0,0.0,0.0
4343,0.3843,1.976,1.4686,0.0109,0.0016,0.5024,0.0352,0.1741,1.0,8,7.7168,12,1.2861,0.0781,0.9186,0.9683,0.8767,1.0,0.0,0.4567,0.4567,1.428,2,0.0,0.5,0.0,0,0,0.0502,0.8099,0,0.0,0.0
4344,0.165,1.8855,1.1794,0.3873,0.0016,0.5117,0.0257,0.2061,1.0,7,7.7168,12,1.2861,0.0781,0.9624,1.0,0.9112,0.9348,0.0,0.6877,0.6877,2.4163,2,0.0,0.5,0.0,0,0,0.0621,0.8097,0,0.0,0.0
4345,0.1855,1.8005,1.2038,0.0022,0.0016,0.5063,0.0206,0.1905,1.0,7,7.7168,12,1.2861,0.0781,0.9412,0.9926,0.9343,1.0,0.0,0.6764,0.6764,2.4047,2,0.0,0.5,0.0,0,0,0.0496,0.8096,1,0.0115,0.0
4346,4.1371,1.9173,62.6234,0.0523,0.0016,0.4988,2.4945,0.0996,1.0,8,7.7168,12,1.2861,0.0781,0.2311,0.4434,0.5295,0.9697,0.0,0.2933,0.2933,1.2431,2,0.0,0.5,0.0,0,0,3.1009,0.8095,0,0.0,0.0
4347,0.1006,1.8265,1.1059,0.1261,0.0016,0.5083,0.0839,0.219,1.0,8,7.7188,12,1.2865,0.0781,0.9729,1.0,0.9389,0.963,0.0,0.3923,0.3923,1.3582,2,0.0,0.5,0.0,0,0,0.1139,0.8093,0,0.0,0.0
4348,1.1831,1.7943,3.2646,0.124,0.0016,0.498,0.1227,0.1913,1.0,7,7.7188,12,1.2865,0.0781,0.8571,0.9121,0.8963,0.9744,0.0,0.4424,0.4424,1.4221,2,0.0,0.5,0.0,0,0,0.1745,0.8092,0,0.0,0.0
4349,0.213,1.7153,1.2374,0.3671,0.0016,0.5015,0.2303,0.2028,1.0,8,7.7188,12,1.2865,0.0781,0.9496,0.9958,0.9128,0.8889,0.0,0.3814,0.3814,1.3272,2,0.0,0.5,0.0,0,0,0.3056,0.809,0,0.0,0.0
4350,1.3296,1.696,3.7795,0.1766,0.0016,0.4895,0.9964,0.0071,1.0,12,7.7266,12,1.2878,0.0801,0.5385,0.9658,0.515,0.8974,0.0,0.3974,0.3974,1.437,2,0.0,0.5,0.0,0,0,1.4318,0.8089,0,0.0,0.0
4351,2.3777,1.7301,10.7802,0.2514,0.0016,0.5005,0.7875,0.0257,1.0,7,7.7246,12,1.2874,0.0801,0.4105,0.6421,0.5043,0.9268,0.0,0.3991,0.3991,1.5288,2,0.0,0.5,0.0,0,0,1.204,0.8087,0,0.0,0.0
4352,0.2155,1.6543,1.2405,0.3977,0.0016,0.5005,0.0187,0.1793,1.0,7,7.7227,12,1.2871,0.0801,0.9191,0.9926,0.9269,0.8529,0.0,0.6731,0.6731,2.4098,2,0.0,0.5,0.0,0,0,0.0452,0.8086,0,0.0,0.0
4353,3.387,1.741,29.5764,0.1992,0.0016,0.4971,2.6842,0.0718,1.0,7,7.7207,12,1.2868,0.0801,0.2271,0.3527,0.2124,0.9474,0.0,0.3185,0.3185,1.5785,2,0.0,0.5,0.0,0,0,4.2371,0.8085,0,0.0,0.0
4354,2.9097,1.7994,18.351,0.411,0.0016,0.5112,2.8274,0.0559,1.0,7,7.7207,12,1.2868,0.0801,0.2767,0.5597,0.3359,0.8824,0.0,0.8574,0.8574,2.396,2,0.0,0.5,0.0,0,0,6.7744,0.8083,0,0.0,0.0
4355,3.4567,1.8823,31.7122,0.0514,0.0016,0.5078,2.4502,0.0535,1.0,7,7.7207,12,1.2868,0.0801,0.2785,0.462,0.3479,1.0,0.0,0.7961,0.7961,2.3193,2,0.0,0.5,0.0,0,0,5.6827,0.8082,0,0.0,0.0
4356,0.1419,1.7952,1.1524,0.0424,0.0016,0.5107,0.02,0.21,1.0,7,7.7188,12,1.2865,0.0801,0.9635,1.0,0.9247,0.9697,0.0,0.6757,0.6757,2.4258,2,0.0,0.5,0.0,0,0,0.0484,0.808,0,0.0,0.0
4357,0.532,1.7321,1.7023,0.6937,0.0016,0.5039,0.04,0.1787,1.0,7,7.7188,12,1.2865,0.0801,0.9104,0.9552,0.8965,0.9091,0.0,0.6115,0.6115,2.2717,2,0.0,0.5,0.0,0,0,0.0909,0.8079,1,0.0427,0.0
4358,2.0137,1.7462,7.4909,0.2496,0.0016,0.4832,1.5086,0.0182,1.0,7,7.7168,12,1.2861,0.0801,0.3734,0.7854,0.3924,0.8889,0.0,0.4903,0.4903,1.6596,2,0.0,0.5,0.0,0,0,2.5037,0.8078,1,1.3432,0.0
4359,0.8399,1.7008,2.3161,0.3558,0.0016,0.5049,0.1246,0.0533,1.0,8,7.7188,12,1.2865,0.0801,0.6882,0.9624,0.793,0.9487,0.0,0.5158,0.5158,1.608,2,0.0,0.5,0.0,0,0,0.2003,0.8076,0,0.0,0.0
4360,2.9094,1.7613,18.3461,0.2087,0.0016,0.5083,2.2198,0.1108,1.0,8,7.7207,12,1.2868,0.0801,0.1765,0.4072,0.2255,0.9744,0.0,0.3817,0.3817,1.5899,2,0.0,0.5,0.0,0,0,3.5293,0.8075,0,0.0,0.0
4361,2.7741,1.8119,16.0238,0.3002,0.0016,0.5112,2.4247,0.0374,1.0,7,7.7188,12,1.2865,0.0801,0.3212,0.5697,0.3299,0.8824,0.0,0.8635,0.8635,2.3224,2,0.0,0.5,0.0,0,0,5.6311,0.8073,1,1.5602,0.0
4362,0.2773,1.7352,1.3196,0.4903,0.0016,0.5171,0.0367,0.1752,1.0,7,7.7168,12,1.2861,0.0801,0.927,0.9927,0.9252,0.9362,0.0,0.6828,0.6828,2.4373,2,0.0,0.5,0.0,0,0,0.0895,0.8072,1,0.0368,0.0
4363,0.3592,1.6664,1.4322,0.508,0.0016,0.5044,0.0712,0.1633,1.0,8,7.7168,12,1.2861,0.0801,0.9072,0.9845,0.8737,0.9024,0.0,0.5294,0.5294,1.5156,2,0.0,0.5,0.0,0,0,0.1079,0.8071,0,0.0,0.0
4364,3.4127,1.7537,30.348,0.2593,0.0016,0.5029,3.8466,0.1151,1.0,8,7.7168,12,1.2861,0.0801,0.1701,0.361,0.1629,0.9706,0.0,0.621,0.621,2.0082,2,0.0,0.5,0.0,0,0,7.7246,0.8069,0,0.0,0.0
4365,2.6811,1.8001,14.6016,0.164,0.0016,0.5151,2.6601,0.0341,1.0,7,7.7168,12,1.2861,0.0801,0.3434,0.5904,0.3129,0.9211,0.0,0.7907,0.7907,2.2974,2,0.0,0.5,0.0,0,0,6.1115,0.8068,0,0.0,0.0
4366,3.4815,1.8841,32.5089,0.4265,0.0016,0.4988,3.7365,0.1035,1.0,12,7.7266,12,1.2878,0.082,0.176,0.367,0.1805,0.8542,0.0,0.6063,0.6063,1.9173,2,0.0,0.5,0.0,0,0,7.1639,0.8066,0,0.0,0.0
4367,3.6597,1.9729,38.8494,0.183,0.0016,0.5127,3.3569,0.0822,1.0,7,7.7266,12,1.2878,0.082,0.227,0.4486,0.2912,0.975,0.0,0.7129,0.7129,2.1959,2,0.0,0.5,0.0,0,0,7.3716,0.8065,1,2.0788,0.0
4368,2.9112,2.0198,18.3787,0.1217,0.0016,0.5073,2.9026,0.0506,1.0,7,7.7246,12,1.2874,0.082,0.2822,0.5644,0.3451,0.9778,0.0,0.7878,0.7878,2.3246,2,0.0,0.5,0.0,0,0,6.7474,0.8063,0,0.0,0.0
4369,2.2515,2.0314,9.5016,0.4687,0.0016,0.4844,1.4645,0.0528,1.0,12,7.7324,12,1.2887,0.084,0.2927,0.5122,0.3657,0.875,0.0,0.7729,0.7729,2.3657,2,0.0,0.5,0.0,0,0,3.4645,0.8062,1,0.9051,0.0
4370,0.3141,1.9456,1.369,0.1763,0.0016,0.5039,0.0228,0.187,1.0,7,7.7324,12,1.2887,0.084,0.9385,0.9769,0.9322,0.9744,0.0,0.7048,0.7048,2.4923,2,0.0,0.5,0.0,0,0,0.0569,0.8061,0,0.0,0.0
4371,1.8583,1.9412,6.4129,0.6336,0.0016,0.5024,1.315,0.0032,1.0,12,7.7422,12,1.2904,0.0859,0.4938,0.823,0.4308,0.825,0.0,0.4671,0.4671,1.4862,2,0.0,0.5,0.0,0,0,1.9545,0.8059,0,0.0,0.0
4372,0.1095,1.8496,1.1158,0.9295,0.0016,0.4971,0.0621,0.2314,1.0,7,7.7402,12,1.29,0.0859,0.9692,1.0,0.9375,0.8718,0.0,0.7182,0.7182,2.5301,2,0.0,0.5,0.0,0,0,0.1572,0.8058,0,0.0,0.0
4373,2.0599,1.8601,7.8454,0.0605,0.0016,0.5039,1.0657,0.0566,1.0,12,7.748,12,1.2913,0.0879,0.3261,0.6739,0.3777,1.0,0.0,0.791,0.791,2.3494,2,0.0,0.5,0.0,0,0,2.5038,0.8056,0,0.0,0.0
4374,3.3508,1.9347,28.5246,0.1785,0.0016,0.5107,2.7235,0.1193,1.0,7,7.7461,12,1.291,0.0879,0.1721,0.414,0.1999,0.9412,0.0,0.4428,0.4428,1.7818,2,0.0,0.5,0.0,0,0,4.8526,0.8055,0,0.0,0.0
4375,0.2048,1.8482,1.2273,0.534,0.0016,0.5093,0.0235,0.1948,1.0,7,7.7461,12,1.291,0.0879,0.9504,1.0,0.9326,0.8788,0.0,0.6872,0.6872,2.4734,2,0.0,0.5,0.0,0,0,0.0581,0.8054,0,0.0,0.0
4376,2.9042,1.901,18.2501,0.2366,0.0016,0.5083,0.6995,0.0332,1.0,7,7.7461,12,1.291,0.0879,0.3433,0.4776,0.3808,0.9231,0.0,0.6471,0.6471,2.4367,2,0.0,0.5,0.0,0,0,1.7046,0.8052,0,0.0,0.0
4377,3.4363,1.9777,31.0707,0.1373,0.0016,0.5049,3.184,0.1029,1.0,12,7.7559,12,1.2926,0.0898,0.1818,0.3983,0.1898,0.9737,0.0,0.6528,0.6528,2.3386,2,0.0,0.5,0.0,0,0,7.4462,0.8051,0,0.0,0.0
4378,2.7909,2.0184,16.2956,0.6943,0.0016,0.5,2.9087,0.0957,1.0,8,7.7559,12,1.2926,0.0898,0.1985,0.5404,0.1955,0.8788,0.0,0.5695,0.5695,1.9905,2,0.0,0.5,0.0,0,0,5.7897,0.8049,0,0.0,0.0
4379,2.0735,2.0211,7.9525,0.1257,0.0016,0.502,0.5891,0.0151,1.0,12,7.7656,12,1.2943,0.0918,0.4019,0.8037,0.6688,0.9487,0.0,0.5601,0.5601,1.6243,2,0.0,0.5,0.0,0,0,0.957,0.8048,0,0.0,0.0
4380,0.1591,1.928,1.1725,0.3981,0.0016,0.501,0.1626,0.2175,1.0,7,7.7637,12,1.2939,0.0918,0.9677,1.0,0.9189,0.8718,0.0,0.4058,0.4058,1.3777,2,0.0,0.5,0.0,0,0,0.224,0.8046,1,0.4539,0.0
4381,2.8927,1.9763,18.042,0.1225,0.0016,0.5161,2.9366,0.0455,1.0,7,7.7637,12,1.2939,0.0918,0.3032,0.5484,0.3095,0.95,0.0,0.7991,0.7991,2.3393,2,0.0,0.5,0.0,0,0,6.8698,0.8045,0,0.0,0.0
4382,0.1262,1.8838,1.1345,0.5524,0.0016,0.5068,0.0244,0.2167,1.0,7,7.7637,12,1.2939,0.0918,0.9735,1.0,0.9321,0.9375,0.0,0.6641,0.6641,2.3676,2,0.0,0.5,0.0,0,0,0.0578,0.8044,0,0.0,0.0
4383,0.2355,1.8014,1.2655,0.3684,0.0016,0.5122,0.0154,0.1836,1.0,7,7.7637,12,1.2939,0.0918,0.9348,0.9855,0.913,0.9412,0.0,0.6478,0.6478,2.385,2,0.0,0.5,0.0,0,0,0.0367,0.8042,0,0.0,0.0
4384,3.7786,1.9002,43.7543,0.3978,0.0016,0.5073,3.9741,0.1213,1.0,8,7.7656,12,1.2943,0.0918,0.1867,0.332,0.1634,0.9118,0.0,0.4316,0.4316,1.6904,2,0.0,0.5,0.0,0,0,6.7181,0.8041,0,0.0,0.0
4385,3.8013,1.9953,44.7614,0.2373,0.0016,0.4832,3.6671,0.0822,1.0,7,7.7637,12,1.2939,0.0918,0.1958,0.3208,0.2039,0.9737,0.0,0.498,0.498,1.9797,2,0.0,0.5,0.0,0,0,7.2596,0.8039,0,0.0,0.0
4386,3.0109,2.0461,20.3066,0.3815,0.0016,0.5156,0.711,0.0252,1.0,7,7.7637,12,1.2939,0.0918,0.3676,0.4632,0.383,0.9,0.0,0.6797,0.6797,2.4058,2,0.0,0.5,0.0,0,0,1.7105,0.8038,0,0.0,0.0
4387,1.9778,2.0426,7.2267,0.3315,0.0016,0.4727,1.2475,0.0412,1.0,8,7.7656,12,1.2943,0.0918,0.3409,0.6364,0.381,0.9333,0.0,0.7276,0.7276,2.1611,2,0.0,0.5,0.0,0,0,2.6959,0.8036,1,0.8009,0.0
4388,0.3172,1.9564,1.3732,0.2054,0.0016,0.502,0.1112,0.1993,1.0,12,7.7754,12,1.2959,0.0938,0.9447,0.9749,0.8932,0.9487,0.0,0.5119,0.5119,1.4709,2,0.0,0.5,0.0,0,0,0.1635,0.8035,0,0.0,0.0
4389,0.2347,1.8703,1.2645,0.4656,0.0016,0.4995,0.1163,0.2052,1.0,7,7.7734,12,1.2956,0.0938,0.9511,0.9911,0.9222,0.9091,0.0,0.4309,0.4309,1.4131,2,0.0,0.5,0.0,0,0,0.1644,0.8034,1,0.8911,0.0
4390,2.833,1.9184,16.9958,0.1885,0.0016,0.5151,2.7566,0.056,1.0,7,7.7715,12,1.2952,0.0938,0.2784,0.608,0.301,0.9487,0.0,0.8387,0.8387,2.3716,2,0.0,0.5,0.0,0,0,6.5376,0.8032,0,0.0,0.0
4391,0.8681,1.8659,2.3824,0.1135,0.0016,0.4736,0.6601,0.0224,1.0,7,7.7715,12,1.2952,0.0938,0.6043,0.9872,0.7176,0.963,0.0,0.5184,0.5184,1.7534,2,0.0,0.5,0.0,0,0,1.1573,0.8031,0,0.0,0.0
4392,3.2178,1.9335,24.9721,0.4214,0.0016,0.502,2.8126,0.0916,1.0,8,7.7734,12,1.2956,0.0938,0.2475,0.4747,0.1997,0.8485,0.0,0.3718,0.3718,1.565,2,0.0,0.5,0.0,0,0,4.4016,0.8029,0,0.0,0.0
4393,3.7186,2.0228,41.2071,0.1883,0.0016,0.4746,3.3795,0.0791,1.0,12,7.7832,12,1.2972,0.0957,0.1888,0.2747,0.2001,1.0,0.0,0.5901,0.5901,2.2044,2,0.0,0.5,0.0,0,0,7.4499,0.8028,0,0.0,0.0
4394,0.1415,1.9287,1.152,0.2022,0.0016,0.5112,0.0285,0.2058,1.0,7,7.7832,12,1.2972,0.0957,0.9627,1.0,0.9268,0.9091,0.0,0.7186,0.7186,2.5217,2,0.0,0.5,0.0,0,0,0.0718,0.8027,0,0.0,0.0
4395,4.0426,2.0344,56.9737,0.4754,0.0016,0.5146,4.0816,0.0659,1.0,7,7.7832,12,1.2972,0.0957,0.2599,0.3793,0.1465,0.8936,0.0,1.678,1.678,5.2526,2,0.0,0.5,0.0,0,0,21.4392,0.8025,0,0.0,0.0
4396,4.0592,2.1356,57.9289,0.1657,0.0016,0.5049,3.3621,0.0802,1.0,8,7.7852,12,1.2975,0.0957,0.217,0.3443,0.2176,0.963,0.0,0.4789,0.4789,1.9413,2,0.0,0.5,0.0,0,0,6.5269,0.8024,0,0.0,0.0
4397,0.4321,2.0505,1.5405,0.3601,0.0016,0.5083,0.0131,0.2092,1.0,7,7.7832,12,1.2972,0.0957,0.9627,0.9701,0.9548,0.9412,0.0,0.6887,0.6887,2.4598,2,0.0,0.5,0.0,0,0,0.0321,0.8022,0,0.0,0.0
4398,2.6865,2.0823,14.6795,0.3424,0.0016,0.5156,2.5643,0.0207,1.0,7,7.7832,12,1.2972,0.0957,0.3918,0.6023,0.3041,0.9375,0.0,0.8633,0.8633,2.4354,2,0.0,0.5,0.0,0,0,6.2452,0.8021,0,0.0,0.0
4399,1.2806,2.0422,3.5988,0.1214,0.0016,0.5,1.0703,0.0151,1.0,8,7.7852,12,1.2975,0.0957,0.5983,0.9345,0.4934,0.9737,0.0,0.5069,0.5069,1.5499,2,0.0,0.5,0.0,0,0,1.6588,0.8019,0,0.0,0.0
4400,3.3581,2.108,28.7351,0.1363,0.0016,0.5078,3.6679,0.1165,1.0,7,7.7832,12,1.2972,0.0957,0.1667,0.3889,0.1739,0.9697,0.0,0.54,0.54,1.8514,2,0.0,0.5,0.0,0,0,6.7909,0.8018,0,0.0,0.0
4401,2.6669,2.1359,14.3955,0.5852,0.0016,0.5107,0.4952,0.0157,1.0,7,7.7832,12,1.2972,0.0957,0.4109,0.5426,0.4625,0.8519,0.0,0.6281,0.6281,2.4327,2,0.0,0.5,0.0,0,0,1.2047,0.8017,0,0.0,0.0
4402,3.0875,2.1835,21.9221,0.5071,0.0016,0.4944,3.1451,0.1688,1.0,7,7.7812,12,1.2969,0.0957,0.0861,0.394,0.173,0.8478,0.0,0.7756,0.7756,2.4931,2,0.0,0.5,0.0,0,0,7.8411,0.8015,0,0.0,0.0
4403,0.3123,2.0899,1.3665,0.8206,0.0016,0.4971,0.1205,0.1976,1.0,12,7.791,12,1.2985,0.0977,0.9426,0.9713,0.8911,0.85,0.0,0.5363,0.5363,1.4892,2,0.0,0.5,0.0,0,0,0.1794,0.8014,0,0.0,0.0
4404,3.5358,2.1622,34.3219,0.403,0.0016,0.4976,3.5986,0.1244,1.0,12,7.8008,12,1.3001,0.0996,0.1476,0.3714,0.2196,0.9091,0.0,0.4611,0.4611,1.714,2,0.0,0.5,0.0,0,0,6.168,0.8012,0,0.0,0.0
4405,2.6946,2.1888,14.7994,0.2076,0.0016,0.5063,2.9311,0.1102,1.0,7,7.8008,9,1.3001,0.0996,0.1758,0.5391,0.1979,0.9556,0.0,0.5249,0.5249,1.8336,2,0.0,0.5,0.0,0,0,5.3746,0.8011,0,0.0,0.0
4406,0.2219,2.0905,1.2484,0.2304,0.0016,0.5083,0.019,0.1835,1.0,7,7.7988,8,1.2998,0.0996,0.9353,0.9928,0.9177,0.9091,0.0,0.6971,0.6971,2.4748,2,0.0,0.5,0.0,0,0,0.0469,0.801,0,0.0,0.0
4407,3.2508,2.1485,25.8107,0.1918,0.0016,0.5034,2.7624,0.0668,1.0,7,7.7988,8,1.2998,0.0996,0.2476,0.4143,0.2493,0.8974,0.0,0.5052,0.5052,1.9359,2,0.0,0.5,0.0,0,0,5.3478,0.8008,1,3.0542,0.0
4408,3.6542,2.2238,38.6384,0.8116,0.0016,0.5122,3.579,0.1285,1.0,7,7.7988,8,1.2998,0.0996,0.1582,0.4576,0.2366,0.825,0.0,0.7103,0.7103,2.0532,2,0.0,0.5,0.0,0,0,7.3483,0.8007,0,0.0,0.0
4409,3.7282,2.299,41.6061,0.1388,0.0016,0.4802,3.324,0.0924,1.0,7,7.7988,8,1.2998,0.0996,0.1732,0.248,0.1881,0.9744,0.0,0.4534,0.4534,1.8273,2,0.0,0.5,0.0,0,0,6.0739,0.8005,0,0.0,0.0
4410,1.1658,2.2424,3.2084,0.435,0.0016,0.5078,0.1247,0.0864,1.0,7,7.7988,8,1.2998,0.0996,0.7962,0.9873,0.7998,0.875,0.0,0.608,0.608,2.3511,2,0.0,0.5,0.0,0,0,0.2933,0.8004,0,0.0,0.0
4411,3.1264,2.2866,22.7919,0.158,0.0016,0.5166,2.5084,0.0606,1.0,7,7.7969,8,1.2995,0.0996,0.2699,0.4847,0.3204,0.9615,0.0,0.8573,0.8573,2.4495,2,0.0,0.5,0.0,0,0,6.1445,0.8003,0,0.0,0.0
4412,0.5961,2.202,1.8149,0.9271,0.0016,0.4963,0.0734,0.1693,1.0,8,7.7988,8,1.2998,0.0996,0.905,0.955,0.8825,0.8696,0.0,0.4967,0.4967,1.4732,2,0.0,0.5,0.0,0,0,0.1081,0.8001,0,0.0,0.0
4413,3.9165,2.2878,50.2235,0.5359,0.0016,0.501,4.1323,0.0382,1.0,7,7.7969,8,1.2995,0.0996,0.3093,0.3837,0.1425,0.8723,0.0,1.6242,1.6242,5.0766,2,0.0,0.5,0.0,0,0,20.9782,0.8,0,0.0,0.0
4414,0.6723,2.207,1.9588,0.5313,0.0016,0.5044,0.0335,0.174,1.0,7,7.7969,8,1.2995,0.0996,0.9048,0.9524,0.9162,0.875,0.0,0.6809,0.6809,2.4308,2,0.0,0.5,0.0,0,0,0.0814,0.7998,0,0.0,0.0
4415,3.4434,2.2688,31.2928,0.519,0.0016,0.4927,3.2951,0.0916,1.0,7,7.7949,8,1.2992,0.0996,0.1858,0.3451,0.1788,0.9,0.0,0.5021,0.5021,1.9808,2,0.0,0.5,0.0,0,0,6.527,0.7997,0,0.0,0.0
4416,2.1552,2.2631,8.6298,0.4498,0.0016,0.4946,1.4609,0.057,1.0,8,7.7969,8,1.2995,0.0996,0.2766,0.5957,0.3348,0.8485,0.0,0.5997,0.5997,1.9983,2,0.0,0.5,0.0,0,0,2.9193,0.7995,0,0.0,0.0
4417,2.5124,2.2756,12.335,0.2592,0.0016,0.5068,0.2789,0.0072,1.0,7,7.7969,8,1.2995,0.0996,0.4926,0.5662,0.5496,0.9487,0.0,0.6585,0.6585,2.4497,2,0.0,0.5,0.0,0,0,0.6831,0.7994,0,0.0,0.0
4418,0.379,2.1808,1.4608,0.9742,0.0016,0.5015,0.0565,0.1811,1.0,7,7.7949,8,1.2992,0.0996,0.927,0.9742,0.8857,0.8788,0.0,0.4686,0.4686,1.4183,2,0.0,0.5,0.0,0,0,0.0802,0.7993,1,0.0593,0.0
4419,0.4335,2.0934,1.5427,0.0069,0.0016,0.4983,0.1367,0.2094,1.0,8,7.7949,8,1.2992,0.0996,0.9458,0.9708,0.9292,1.0,0.0,0.3812,0.3812,1.3085,2,0.0,0.5,0.0,0,0,0.1789,0.7991,0,0.0,0.0
4420,3.848,2.1811,46.8989,0.2953,0.0016,0.5166,4.0954,0.0508,1.0,7,7.7949,8,1.2992,0.0996,0.2932,0.4058,0.1573,0.9512,0.0,1.5824,1.5824,4.9914,2,0.0,0.5,0.0,0,0,20.4415,0.799,1,2.6654,0.0
4421,0.0899,2.0766,1.094,0.0406,0.0016,0.5093,0.0126,0.2267,1.0,7,7.7949,8,1.2992,0.0996,0.9845,1.0,0.9535,0.9545,0.0,0.7256,0.7256,2.5276,2,0.0,0.5,0.0,0,0,0.0318,0.7988,1,0.0084,0.0
4422,0.5328,1.9994,1.7038,0.5993,0.0016,0.5059,0.1336,0.1114,1.0,8,7.7969,8,1.2995,0.0996,0.8326,0.9916,0.8039,0.8049,0.0,0.4036,0.4036,1.4615,2,0.0,0.5,0.0,0,0,0.1953,0.7987,0,0.0,0.0
4423,0.244,1.9116,1.2763,0.1006,0.0016,0.5156,0.0197,0.179,1.0,7,7.7969,8,1.2995,0.0996,0.9301,0.986,0.8969,0.9783,0.0,0.723,0.723,2.5305,2,0.0,0.5,0.0,0,0,0.0498,0.7985,1,0.0144,0.0
4424,0.2312,1.8276,1.2601,0.439,0.0016,0.498,0.0396,0.1974,1.0,7,7.7969,8,1.2995,0.0996,0.9371,1.0,0.9371,0.8696,0.0,0.7129,0.7129,2.4943,2,0.0,0.5,0.0,0,0,0.0988,0.7984,1,0.0532,0.0
4425,0.1868,1.7455,1.2054,0.5663,0.0016,0.5059,0.0761,0.2049,1.0,7,7.7969,8,1.2995,0.0996,0.9582,0.9958,0.9179,0.8864,0.0,0.4754,0.4754,1.5121,2,0.0,0.5,0.0,0,0,0.1151,0.7983,1,0.185,0.0
4426,3.6352,1.84,37.9082,0.4239,0.0016,0.4973,3.9703,0.1115,1.0,8,7.7988,8,1.2998,0.0996,0.2017,0.395,0.2006,0.9,0.0,0.3507,0.3507,1.5947,2,0.0,0.5,0.0,0,0,6.3312,0.7981,0,0.0,0.0
4427,0.6447,1.7803,1.9054,0.0196,0.0016,0.501,0.1307,0.0424,1.0,7,7.7969,8,1.2995,0.0996,0.6972,0.9908,0.762,1.0,0.0,0.4314,0.4314,1.6721,2,0.0,0.5,0.0,0,0,0.2186,0.798,0,0.0,0.0
4428,0.2005,1.7013,1.222,0.8384,0.0016,0.5103,0.1162,0.195,1.0,8,7.7988,8,1.2998,0.0996,0.9454,0.9958,0.917,0.8723,0.0,0.4872,0.4872,1.5277,2,0.0,0.5,0.0,0,0,0.1775,0.7978,1,0.5076,0.0
4429,2.1864,1.7255,8.9035,0.2998,0.0016,0.5068,1.0275,0.0179,1.0,8,7.8008,8,1.3001,0.0996,0.4158,0.7574,0.4978,0.9375,0.0,0.3596,0.3596,1.3681,2,0.0,0.5,0.0,0,0,1.4057,0.7977,0,0.0,0.0
4430,3.3703,1.8078,29.0878,0.2719,0.0016,0.5029,2.897,0.1038,1.0,8,7.8008,8,1.3001,0.0996,0.1831,0.4049,0.2232,0.913,0.0,0.7931,0.7931,2.6762,2,0.0,0.5,0.0,0,0,7.753,0.7976,0,0.0,0.0
4431,3.3389,1.8843,28.1886,0.1208,0.0016,0.5015,3.1403,0.0578,1.0,7,7.7988,8,1.2998,0.0996,0.2949,0.4793,0.1933,0.9783,0.0,0.3101,0.3101,1.5926,2,0.0,0.5,0.0,0,0,5.0013,0.7974,0,0.0,0.0
4432,3.3934,1.9598,29.767,0.0397,0.0016,0.5073,2.9155,0.0838,1.0,7,7.7988,8,1.2998,0.0996,0.2189,0.4163,0.2043,1.0,0.0,0.4353,0.4353,1.6637,2,0.0,0.5,0.0,0,0,4.8504,0.7973,0,0.0,0.0
4433,3.7777,2.0507,43.714,0.2978,0.0016,0.502,3.5601,0.0919,1.0,7,7.7988,8,1.2998,0.0996,0.1967,0.3515,0.2388,0.925,0.0,0.4596,0.4596,1.852,2,0.0,0.5,0.0,0,0,6.5933,0.7971,0,0.0,0.0
4434,3.8101,2.1386,45.1559,0.3568,0.0016,0.4961,3.794,0.0932,1.0,8,7.7988,8,1.2998,0.0996,0.1899,0.3502,0.1958,0.9024,0.0,0.464,0.464,1.8506,2,0.0,0.5,0.0,0,0,7.0212,0.797,0,0.0,0.0
4435,2.0219,2.1328,7.5528,0.3411,0.0016,0.4639,1.1962,0.026,1.0,8,7.7988,8,1.2998,0.0996,0.3409,0.6364,0.3786,0.8511,0.0,0.6095,0.6095,1.9512,2,0.0,0.5,0.0,0,0,2.334,0.7969,0,0.0,0.0
4436,2.0474,2.1285,7.7474,0.281,0.0016,0.4644,1.4539,0.0344,1.0,7,7.7969,8,1.2995,0.0996,0.3659,0.6585,0.3765,0.8974,0.0,0.5194,0.5194,1.8313,2,0.0,0.5,0.0,0,0,2.6625,0.7967,0,0.0,0.0
4437,3.3558,2.1899,28.6699,0.2423,0.0016,0.4824,3.619,0.0692,1.0,8,7.7988,8,1.2998,0.0996,0.2287,0.4305,0.1698,0.9615,0.0,0.3887,0.3887,1.72,2,0.0,0.5,0.0,0,0,6.2246,0.7966,0,0.0,0.0
4438,0.5519,2.108,1.7365,0.778,0.0016,0.5005,0.0217,0.1981,1.0,7,7.7988,8,1.2998,0.0996,0.9398,0.9549,0.9525,0.913,0.0,0.7145,0.7145,2.5385,2,0.0,0.5,0.0,0,0,0.0551,0.7964,0,0.0,0.0
