step,loss,ema,perplexity,id_loss,lr,conf_mean,ent_mean,brier,abstain_ratio,chosen_steps,avg_steps,s_max,inflation_rate,high_step_prob,rule_acc,top5_acc,avg_top1_prob,cloze_transition,gate_pass_60_95,z_lang_norm,z_logic_norm,z_bridge_norm,mem_size,rejector_score,tau_r,coverage,use_autonomous,difficulty_level,composite_score,abstain_cap,force_write_enabled,fw_ce,fw_len_pen
1162,2.2102,2.4766,9.1176,0.0838,0.002,0.5864,1.2343,0.0775,1.0,7,7.043,15,1.1738,0.0059,0.3415,0.5366,0.4165,0.9706,0.0,0.3007,0.3007,1.4637,2,0.0,0.5,0.0,0,0,1.8066,1.0,0,0.0,0.0
1163,4.0333,2.5544,56.4477,0.2732,0.002,0.6001,4.6029,0.1263,1.0,7,7.043,15,1.1738,0.0059,0.2474,0.3505,0.1501,0.9474,0.625,1.6584,1.6584,5.0763,2,0.0,0.5,0.0,0,0,23.366,1.0,0,0.0,0.0
1164,3.7008,2.6118,40.4812,0.3028,0.002,0.5942,3.4642,0.173,1.0,7,7.043,15,1.1738,0.0059,0.1758,0.2894,0.2386,0.9375,0.125,0.5447,0.5447,2.1242,2,0.0,0.5,0.0,0,0,7.3587,1.0,0,0.0,0.0
1165,3.4233,2.6523,30.6702,0.2438,0.002,0.5942,2.3467,0.1631,1.0,7,7.043,15,1.1738,0.0059,0.1903,0.3806,0.2239,0.963,0.375,0.6766,0.6766,2.3962,2,0.0,0.5,0.0,0,0,5.6232,1.0,0,0.0,0.0
1166,3.063,2.6729,21.3926,0.4071,0.002,0.5947,3.5756,0.1344,1.0,7,7.043,15,1.1738,0.0059,0.2638,0.5315,0.2175,0.875,0.375,0.4072,0.4072,1.8349,2,0.0,0.5,0.0,0,0,6.5609,1.0,0,0.0,0.0
1167,3.327,2.7056,27.8535,0.294,0.002,0.6055,3.2334,0.1059,1.0,7,7.043,15,1.1738,0.0059,0.2805,0.4634,0.3538,0.9574,0.875,1.3599,1.3599,4.1544,2,0.0,0.5,0.0,0,0,13.4327,1.0,0,0.0,0.0
1168,3.3139,2.736,27.4925,0.3322,0.002,0.5938,3.5977,0.1572,1.0,7,7.043,15,1.1738,0.0059,0.2009,0.4795,0.2346,0.925,0.125,0.5176,0.5176,2.0749,2,0.0,0.5,0.0,0,0,7.4647,1.0,0,0.0,0.0
1169,2.2414,2.7113,9.4068,0.0532,0.002,0.6006,2.2177,0.0666,1.0,7,7.043,15,1.1738,0.0059,0.3532,0.6936,0.2593,1.0,0.625,0.7005,0.7005,2.7573,2,0.0,0.5,0.0,0,0,6.115,1.0,0,0.0,0.0
1170,0.7007,2.6107,2.0152,0.2463,0.002,0.5996,0.0376,0.0094,1.0,7,7.043,15,1.1738,0.0059,0.6653,0.9958,0.7617,0.9574,0.375,0.5906,0.5906,1.7009,2,0.0,0.5,0.0,0,0,0.064,1.0,0,0.0,0.0
1171,3.2392,2.6422,25.5131,0.3935,0.002,0.5977,2.9268,0.1784,1.0,7,7.043,15,1.1738,0.0059,0.1737,0.4324,0.2005,0.8718,0.5,0.3304,0.3304,1.5132,2,0.0,0.5,0.0,0,0,4.4288,1.0,0,0.0,0.0
1172,3.251,2.6726,25.8168,0.2894,0.002,0.5986,3.5001,0.1414,1.0,7,7.043,15,1.1738,0.0059,0.2217,0.4661,0.2385,0.9,0.5,0.4195,0.4195,1.792,2,0.0,0.5,0.0,0,0,6.272,1.0,0,0.0,0.0
1173,2.9189,2.6849,18.5209,0.3385,0.002,0.5996,3.3228,0.2551,1.0,7,7.0293,15,1.1715,0.0039,0.0958,0.4792,0.2059,0.8974,0.5,0.3443,0.3443,1.1925,2,0.0,0.5,0.0,0,0,3.9623,1.0,0,0.0,0.0
1174,3.1014,2.7057,22.2291,0.2448,0.002,0.6001,1.249,0.1058,1.0,7,7.0293,15,1.1715,0.0039,0.3172,0.5538,0.3399,0.9394,0.5,0.4649,0.4649,1.8438,2,0.0,0.5,0.0,0,0,2.3029,1.0,0,0.0,0.0
1175,2.6942,2.7052,14.7932,0.529,0.002,0.6016,3.0988,0.2008,1.0,7,7.0273,15,1.1712,0.0039,0.1538,0.5909,0.2286,0.8723,0.625,0.3341,0.3341,1.215,2,0.0,0.5,0.0,0,0,3.765,1.0,0,0.0,0.0
1176,2.99,2.7194,19.8862,0.4821,0.002,0.6016,1.1877,0.073,1.0,7,7.0273,15,1.1712,0.0039,0.3955,0.5522,0.452,0.8478,0.625,1.1069,1.1069,3.5676,2,0.0,0.5,0.0,0,0,4.2372,1.0,0,0.0,0.0
1177,2.8834,2.7276,17.8743,0.5966,0.002,0.6025,3.3545,0.2508,1.0,7,7.0137,15,1.1689,0.002,0.1026,0.4901,0.2089,0.8788,0.625,0.3413,0.3413,1.1959,2,0.0,0.5,0.0,0,0,4.0118,1.0,0,0.0,0.0
1178,3.246,2.7535,25.6865,0.0999,0.002,0.5947,3.6089,0.1649,1.0,7,7.0137,15,1.1689,0.002,0.194,0.3966,0.1818,1.0,0.375,0.3151,0.3151,1.5658,2,0.0,0.5,0.0,0,0,5.6509,1.0,0,0.0,0.0
1179,3.7698,2.8043,43.3705,0.3827,0.002,0.5977,3.8176,0.2025,1.0,7,7.0137,15,1.1689,0.002,0.1474,0.3745,0.2084,0.875,0.25,0.5326,0.5326,2.0181,2,0.0,0.5,0.0,0,0,7.7042,1.0,0,0.0,0.0
1180,0.8074,2.7045,2.242,0.566,0.002,0.6016,0.0211,0.1356,1.0,7,7.0137,15,1.1689,0.002,0.916,0.9313,0.947,0.8974,0.375,1.1019,1.1019,3.5107,2,0.0,0.5,0.0,0,0,0.074,1.0,0,0.0,0.0
1181,3.3817,2.7383,29.4209,0.3749,0.002,0.6035,2.8494,0.1994,1.0,7,7.0137,15,1.1689,0.002,0.1552,0.3285,0.2081,0.9394,0.625,0.3062,0.3062,1.4751,2,0.0,0.5,0.0,0,0,4.2031,1.0,1,2.1532,0.0
1182,3.5459,2.7787,34.6718,0.496,0.002,0.6001,3.0579,0.1538,1.0,7,7.0137,15,1.1689,0.002,0.206,0.3262,0.2822,0.8438,0.625,0.4681,0.4681,1.9114,2,0.0,0.5,0.0,0,0,5.8448,1.0,0,0.0,0.0
1183,0.0993,2.6448,1.1044,0.1727,0.002,0.6016,0.0199,0.1439,1.0,7,7.0137,15,1.1689,0.002,0.979,1.0,0.9371,0.975,0.75,1.1071,1.1071,3.5188,2,0.0,0.5,0.0,0,0,0.0702,1.0,0,0.0,0.0
1184,3.2709,2.6761,26.3341,0.3718,0.002,0.5933,2.9718,0.1936,1.0,7,7.0,15,1.1667,0.0,0.155,0.3915,0.1957,0.9487,0.125,0.3187,0.3187,1.5171,2,0.0,0.5,0.0,0,0,4.5085,1.0,0,0.0,0.0
1185,0.5046,2.5675,1.6564,0.1248,0.002,0.5967,0.0403,0.1,1.0,7,7.0,15,1.1667,0.0,0.9208,0.9653,0.8787,0.95,0.375,0.4469,0.4469,1.4975,2,0.0,0.5,0.0,0,0,0.0604,1.0,1,0.0303,0.0
1186,0.8281,2.4805,2.2889,0.3827,0.002,0.5957,0.0591,0.0117,1.0,7,7.0,15,1.1667,0.0,0.6515,0.9697,0.7803,0.8718,0.375,0.5438,0.5438,1.7343,2,0.0,0.5,0.0,0,0,0.1026,1.0,0,0.0,0.0
1187,3.9096,2.552,49.8775,0.2999,0.002,0.5894,2.7181,0.1237,1.0,7,7.0,15,1.1667,0.0,0.2292,0.349,0.2554,0.8718,0.0,0.3763,0.3763,1.7636,2,0.0,0.5,0.0,0,0,4.7936,1.0,0,0.0,0.0
1188,0.9229,2.4705,2.5166,0.3293,0.002,0.6021,0.3128,0.0445,1.0,7,7.0,15,1.1667,0.0,0.8067,0.9933,0.8275,0.9394,0.625,1.0535,1.0535,3.4387,2,0.0,0.5,0.0,0,0,1.0755,1.0,0,0.0,0.0
1189,4.0282,2.5484,56.158,0.1406,0.002,0.6006,4.6231,0.128,1.0,7,7.0,15,1.1667,0.0,0.243,0.3069,0.1397,0.975,0.5,1.5575,1.5575,4.7607,2,0.0,0.5,0.0,0,0,22.0095,1.0,0,0.0,0.0
1190,1.6669,2.5043,5.2957,0.2277,0.002,0.6123,2.0946,0.0529,1.0,7,7.0,15,1.1667,0.0,0.662,0.8258,0.5697,0.9394,0.875,0.901,0.901,2.9621,2,0.0,0.5,0.0,0,0,6.2045,1.0,0,0.0,0.0
1191,1.2533,2.4418,3.5018,0.1182,0.002,0.6152,0.8833,0.0755,1.0,7,7.0,15,1.1667,0.0,0.7368,0.8632,0.6978,0.95,1.0,0.963,0.963,3.1277,2,0.0,0.5,0.0,0,0,2.7629,1.0,0,0.0,0.0
1192,0.7584,2.3576,2.1348,0.1985,0.002,0.5957,0.0392,0.0041,1.0,7,7.0,15,1.1667,0.0,0.6239,1.0,0.7467,0.9362,0.375,0.4873,0.4873,1.7716,2,0.0,0.5,0.0,0,0,0.0695,1.0,0,0.0,0.0
1193,3.1427,2.3969,23.1675,0.0563,0.002,0.5908,3.5268,0.2622,1.0,7,7.0,15,1.1667,0.0,0.0798,0.3896,0.1781,1.0,0.25,0.47,0.47,1.6078,2,0.0,0.5,0.0,0,0,5.6702,1.0,0,0.0,0.0
1194,0.1036,2.2822,1.1092,0.4139,0.002,0.6064,0.0231,0.1382,1.0,7,7.0,15,1.1667,0.0,0.9769,1.0,0.9351,0.913,0.625,1.2685,1.2685,4.0081,2,0.0,0.5,0.0,0,0,0.0925,1.0,0,0.0,0.0
1195,2.1148,2.2738,8.2883,0.0428,0.002,0.6211,0.334,0.06,1.0,7,7.0,15,1.1667,0.0,0.6746,0.7831,0.7725,0.9688,0.875,0.9604,0.9604,3.0094,2,0.0,0.5,0.0,0,0,1.0051,1.0,0,0.0,0.0
1196,0.6771,2.194,1.9683,0.0012,0.002,0.5972,0.0417,0.0055,1.0,7,7.0,15,1.1667,0.0,0.6527,1.0,0.7427,1.0,0.5,0.4329,0.4329,1.5404,2,0.0,0.5,0.0,0,0,0.0643,1.0,0,0.0,0.0
1197,0.1126,2.0899,1.1191,0.2961,0.002,0.6006,0.0137,0.1463,1.0,7,7.0,15,1.1667,0.0,0.983,0.9957,0.9468,0.9688,0.625,0.3916,0.3916,1.2654,2,0.0,0.5,0.0,0,0,0.0173,1.0,1,0.0065,0.0
1198,0.8413,2.0275,2.3194,0.0674,0.002,0.5947,0.0879,0.0149,1.0,7,7.0,15,1.1667,0.0,0.6623,0.9868,0.7253,0.9744,0.375,0.6151,0.6151,1.9915,2,0.0,0.5,0.0,0,0,0.1751,1.0,0,0.0,0.0
1199,2.0342,2.0278,7.6462,0.1993,0.002,0.6118,0.5529,0.0601,1.0,7,7.0,15,1.1667,0.0,0.6098,0.7352,0.7339,0.9756,1.0,0.9637,0.9637,3.0504,2,0.0,0.5,0.0,0,0,1.6867,1.0,0,0.0,0.0
1200,2.4115,2.047,11.1511,0.2022,0.002,0.5996,3.5318,0.0851,1.0,7,7.0,15,1.1667,0.0,0.5127,0.6695,0.3716,0.9348,0.25,0.2989,0.2989,1.5529,2,0.0,0.5,0.0,0,0,5.4843,1.0,1,2.0944,0.0
1201,3.9952,2.1444,54.3394,0.1993,0.002,0.5933,3.7353,0.1548,1.0,7,7.0,15,1.1667,0.0,0.1951,0.2805,0.242,0.9688,0.125,0.6644,0.6644,2.338,2,0.0,0.5,0.0,0,0,8.7331,1.0,0,0.0,0.0
1202,4.0325,2.2388,56.3993,0.3434,0.002,0.6016,4.6089,0.1282,1.0,7,7.0,15,1.1667,0.0,0.2457,0.3268,0.1468,0.9348,0.625,1.6595,1.6595,5.0666,2,0.0,0.5,0.0,0,0,23.3518,1.0,0,0.0,0.0
1203,3.4577,2.2998,31.7448,0.6008,0.002,0.5928,3.4939,0.1345,1.0,7,7.0,15,1.1667,0.0,0.2202,0.3165,0.2392,0.8478,0.25,0.4458,0.4458,1.903,2,0.0,0.5,0.0,0,0,6.6488,1.0,1,3.5147,0.0
1204,2.3012,2.2998,9.986,0.0849,0.002,0.5908,1.0694,0.082,1.0,7,7.0,15,1.1667,0.0,0.3095,0.5238,0.4174,0.9615,0.25,0.4666,0.4666,1.7895,2,0.0,0.5,0.0,0,0,1.9136,1.0,0,0.0,0.0
1205,3.0314,2.3364,20.7268,0.3252,0.002,0.6011,3.2601,0.0951,1.0,7,7.0,15,1.1667,0.0,0.2927,0.5488,0.3679,0.9487,0.75,1.3518,1.3518,4.1385,2,0.0,0.5,0.0,0,0,13.4918,1.0,0,0.0,0.0
1206,3.4926,2.3942,32.8708,0.252,0.002,0.5938,3.7766,0.2562,1.0,7,7.0,15,1.1667,0.0,0.088,0.4085,0.1647,0.913,0.25,0.6347,0.6347,2.1867,2,0.0,0.5,0.0,0,0,8.2583,1.0,0,0.0,0.0
1207,2.2408,2.3866,9.4013,0.3676,0.002,0.5859,1.3893,0.1182,1.0,7,7.0,15,1.1667,0.0,0.2667,0.5778,0.4056,0.9062,0.0,0.4059,0.4059,1.6751,2,0.0,0.5,0.0,0,0,2.3272,1.0,0,0.0,0.0
1208,0.7684,2.3057,2.1563,0.4543,0.002,0.5972,0.0531,0.0061,1.0,7,7.0,15,1.1667,0.0,0.624,0.992,0.7345,0.9706,0.25,0.3987,0.3987,1.5023,2,0.0,0.5,0.0,0,0,0.0798,1.0,0,0.0,0.0
1209,2.7171,2.3262,15.1367,0.0694,0.002,0.5938,3.0553,0.212,1.0,7,7.0,15,1.1667,0.0,0.1347,0.569,0.2348,0.9697,0.375,0.3265,0.3265,1.2636,2,0.0,0.5,0.0,0,0,3.8607,1.0,0,0.0,0.0
1210,0.841,2.252,2.3188,0.5695,0.002,0.6045,0.0318,0.1134,1.0,7,7.0,15,1.1667,0.0,0.9015,0.9318,0.9257,0.9111,0.75,1.2929,1.2929,4.1063,2,0.0,0.5,0.0,0,0,0.1307,1.0,0,0.0,0.0
1211,2.1166,2.2452,8.3029,0.292,0.002,0.5854,0.9844,0.0664,1.0,7,7.0,15,1.1667,0.0,0.3514,0.7027,0.4599,0.9024,0.0,0.4117,0.4117,1.6759,2,0.0,0.5,0.0,0,0,1.6497,1.0,0,0.0,0.0
1212,0.8255,2.1742,2.283,0.2118,0.002,0.6006,0.047,0.0039,1.0,7,7.0,15,1.1667,0.0,0.628,0.988,0.725,0.9394,0.5,0.5699,0.5699,1.9598,2,0.0,0.5,0.0,0,0,0.0922,1.0,0,0.0,0.0
1213,2.9483,2.2129,19.0737,0.2517,0.002,0.5996,2.6443,0.1184,1.0,7,7.0,15,1.1667,0.0,0.297,0.5099,0.2296,0.9574,0.5,0.2939,0.2939,1.6118,2,0.0,0.5,0.0,0,0,4.262,1.0,0,0.0,0.0
1214,3.3222,2.2684,27.7214,0.3035,0.002,0.5957,3.0225,0.0823,1.0,7,7.0,15,1.1667,0.0,0.3092,0.4737,0.3783,0.9091,0.125,1.3914,1.3914,4.2527,2,0.0,0.5,0.0,0,0,12.8538,1.0,0,0.0,0.0
1215,0.1432,2.1621,1.154,0.3545,0.002,0.6045,0.0259,0.1419,1.0,7,7.0,15,1.1667,0.0,0.9787,0.9929,0.9238,0.9111,0.75,1.321,1.321,4.242,2,0.0,0.5,0.0,0,0,0.1099,1.0,0,0.0,0.0
1216,0.1998,2.064,1.2212,0.3443,0.002,0.6045,0.0222,0.1216,1.0,7,7.0,15,1.1667,0.0,0.9493,1.0,0.9044,0.9394,0.5,1.3699,1.3699,4.3613,2,0.0,0.5,0.0,0,0,0.0967,1.0,0,0.0,0.0
1217,3.2002,2.1208,24.5377,0.5731,0.002,0.6001,3.2039,0.0936,1.0,7,7.0,15,1.1667,0.0,0.2934,0.521,0.3574,0.8478,0.375,1.4369,1.4369,4.389,2,0.0,0.5,0.0,0,0,14.0619,1.0,0,0.0,0.0
1218,2.1153,2.1205,8.2918,0.2868,0.002,0.5894,1.0881,0.0945,1.0,7,7.0,15,1.1667,0.0,0.2927,0.561,0.4386,0.9062,0.125,0.382,0.382,1.6451,2,0.0,0.5,0.0,0,0,1.79,1.0,1,0.6398,0.0
1219,2.7804,2.1535,16.1248,0.5753,0.002,0.5996,1.2643,0.1497,1.0,7,7.0,15,1.1667,0.0,0.2152,0.4529,0.2308,0.878,0.625,0.3326,0.3326,1.5652,2,0.0,0.5,0.0,0,0,1.9789,1.0,1,0.6414,0.0
1220,3.1185,2.2018,22.6114,0.2302,0.002,0.5996,3.2317,0.114,1.0,7,7.0,15,1.1667,0.0,0.2611,0.5389,0.3469,0.9487,0.5,1.4378,1.4378,4.4004,2,0.0,0.5,0.0,0,0,14.2206,1.0,0,0.0,0.0
1221,3.9078,2.2871,49.7883,0.3605,0.002,0.5977,3.5295,0.1474,1.0,7,7.0,15,1.1667,0.0,0.2094,0.3803,0.2731,0.9318,0.5,0.5234,0.5234,2.0494,2,0.0,0.5,0.0,0,0,7.2333,1.0,0,0.0,0.0
1222,2.1467,2.2801,8.5562,0.5131,0.002,0.5952,0.5891,0.0297,1.0,7,7.0,15,1.1667,0.0,0.4364,0.7227,0.4259,0.8125,0.25,0.441,0.441,1.7635,2,0.0,0.5,0.0,0,0,1.0389,1.0,0,0.0,0.0
1223,0.7501,2.2036,2.1173,0.5815,0.002,0.6001,0.0476,0.009,1.0,7,7.0,15,1.1667,0.0,0.6372,0.9823,0.6975,0.9062,0.5,0.5714,0.5714,1.9514,2,0.0,0.5,0.0,0,0,0.0929,1.0,0,0.0,0.0
1224,3.8303,2.2849,46.0756,0.3658,0.002,0.5991,2.7153,0.1481,1.0,7,7.0,15,1.1667,0.0,0.2077,0.3188,0.2579,0.9394,0.5,0.557,0.557,2.1249,2,0.0,0.5,0.0,0,0,5.7699,1.0,0,0.0,0.0
1225,2.1848,2.2799,8.8893,0.6668,0.002,0.5942,1.1358,0.0545,1.0,7,7.0,15,1.1667,0.0,0.402,0.7157,0.4256,0.8696,0.125,0.511,0.511,1.9429,2,0.0,0.5,0.0,0,0,2.2066,1.0,0,0.0,0.0
1226,2.1951,2.2757,8.9806,0.5518,0.002,0.5972,1.198,0.0617,1.0,7,7.0,15,1.1667,0.0,0.3726,0.6934,0.342,0.875,0.25,0.4775,0.4775,1.978,2,0.0,0.5,0.0,0,0,2.3696,1.0,0,0.0,0.0
1227,0.4909,2.1864,1.6338,0.699,0.002,0.5908,0.0187,0.1308,1.0,7,7.0,15,1.1667,0.0,0.9364,0.9619,0.947,0.8913,0.0,0.378,0.378,1.2271,2,0.0,0.5,0.0,0,0,0.0229,1.0,0,0.0,0.0
1228,3.1803,2.2361,24.0529,0.5101,0.002,0.5977,3.3937,0.2929,1.0,7,7.0,15,1.1667,0.0,0.0573,0.3567,0.1777,0.8718,0.5,0.3705,0.3705,1.3979,2,0.0,0.5,0.0,0,0,4.7439,1.0,0,0.0,0.0
1229,1.7177,2.2102,5.5718,0.2916,0.002,0.6104,0.294,0.0668,1.0,7,7.0,15,1.1667,0.0,0.7119,0.8203,0.7894,0.95,0.75,1.0193,1.0193,3.1862,2,0.0,0.5,0.0,0,0,0.9368,1.0,0,0.0,0.0
1230,0.1132,2.1053,1.1199,0.0101,0.002,0.6064,0.0222,0.1364,1.0,7,7.0,15,1.1667,0.0,0.9704,1.0,0.9273,1.0,0.75,1.3314,1.3314,4.274,2,0.0,0.5,0.0,0,0,0.0949,1.0,0,0.0,0.0
1231,0.1417,2.0072,1.1522,0.1797,0.002,0.5986,0.0237,0.1458,1.0,7,7.0,15,1.1667,0.0,0.9781,0.9927,0.9334,0.9697,0.5,1.3419,1.3419,4.306,2,0.0,0.5,0.0,0,0,0.102,1.0,0,0.0,0.0
1232,2.6909,2.0413,14.7451,0.2952,0.002,0.6143,1.0418,0.0928,1.0,7,7.0,15,1.1667,0.0,0.4421,0.6842,0.6781,0.9565,0.875,1.0356,1.0356,3.2709,2,0.0,0.5,0.0,0,0,3.4076,1.0,0,0.0,0.0
1233,2.2888,2.0537,9.863,0.3307,0.002,0.5938,2.184,0.0852,1.0,7,7.0,15,1.1667,0.0,0.3034,0.6752,0.254,0.8718,0.25,0.6172,0.6172,2.5104,2,0.0,0.5,0.0,0,0,5.4828,1.0,0,0.0,0.0
1234,3.2929,2.1157,26.9202,0.6371,0.002,0.5991,3.5524,0.1551,1.0,7,7.0,15,1.1667,0.0,0.2116,0.3942,0.1915,0.8718,0.375,0.2962,0.2962,1.5695,2,0.0,0.5,0.0,0,0,5.5755,1.0,0,0.0,0.0
1235,2.7293,2.1464,15.3218,0.2356,0.002,0.5845,1.4664,0.1007,1.0,7,7.0,15,1.1667,0.0,0.4402,0.6554,0.4268,0.9512,0.125,0.3779,0.3779,1.6886,2,0.0,0.5,0.0,0,0,2.4762,1.0,0,0.0,0.0
1236,2.9151,2.1848,18.4514,0.4926,0.002,0.5991,3.183,0.2101,1.0,7,7.0,15,1.1667,0.0,0.1413,0.4684,0.1954,0.878,0.5,0.3903,0.3903,1.5517,2,0.0,0.5,0.0,0,0,4.939,1.0,1,2.2928,0.0
1237,3.201,2.2356,24.5566,0.1967,0.002,0.6011,3.3103,0.1063,1.0,7,7.0,15,1.1667,0.0,0.2749,0.5029,0.3565,0.9394,0.75,1.1443,1.1443,3.5671,2,0.0,0.5,0.0,0,0,11.8084,1.0,0,0.0,0.0
1238,3.7696,2.3123,43.3606,0.2733,0.002,0.5977,3.7277,0.1538,1.0,7,7.0,15,1.1667,0.0,0.2025,0.3586,0.2375,0.9167,0.375,0.5491,0.5491,2.0771,2,0.0,0.5,0.0,0,0,7.7428,1.0,1,3.2953,0.0
1239,3.2181,2.3576,24.9811,0.596,0.002,0.6021,3.4481,0.2899,1.0,7,7.0,15,1.1667,0.0,0.0653,0.362,0.1856,0.8718,0.75,0.3971,0.3971,1.4418,2,0.0,0.5,0.0,0,0,4.9716,1.0,0,0.0,0.0
1240,0.3557,2.2575,1.4272,0.0038,0.002,0.6001,0.0412,0.0948,1.0,7,7.0,15,1.1667,0.0,0.9026,0.9846,0.8699,1.0,0.5,0.4796,0.4796,1.5695,2,0.0,0.5,0.0,0,0,0.0646,1.0,0,0.0,0.0
1241,0.1272,2.151,1.1356,0.2861,0.002,0.6021,0.019,0.1429,1.0,7,7.0,15,1.1667,0.0,0.9792,0.9931,0.9497,0.9556,0.625,1.2053,1.2053,3.8495,2,0.0,0.5,0.0,0,0,0.073,1.0,0,0.0,0.0
1242,3.3722,2.212,29.1439,0.2506,0.002,0.5986,2.096,0.164,1.0,7,7.0,15,1.1667,0.0,0.1942,0.3595,0.2224,0.9744,0.5,0.6085,0.6085,2.2373,2,0.0,0.5,0.0,0,0,4.6895,1.0,0,0.0,0.0
1243,3.6807,2.2855,39.6724,0.1947,0.002,0.6001,3.1039,0.1405,1.0,7,7.0,15,1.1667,0.0,0.2201,0.3014,0.2703,0.9362,0.5,0.4096,0.4096,1.8046,2,0.0,0.5,0.0,0,0,5.6014,1.0,0,0.0,0.0
1244,3.3286,2.3376,27.8984,0.1944,0.002,0.6045,2.8435,0.1223,1.0,7,7.0,15,1.1667,0.0,0.2474,0.3895,0.2873,0.9394,0.625,0.3711,0.3711,1.7425,2,0.0,0.5,0.0,0,0,4.955,1.0,0,0.0,0.0
1245,3.4065,2.3911,30.1596,0.2216,0.002,0.5933,3.7124,0.2004,1.0,7,7.0,15,1.1667,0.0,0.1461,0.3034,0.1681,0.9487,0.25,0.3006,0.3006,1.4675,2,0.0,0.5,0.0,0,0,5.4478,1.0,0,0.0,0.0
1246,3.6641,2.4547,39.0209,0.3868,0.002,0.5967,2.6524,0.1302,1.0,7,7.0,15,1.1667,0.0,0.234,0.3032,0.2794,0.9259,0.625,0.3253,0.3253,1.6496,2,0.0,0.5,0.0,0,0,4.3755,1.0,0,0.0,0.0
1247,3.2527,2.4946,25.8594,0.124,0.002,0.5815,1.0768,0.1388,1.0,7,7.0,15,1.1667,0.0,0.3374,0.5174,0.4673,0.9487,0.0,0.395,0.395,1.7012,2,0.0,0.5,0.0,0,0,1.8318,1.0,0,0.0,0.0
1248,3.2996,2.5349,27.103,0.4168,0.002,0.5986,3.4224,0.1599,1.0,7,7.0,15,1.1667,0.0,0.213,0.4491,0.2525,0.95,0.625,0.4066,0.4066,1.8083,2,0.0,0.5,0.0,0,0,6.1888,1.0,0,0.0,0.0
1249,0.9475,2.4555,2.5792,0.4806,0.002,0.5972,0.0435,0.0335,1.0,7,7.0,15,1.1667,0.0,0.6957,0.9565,0.7867,0.9,0.5,0.5236,0.5236,1.643,2,0.0,0.5,0.0,0,0,0.0714,1.0,0,0.0,0.0
1250,0.0944,2.3375,1.099,0.3671,0.002,0.5991,0.0182,0.1562,1.0,7,7.0,15,1.1667,0.0,0.9928,1.0,0.9384,0.9231,0.375,1.1855,1.1855,3.7732,2,0.0,0.5,0.0,0,0,0.0688,1.0,0,0.0,0.0
1251,3.4489,2.393,31.4644,0.6097,0.002,0.5942,2.6161,0.1541,1.0,7,7.0,15,1.1667,0.0,0.2028,0.3396,0.2394,0.8696,0.375,0.3226,0.3226,1.6565,2,0.0,0.5,0.0,0,0,4.3335,1.0,0,0.0,0.0
1252,3.1633,2.4315,23.6479,0.2521,0.002,0.6011,1.0511,0.0967,1.0,7,7.0,15,1.1667,0.0,0.2925,0.5374,0.3189,0.95,0.75,1.2884,1.2884,4.0654,2,0.0,0.5,0.0,0,0,4.2733,1.0,1,0.4218,0.0
1253,3.4728,2.4836,32.2284,0.4798,0.002,0.5913,4.0096,0.1088,1.0,7,7.0,15,1.1667,0.0,0.2672,0.4655,0.1743,0.8438,0.25,0.4851,0.4851,1.9259,2,0.0,0.5,0.0,0,0,7.7219,1.0,0,0.0,0.0
1254,0.9718,2.408,2.6426,0.65,0.002,0.603,0.2655,0.0327,1.0,7,7.0,15,1.1667,0.0,0.7763,0.9934,0.8454,0.9211,0.625,1.0915,1.0915,3.5712,2,0.0,0.5,0.0,0,0,0.9483,1.0,0,0.0,0.0
1255,0.0909,2.2922,1.0951,0.3936,0.002,0.5977,0.0206,0.1558,1.0,7,7.0,15,1.1667,0.0,0.9917,1.0,0.9315,0.95,0.375,0.2863,0.2863,1.126,2,0.0,0.5,0.0,0,0,0.0232,1.0,1,0.0116,0.0
1256,0.0961,2.1824,1.1009,0.7604,0.002,0.5991,0.021,0.1488,1.0,7,7.0,15,1.1667,0.0,0.9853,1.0,0.9329,0.9394,0.5,1.167,1.167,3.7221,2,0.0,0.5,0.0,0,0,0.078,1.0,0,0.0,0.0
1257,2.0142,2.1739,7.4949,0.3602,0.002,0.5918,1.4875,0.019,1.0,7,7.0,15,1.1667,0.0,0.4821,0.7679,0.4174,0.9375,0.25,0.4461,0.4461,1.7989,2,0.0,0.5,0.0,0,0,2.6758,1.0,0,0.0,0.0
1258,3.1336,2.2219,22.9564,0.1206,0.002,0.6045,1.3568,0.0794,1.0,7,7.0,15,1.1667,0.0,0.3407,0.5185,0.437,0.9697,0.625,1.2234,1.2234,3.8945,2,0.0,0.5,0.0,0,0,5.2839,1.0,0,0.0,0.0
1259,2.8801,2.2548,17.8164,0.0934,0.002,0.6016,2.7567,0.1789,1.0,7,7.0,15,1.1667,0.0,0.1786,0.504,0.2171,0.9697,0.5,0.4316,0.4316,1.6493,2,0.0,0.5,0.0,0,0,4.5465,1.0,0,0.0,0.0
1260,3.4954,2.3169,32.9623,0.7023,0.002,0.606,2.5537,0.1514,1.0,7,7.0,15,1.1667,0.0,0.2062,0.3299,0.2888,0.8421,0.75,0.4012,0.4012,1.8179,2,0.0,0.5,0.0,0,0,4.6425,1.0,0,0.0,0.0
1261,2.4233,2.3222,11.2834,0.1589,0.002,0.6152,0.8778,0.0739,1.0,7,7.0,15,1.1667,0.0,0.5552,0.7172,0.7009,0.9744,1.0,0.9297,0.9297,2.997,2,0.0,0.5,0.0,0,0,2.6308,1.0,0,0.0,0.0
