step,action,reason,sim_max,surprise,surp_norm,entropy,topk,used_key_id,shadow_size,mem_size
7488,merge,near_merge,0.41676920652389526,0.18865346908569336,0.0,1.0,6,0,0,2
7489,merge,near_merge,0.41362637281417847,0.2911098599433899,0.0,1.0,6,0,0,2
7490,merge,near_merge,0.42104417085647583,0.404890775680542,0.8165350955206662,1.0,6,0,0,2
7499,merge,near_merge,0.4181455373764038,0.3353140354156494,0.06850774122718126,1.0,6,0,0,2
7503,merge,near_merge,0.4150025248527527,0.28260308504104614,0.0,1.0,6,0,0,2
7515,merge,near_merge,0.41809767484664917,0.34642350673675537,0.18851840761604532,1.0,6,0,0,2
7516,merge,near_merge,0.41863495111465454,0.2147369384765625,0.0,1.0,6,0,0,2
7518,merge,near_merge,0.4165293574333191,0.2022382616996765,0.0,1.0,6,0,0,2
7521,merge,near_merge,0.41558319330215454,0.23861074447631836,0.0,1.0,6,0,0,2
7523,merge,near_merge,0.4201647639274597,0.33612585067749023,0.07802866900630254,1.0,6,0,0,2
7526,merge,near_merge,0.41712212562561035,0.28479379415512085,0.0,1.0,6,0,0,2
7531,merge,near_merge,0.41692405939102173,0.4082379937171936,0.8541972755481116,1.0,6,0,0,2
7534,merge,near_merge,0.4138656258583069,0.14739781618118286,0.0,1.0,6,0,0,2
7539,merge,near_merge,0.41728729009628296,0.21314918994903564,0.0,1.0,6,0,0,2
7543,merge,near_merge,0.4146445393562317,0.24068230390548706,0.0,1.0,6,0,0,2
7548,merge,near_merge,0.4184245467185974,0.3571202754974365,0.30629254458068844,1.0,6,0,0,2
7553,merge,near_merge,0.41329652070999146,0.4064944386482239,0.8387578826514702,1.0,6,0,0,2
7557,merge,near_merge,0.41502565145492554,0.34822988510131836,0.20909010204869438,1.0,6,0,0,2
7558,merge,near_merge,0.4164738655090332,0.22132325172424316,0.0,1.0,6,0,0,2
7559,merge,near_merge,0.41534554958343506,0.4429302215576172,1.2316919645005993,1.0,6,0,0,2
7562,merge,near_merge,0.41283637285232544,0.10497665405273438,0.0,1.0,6,0,0,2
7565,merge,near_merge,0.4158024787902832,0.3485909104347229,0.21430939060242196,1.0,6,0,0,2
7570,merge,near_merge,0.4160814881324768,0.2776089906692505,0.0,1.0,6,0,0,2
7573,merge,near_merge,0.4169086813926697,0.16298449039459229,0.0,1.0,6,0,0,2
7574,merge,near_merge,0.4132440686225891,0.516476571559906,2.0248371971244814,1.0,6,0,0,2
7577,merge,near_merge,0.41715919971466064,0.3173789978027344,0.0,1.0,6,0,0,2
7583,merge,near_merge,0.4174308776855469,0.26634514331817627,0.0,1.0,6,0,0,2
7585,merge,near_merge,0.4171622395515442,0.37659192085266113,0.5181015193666504,1.0,6,0,0,2
7588,merge,near_merge,0.4062642455101013,0.30493366718292236,0.0,1.0,6,0,0,2
7589,merge,near_merge,0.41694945096969604,0.3509756326675415,0.2444585524480259,1.0,6,0,0,2
7594,merge,near_merge,0.415580689907074,0.2792474031448364,0.0,1.0,6,0,0,2
7603,merge,near_merge,0.4178893566131592,0.390400767326355,0.667151371091535,1.0,6,0,0,2
7605,merge,near_merge,0.41544365882873535,0.0990149974822998,0.0,1.0,6,0,0,2
7610,merge,near_merge,0.4202579855918884,0.3589630722999573,0.3300951241728593,1.0,6,0,0,2
7611,merge,near_merge,0.41669851541519165,0.5235268175601959,2.0898074778428173,1.0,6,0,0,2
7612,merge,near_merge,0.41882210969924927,0.39445412158966064,0.7084305548060608,1.0,6,0,0,2
7613,merge,near_merge,0.41666775941848755,0.39503252506256104,0.7135549399004119,1.0,6,0,0,2
7618,merge,near_merge,0.4124709963798523,0.41885697841644287,0.969861571942564,1.0,6,0,0,2
7622,merge,near_merge,0.419233500957489,0.37256497144699097,0.4708998918168739,1.0,6,0,0,2
7626,merge,near_merge,0.4222596287727356,0.38731032609939575,0.6295719535324186,1.0,6,0,0,2
7629,merge,near_merge,0.418714702129364,0.2647932767868042,0.0,1.0,6,0,0,2
7631,merge,near_merge,0.41252774000167847,0.2835872173309326,0.0,1.0,6,0,0,2
7632,merge,near_merge,0.4177631139755249,0.05597805976867676,0.0,1.0,6,0,0,2
7635,merge,near_merge,0.4180540442466736,0.43673110008239746,1.1609922078396289,1.0,6,0,0,2
7637,merge,near_merge,0.42014646530151367,0.33878999948501587,0.10622347124404176,1.0,6,0,0,2
7638,merge,near_merge,0.4154966473579407,0.09879738092422485,0.0,1.0,6,0,0,2
7641,merge,near_merge,0.42145633697509766,0.2084650993347168,0.0,1.0,6,0,0,2
7643,merge,near_merge,0.41464418172836304,0.26321107149124146,0.0,1.0,6,0,0,2
7646,merge,near_merge,0.41549521684646606,0.09703713655471802,0.0,1.0,6,0,0,2
7650,merge,near_merge,0.4188467860221863,0.3175610303878784,0.0,1.0,6,0,0,2
7655,merge,near_merge,0.4166240096092224,0.24655020236968994,0.0,1.0,6,0,0,2
7656,merge,near_merge,0.4189210534095764,0.1512431502342224,0.0,1.0,6,0,0,2
7663,merge,near_merge,0.4096667170524597,0.32948416471481323,0.01569351048708875,1.0,6,0,0,2
7676,merge,near_merge,0.41527098417282104,0.4164586663246155,0.9472877697594997,1.0,6,0,0,2
7677,merge,near_merge,0.41653960943222046,0.3640545606613159,0.38371213181595965,1.0,6,0,0,2
7678,merge,near_merge,0.4188622236251831,0.37055641412734985,0.45362217388056814,1.0,6,0,0,2
7680,merge,near_merge,0.4182107448577881,0.31832849979400635,0.0,1.0,6,0,0,2
7681,merge,near_merge,0.4158046245574951,0.19710290431976318,0.0,1.0,6,0,0,2
7689,merge,near_merge,0.4135061502456665,0.3086371421813965,0.0,1.0,6,0,0,2
7694,merge,near_merge,0.4190782904624939,0.449887752532959,1.3054722583534502,1.0,6,0,0,2
7699,merge,near_merge,0.41616886854171753,0.10650968551635742,0.0,1.0,6,0,0,2
7700,merge,near_merge,0.4187875986099243,0.3967094421386719,0.7367507565397466,1.0,6,0,0,2
7701,merge,near_merge,0.4136735796928406,0.24544793367385864,0.0,1.0,6,0,0,2
7702,merge,near_merge,0.4175534248352051,0.2964054346084595,0.0,1.0,6,0,0,2
7707,merge,near_merge,0.4150407910346985,0.25997769832611084,0.0,1.0,6,0,0,2
7709,merge,near_merge,0.4152294993400574,0.19798636436462402,0.0,1.0,6,0,0,2
7710,merge,near_merge,0.41731828451156616,0.22260427474975586,0.0,1.0,6,0,0,2
7711,merge,near_merge,0.4161399006843567,0.3846256136894226,0.6090436470655773,1.0,6,0,0,2
7718,merge,near_merge,0.4143553376197815,0.4667400121688843,1.4874287316204244,1.0,6,0,0,2
7720,merge,near_merge,0.41467589139938354,0.36549627780914307,0.4025173552367976,1.0,6,0,0,2
7721,merge,near_merge,0.4179719090461731,0.289667546749115,0.0,1.0,6,0,0,2
7725,merge,near_merge,0.4183318614959717,0.2390601634979248,0.0,1.0,6,0,0,2
7728,merge,near_merge,0.413055956363678,0.4287945032119751,1.0792366536409488,1.0,6,0,0,2
7729,merge,near_merge,0.41743767261505127,0.3465961813926697,0.20177017097027966,1.0,6,0,0,2
7732,merge,near_merge,0.4154340624809265,0.07083380222320557,0.0,1.0,6,0,0,2
7733,merge,near_merge,0.420151948928833,0.28564637899398804,0.0,1.0,6,0,0,2
7734,merge,near_merge,0.4173206686973572,0.4722174406051636,1.5429368726765436,1.0,6,0,0,2
7739,merge,near_merge,0.41139596700668335,0.3633919954299927,0.3786392015548014,1.0,6,0,0,2
7744,merge,near_merge,0.41637009382247925,0.1699121594429016,0.0,1.0,6,0,0,2
7745,merge,near_merge,0.41913801431655884,0.31879329681396484,0.0,1.0,6,0,0,2
7747,merge,near_merge,0.41647428274154663,0.4765359163284302,1.5861405669972417,1.0,6,0,0,2
7749,merge,near_merge,0.41745883226394653,0.2529314160346985,0.0,1.0,6,0,0,2
7751,merge,near_merge,0.4207612872123718,0.31759965419769287,0.0,1.0,6,0,0,2
7752,merge,near_merge,0.4154438376426697,0.3031045198440552,0.0,1.0,6,0,0,2
7755,merge,near_merge,0.41886448860168457,0.06888210773468018,0.0,1.0,6,0,0,2
7756,merge,near_merge,0.42326629161834717,0.40267080068588257,0.7997329598575019,1.0,6,0,0,2
7760,merge,near_merge,0.4226366877555847,0.38508641719818115,0.612167964847409,1.0,6,0,0,2
7762,merge,near_merge,0.4234721064567566,0.22426605224609375,0.0,1.0,6,0,0,2
7767,merge,near_merge,0.4202755093574524,0.3806043863296509,0.5648485973007571,1.0,6,0,0,2
7769,merge,near_merge,0.4190903306007385,0.28874433040618896,0.0,1.0,6,0,0,2
7770,merge,near_merge,0.41411399841308594,0.1178288459777832,0.0,1.0,6,0,0,2
7771,merge,near_merge,0.4166426658630371,0.3000667095184326,0.0,1.0,6,0,0,2
7772,merge,near_merge,0.4214497208595276,0.20686769485473633,0.0,1.0,6,0,0,2
7777,merge,near_merge,0.418526828289032,0.3863697052001953,0.6301705234065136,1.0,6,0,0,2
7779,merge,near_merge,0.42037123441696167,0.3945809006690979,0.7160918196907569,1.0,6,0,0,2
7787,merge,near_merge,0.4197095036506653,0.2847254276275635,0.0,1.0,6,0,0,2
7790,merge,near_merge,0.4171026945114136,0.17480683326721191,0.0,1.0,6,0,0,2
7791,merge,near_merge,0.41641736030578613,0.18240618705749512,0.0,1.0,6,0,0,2
7794,merge,near_merge,0.41572630405426025,0.2872869372367859,0.0,1.0,6,0,0,2
7796,merge,near_merge,0.4176878333091736,0.4343106150627136,1.136402437914287,1.0,6,0,0,2
7798,merge,near_merge,0.4158705472946167,0.4079170227050781,0.8580554228320266,1.0,6,0,0,2
7801,merge,near_merge,0.4154500365257263,0.46403276920318604,1.4474040110033553,1.0,6,0,0,2
7802,merge,near_merge,0.416070818901062,0.36476314067840576,0.40060013345044987,1.0,6,0,0,2
7806,merge,near_merge,0.4162772297859192,0.36024773120880127,0.35019974515676894,1.0,6,0,0,2
7815,merge,near_merge,0.41443437337875366,0.27187567949295044,0.0,1.0,6,0,0,2
7817,merge,near_merge,0.4209178686141968,0.14745646715164185,0.0,1.0,6,0,0,2
7824,merge,near_merge,0.4168742299079895,0.4572046399116516,1.3783425026769267,1.0,6,0,0,2
7826,merge,near_merge,0.41994577646255493,0.19067853689193726,0.0,1.0,6,0,0,2
7828,merge,near_merge,0.41573697328567505,0.16674929857254028,0.0,1.0,6,0,0,2
7832,merge,near_merge,0.41850268840789795,0.30570733547210693,0.0,1.0,6,0,0,2
7837,merge,near_merge,0.4171231985092163,0.4350307583808899,1.1402076830366363,1.0,6,0,0,2
7839,merge,near_merge,0.41920244693756104,0.22058254480361938,0.0,1.0,6,0,0,2
7843,merge,near_merge,0.41522854566574097,0.44692516326904297,1.2648776887415383,1.0,6,0,0,2
7844,merge,near_merge,0.4242616295814514,0.30061638355255127,0.0,1.0,6,0,0,2
7847,merge,near_merge,0.4198620915412903,0.33891499042510986,0.11910735665951974,1.0,6,0,0,2
7848,merge,near_merge,0.4205637574195862,0.33373576402664185,0.0640845352185141,1.0,6,0,0,2
7850,merge,near_merge,0.4182690382003784,0.32916444540023804,0.01309282567828541,1.0,6,0,0,2
7851,merge,near_merge,0.41916799545288086,0.4629824161529541,1.433090590997624,1.0,6,0,0,2
7852,merge,near_merge,0.42293649911880493,0.2773277759552002,0.0,1.0,6,0,0,2
7857,merge,near_merge,0.41979700326919556,0.29115599393844604,0.0,1.0,6,0,0,2
7861,merge,near_merge,0.4146493673324585,0.14184343814849854,0.0,1.0,6,0,0,2
7863,merge,near_merge,0.4159168004989624,0.295792818069458,0.0,1.0,6,0,0,2
7865,merge,near_merge,0.41758036613464355,0.33653485774993896,0.09127520781485882,1.0,6,0,0,2
7866,merge,near_merge,0.41560643911361694,0.4155486226081848,0.9297404696909787,1.0,6,0,0,2
7870,merge,near_merge,0.4157204031944275,0.4829452633857727,1.6444235740381203,1.0,6,0,0,2
7871,merge,near_merge,0.41790854930877686,0.3625764846801758,0.36682953972258087,1.0,6,0,0,2
7872,merge,near_merge,0.4149029850959778,0.18749713897705078,0.0,1.0,6,0,0,2
7875,merge,near_merge,0.418117880821228,0.06767964363098145,0.0,1.0,6,0,0,2
7881,merge,near_merge,0.41909486055374146,0.26318567991256714,0.0,1.0,6,0,0,2
7882,merge,near_merge,0.42190736532211304,0.4063601493835449,0.836083936797083,1.0,6,0,0,2
7883,merge,near_merge,0.4182658791542053,0.08976268768310547,0.0,1.0,6,0,0,2
7887,merge,near_merge,0.4226222634315491,0.39711064100265503,0.7398693678369108,1.0,6,0,0,2
7891,merge,near_merge,0.42034655809402466,0.2696887254714966,0.0,1.0,6,0,0,2
7895,merge,near_merge,0.41842764616012573,0.4232364892959595,1.015310647223069,1.0,6,0,0,2
7896,merge,near_merge,0.41862422227859497,0.36411720514297485,0.39258862042713705,1.0,6,0,0,2
7898,merge,near_merge,0.41489100456237793,0.07275307178497314,0.0,1.0,6,0,0,2
7899,merge,near_merge,0.4076240658760071,0.535699874162674,2.2009543791170243,1.0,6,0,0,2
7901,merge,near_merge,0.4186899662017822,0.32305359840393066,0.0,1.0,6,0,0,2
7903,merge,near_merge,0.4173131585121155,0.05871230363845825,0.0,1.0,6,0,0,2
7909,merge,near_merge,0.4212157130241394,0.22508126497268677,0.0,1.0,6,0,0,2
7910,merge,near_merge,0.4198881983757019,0.39378923177719116,0.7048633283914963,1.0,6,0,0,2
7913,merge,near_merge,0.41870206594467163,0.07271045446395874,0.0,1.0,6,0,0,2
7915,merge,near_merge,0.4131491780281067,0.31706416606903076,0.0,1.0,6,0,0,2
7918,merge,near_merge,0.41606950759887695,0.38725584745407104,0.6368648376146232,1.0,6,0,0,2
7923,merge,near_merge,0.41755419969558716,0.2590453624725342,0.0,1.0,6,0,0,2
7928,merge,near_merge,0.41910117864608765,0.44447946548461914,1.2392644397814798,1.0,6,0,0,2
7931,merge,near_merge,0.4168216586112976,0.3539454936981201,0.28481125220099274,1.0,6,0,0,2
7936,merge,near_merge,0.41555631160736084,0.37439656257629395,0.4984269623416577,1.0,6,0,0,2
7938,merge,near_merge,0.41789764165878296,0.3850094676017761,0.6091838971124972,1.0,6,0,0,2
7940,merge,near_merge,0.4168093800544739,0.37494421005249023,0.5021738971553755,1.0,6,0,0,2
7943,merge,near_merge,0.41367703676223755,0.39855051040649414,0.7524400021794052,1.0,6,0,0,2
7947,merge,near_merge,0.4167115092277527,0.3495137691497803,0.2299430958128758,1.0,6,0,0,2
7948,merge,near_merge,0.41605937480926514,0.49222493171691895,1.750560882279092,1.0,6,0,0,2
7950,merge,near_merge,0.41552913188934326,0.09584200382232666,0.0,1.0,6,0,0,2
7959,merge,near_merge,0.4071217179298401,0.36739373207092285,0.4204579031353579,1.0,6,0,0,2
7960,merge,near_merge,0.4167609214782715,0.12923425436019897,0.0,1.0,6,0,0,2
7964,merge,near_merge,0.42038267850875854,0.07446455955505371,0.0,1.0,6,0,0,2
7966,merge,near_merge,0.4197438359260559,0.2273157835006714,0.0,1.0,6,0,0,2
7967,merge,near_merge,0.420296847820282,0.29991453886032104,0.0,1.0,6,0,0,2
7972,merge,near_merge,0.41314560174942017,0.08275139331817627,0.0,1.0,6,0,0,2
7975,merge,near_merge,0.4180368185043335,0.3821914792060852,0.5777615161650733,1.0,6,0,0,2
7978,merge,near_merge,0.4174007773399353,0.22169530391693115,0.0,1.0,6,0,0,2
7980,merge,near_merge,0.41579002141952515,0.11533713340759277,0.0,1.0,6,0,0,2
7983,merge,near_merge,0.4178043007850647,0.3641098141670227,0.3854670595030935,1.0,6,0,0,2
7984,merge,near_merge,0.4179477095603943,0.2747511863708496,0.0,1.0,6,0,0,2
7986,merge,near_merge,0.4173368811607361,0.20673620700836182,0.0,1.0,6,0,0,2
7988,merge,near_merge,0.42199474573135376,0.34394896030426025,0.17306263875297062,1.0,6,0,0,2
7990,merge,near_merge,0.41326552629470825,0.42010730504989624,0.9835469923453366,1.0,6,0,0,2
7992,merge,near_merge,0.4190208315849304,0.2794695496559143,0.0,1.0,6,0,0,2
7993,merge,near_merge,0.4141992926597595,0.42454683780670166,1.0293618455163365,1.0,6,0,0,2
7994,merge,near_merge,0.41013002395629883,0.29604220390319824,0.0,1.0,6,0,0,2
7999,merge,near_merge,0.4159063696861267,0.3177584409713745,0.0,1.0,6,0,0,2
8002,merge,near_merge,0.41629350185394287,0.31021225452423096,0.0,1.0,6,0,0,2
8005,merge,near_merge,0.4122404456138611,0.25657951831817627,0.0,1.0,6,0,0,2
8014,merge,near_merge,0.4159373641014099,0.2991218566894531,0.0,1.0,6,0,0,2
8023,merge,near_merge,0.4171263575553894,0.3691776394844055,0.4497915506856437,1.0,6,0,0,2
8029,merge,near_merge,0.4176170825958252,0.33121246099472046,0.048809237189238484,1.0,6,0,0,2
8032,merge,near_merge,0.4149283766746521,0.40818822383880615,0.8609166409671375,1.0,6,0,0,2
8038,merge,near_merge,0.41540712118148804,0.09314167499542236,0.0,1.0,6,0,0,2
8039,merge,near_merge,0.4177504777908325,0.08854693174362183,0.0,1.0,6,0,0,2
8040,merge,near_merge,0.4131135940551758,0.33593350648880005,0.09861707094958819,1.0,6,0,0,2
8041,merge,near_merge,0.4179823398590088,0.21254879236221313,0.0,1.0,6,0,0,2
8056,merge,near_merge,0.4153655171394348,0.30922532081604004,0.0,1.0,6,0,0,2
8059,merge,near_merge,0.41611146926879883,0.3045409917831421,0.0,1.0,6,0,0,2
8065,merge,near_merge,0.4186023473739624,0.41251957416534424,0.9079036881858681,1.0,6,0,0,2
8066,merge,near_merge,0.4124065041542053,0.10067647695541382,0.0,1.0,6,0,0,2
8073,merge,near_merge,0.41894233226776123,0.3408728837966919,0.15239185624695858,1.0,6,0,0,2
8075,merge,near_merge,0.4140087962150574,0.37658244371414185,0.528947910576148,1.0,6,0,0,2
8076,merge,near_merge,0.4142885208129883,0.34710776805877686,0.21740853976302732,1.0,6,0,0,2
8077,merge,near_merge,0.4162311553955078,0.3122072219848633,0.0,1.0,6,0,0,2
8081,merge,near_merge,0.4176655411720276,0.3957216739654541,0.7307704209345076,1.0,6,0,0,2
8082,merge,near_merge,0.41764014959335327,0.2987300753593445,0.0,1.0,6,0,0,2
8085,merge,near_merge,0.40360134840011597,0.20648109912872314,0.0,1.0,6,0,0,2
8086,merge,near_merge,0.4191330671310425,0.39960765838623047,0.7717479900799955,1.0,6,0,0,2
8090,merge,near_merge,0.4132691025733948,0.2740713953971863,0.0,1.0,6,0,0,2
8092,merge,near_merge,0.41126948595046997,0.2197069525718689,0.0,1.0,6,0,0,2
8096,merge,near_merge,0.40566521883010864,0.3419185280799866,0.16263709921904326,1.0,6,0,0,2
8102,merge,near_merge,0.4189921021461487,0.4849092960357666,1.6703370150546346,1.0,6,0,0,2
8105,merge,near_merge,0.4143860936164856,0.33726322650909424,0.11264584355973946,1.0,6,0,0,2
8109,merge,near_merge,0.415313720703125,0.3787658214569092,0.5505052864259867,1.0,6,0,0,2
8110,merge,near_merge,0.4193427562713623,0.402418315410614,0.7993150853472829,1.0,6,0,0,2
8112,merge,near_merge,0.4137166142463684,0.20059359073638916,0.0,1.0,6,0,0,2
8114,merge,near_merge,0.4185634255409241,0.334067165851593,0.07902525393046077,1.0,6,0,0,2
8121,merge,near_merge,0.4191814064979553,0.14866262674331665,0.0,1.0,6,0,0,2
8123,merge,near_merge,0.4140564203262329,0.31245678663253784,0.0,1.0,6,0,0,2
8124,merge,near_merge,0.41905874013900757,0.3403651714324951,0.1462417153845276,1.0,6,0,0,2
8125,merge,near_merge,0.41805505752563477,0.2599492073059082,0.0,1.0,6,0,0,2
8126,merge,near_merge,0.41848719120025635,0.37052255868911743,0.46454719939358496,1.0,6,0,0,2
8127,merge,near_merge,0.4185381531715393,0.26178258657455444,0.0,1.0,6,0,0,2
8129,merge,near_merge,0.40950608253479004,0.41342538595199585,0.9173783774084743,1.0,6,0,0,2
8132,merge,near_merge,0.4173949360847473,0.2403278350830078,0.0,1.0,6,0,0,2
8135,merge,near_merge,0.41833579540252686,0.0866689682006836,0.0,1.0,6,0,0,2
8138,merge,near_merge,0.4203915596008301,0.44237518310546875,1.2214165213303683,1.0,6,0,0,2
8140,merge,near_merge,0.4156496524810791,0.3703591227531433,0.4622463674384656,1.0,6,0,0,2
8152,merge,near_merge,0.417270302772522,0.39159977436065674,0.6870132001383732,1.0,6,0,0,2
8158,merge,near_merge,0.4156028628349304,0.07020938396453857,0.0,1.0,6,0,0,2
8163,merge,near_merge,0.41700220108032227,0.31080162525177,0.0,1.0,6,0,0,2
8165,merge,near_merge,0.41918444633483887,0.4677289128303528,1.4899093243075041,1.0,6,0,0,2
8167,merge,near_merge,0.4226456880569458,0.3059118986129761,0.0,1.0,6,0,0,2
8168,merge,near_merge,0.4202367663383484,0.2298450469970703,0.0,1.0,6,0,0,2
8172,merge,near_merge,0.41656607389450073,0.19031929969787598,0.0,1.0,6,0,0,2
8175,merge,near_merge,0.42225944995880127,0.3756505250930786,0.5201369008217971,1.0,6,0,0,2
8176,merge,near_merge,0.4172965884208679,0.3356454372406006,0.09821431630002975,1.0,6,0,0,2
8178,merge,near_merge,0.41273194551467896,0.46107977628707886,1.4195692627330523,1.0,6,0,0,2
8182,merge,near_merge,0.4182184338569641,0.3594883680343628,0.34892392032763986,1.0,6,0,0,2
8187,merge,near_merge,0.41745173931121826,0.3795626163482666,0.5605306187713841,1.0,6,0,0,2
8189,merge,near_merge,0.4166463613510132,0.33146846294403076,0.053607303223914465,1.0,6,0,0,2
8195,merge,near_merge,0.41819339990615845,0.4301791787147522,1.0941235975185881,1.0,6,0,0,2
8197,merge,near_merge,0.40466517210006714,0.32624465227127075,0.0,1.0,6,0,0,2
8200,merge,near_merge,0.41816598176956177,0.35885387659072876,0.34230006068029634,1.0,6,0,0,2
8201,merge,near_merge,0.41657155752182007,0.367328941822052,0.4312165386143968,1.0,6,0,0,2
8203,merge,near_merge,0.413358211517334,0.44039231538772583,1.202172116153301,1.0,6,0,0,2
8207,merge,near_merge,0.4202888607978821,0.33275991678237915,0.061808571573887874,1.0,6,0,0,2
8210,merge,near_merge,0.4244436025619507,0.34137988090515137,0.14980483296172808,1.0,6,0,0,2
8216,merge,near_merge,0.41893672943115234,0.1935187578201294,0.0,1.0,6,0,0,2
8221,merge,near_merge,0.4126463532447815,0.1928921937942505,0.0,1.0,6,0,0,2
8223,merge,near_merge,0.42158597707748413,0.3455461859703064,0.19415218479086363,1.0,6,0,0,2
8226,merge,near_merge,0.4158245325088501,0.5118248164653778,1.9616056619514581,1.0,6,0,0,2
8227,merge,near_merge,0.4155206084251404,0.2989886999130249,0.0,1.0,6,0,0,2
8231,merge,near_merge,0.4181547164916992,0.34313011169433594,0.16843479389265323,1.0,6,0,0,2
8237,merge,near_merge,0.4150061011314392,0.4166388511657715,0.9506831274112344,1.0,6,0,0,2
8240,merge,near_merge,0.4188864827156067,0.40617769956588745,0.8388643208404122,1.0,6,0,0,2
8241,merge,near_merge,0.4167158007621765,0.3347854018211365,0.0757846626999164,1.0,6,0,0,2
8243,merge,near_merge,0.41734832525253296,0.39951276779174805,0.7670325244979066,1.0,6,0,0,2
8245,merge,near_merge,0.4142600893974304,0.36214905977249146,0.36664911163471436,1.0,6,0,0,2
8249,merge,near_merge,0.4208204746246338,0.05301237106323242,0.0,1.0,6,0,0,2
8257,merge,near_merge,0.41340065002441406,0.0662839412689209,0.0,1.0,6,0,0,2
8258,merge,near_merge,0.41513943672180176,0.33147209882736206,0.040406087918047645,1.0,6,0,0,2
8263,merge,near_merge,0.4178813099861145,0.34657472372055054,0.20197432622307884,1.0,6,0,0,2
8264,merge,near_merge,0.41552597284317017,0.2816169857978821,0.0,1.0,6,0,0,2
8266,merge,near_merge,0.4148332476615906,0.418407678604126,0.9738323462929432,1.0,6,0,0,2
8268,merge,near_merge,0.4124774932861328,0.1463841199874878,0.0,1.0,6,0,0,2
8270,merge,near_merge,0.4180496335029602,0.4075000286102295,0.8570232028559652,1.0,6,0,0,2
8271,merge,near_merge,0.416206419467926,0.3833496570587158,0.5976995720509803,1.0,6,0,0,2
8280,merge,near_merge,0.41698700189590454,0.2900099754333496,0.0,1.0,6,0,0,2
8289,merge,near_merge,0.4186297059059143,0.36295974254608154,0.37875525262546145,1.0,6,0,0,2
8292,merge,near_merge,0.41647225618362427,0.41821324825286865,0.9720579304811342,1.0,6,0,0,2
8293,merge,near_merge,0.42094898223876953,0.319319486618042,0.0,1.0,6,0,0,2
8297,merge,near_merge,0.41511160135269165,0.06773918867111206,0.0,1.0,6,0,0,2
8299,merge,near_merge,0.4165992736816406,0.07776933908462524,0.0,1.0,6,0,0,2
8301,merge,near_merge,0.41430801153182983,0.3373209238052368,0.1037281355856996,1.0,6,0,0,2
8307,merge,near_merge,0.4166414141654968,0.2903745770454407,0.0,1.0,6,0,0,2
8309,merge,near_merge,0.4171871542930603,0.3589296340942383,0.3348769460249672,1.0,6,0,0,2
8310,merge,near_merge,0.4202343225479126,0.31032371520996094,0.0,1.0,6,0,0,2
8314,merge,near_merge,0.4196305274963379,0.3132432699203491,0.0,1.0,6,0,0,2
8315,merge,near_merge,0.41295427083969116,0.3791337013244629,0.5531577541325592,1.0,6,0,0,2
8316,merge,near_merge,0.4182416796684265,0.2741923928260803,0.0,1.0,6,0,0,2
8323,merge,near_merge,0.417305052280426,0.3693304657936096,0.446754571500979,1.0,6,0,0,2
8325,merge,near_merge,0.4155433773994446,0.4807455539703369,1.6458283767739097,1.0,6,0,0,2
8326,merge,near_merge,0.41761595010757446,0.3165547847747803,0.0,1.0,6,0,0,2
8327,merge,near_merge,0.4139999747276306,0.40379488468170166,0.8158911040051345,1.0,6,0,0,2
8333,merge,near_merge,0.4134262800216675,0.22925829887390137,0.0,1.0,6,0,0,2
8334,merge,near_merge,0.4166237711906433,0.18061351776123047,0.0,1.0,6,0,0,2
8345,merge,near_merge,0.4201345443725586,0.41407328844070435,0.9273468433886407,1.0,6,0,0,2
8348,merge,near_merge,0.41682618856430054,0.28707343339920044,0.0,1.0,6,0,0,2
8350,merge,near_merge,0.41927164793014526,0.28443342447280884,0.0,1.0,6,0,0,2
8358,merge,near_merge,0.4177563786506653,0.3004378080368042,0.0,1.0,6,0,0,2
8361,merge,near_merge,0.41255778074264526,0.14257919788360596,0.0,1.0,6,0,0,2
8364,merge,near_merge,0.42176908254623413,0.2541079521179199,0.0,1.0,6,0,0,2
8366,merge,near_merge,0.41768723726272583,0.1869494915008545,0.0,1.0,6,0,0,2
8367,merge,near_merge,0.41612911224365234,0.11803984642028809,0.0,1.0,6,0,0,2
8368,merge,near_merge,0.4208543300628662,0.22037315368652344,0.0,1.0,6,0,0,2
8370,merge,near_merge,0.41770732402801514,0.1847701072692871,0.0,1.0,6,0,0,2
8377,merge,near_merge,0.416595458984375,0.23256421089172363,0.0,1.0,6,0,0,2
8380,merge,near_merge,0.4201592206954956,0.3616039752960205,0.36596773472578553,1.0,6,0,0,2
8383,merge,near_merge,0.41692835092544556,0.34177082777023315,0.1518913062717056,1.0,6,0,0,2
8384,merge,near_merge,0.41848766803741455,0.2797144651412964,0.0,1.0,6,0,0,2
8386,merge,near_merge,0.4158540964126587,0.27593183517456055,0.0,1.0,6,0,0,2
8391,merge,near_merge,0.4154566526412964,0.07324343919754028,0.0,1.0,6,0,0,2
8393,merge,near_merge,0.4185589551925659,0.47783535718917847,1.6220443153818274,1.0,6,0,0,2
8394,merge,near_merge,0.4174385070800781,0.27178269624710083,0.0,1.0,6,0,0,2
8397,merge,near_merge,0.42033475637435913,0.13080310821533203,0.0,1.0,6,0,0,2
8399,merge,near_merge,0.41559094190597534,0.31231486797332764,0.0,1.0,6,0,0,2
8401,merge,near_merge,0.4183427691459656,0.3304259777069092,0.041841052751863374,1.0,6,0,0,2
8404,merge,near_merge,0.42191964387893677,0.3102017641067505,0.0,1.0,6,0,0,2
