step,action,reason,sim_max,surprise,surp_norm,entropy,topk,used_key_id,shadow_size,mem_size
14009,merge,near_merge,0.4186490774154663,0.3721991777420044,0.5085379258283997,1.0,6,0,0,2
14012,merge,near_merge,0.4199864864349365,0.44971001148223877,1.3771715390030808,1.0,6,0,0,2
14014,merge,near_merge,0.4108765125274658,0.3531731367111206,0.29364029795958024,1.0,6,0,0,2
14018,merge,near_merge,0.41474753618240356,0.3072057366371155,0.0,1.0,6,0,0,2
14019,merge,near_merge,0.4103044867515564,0.40422767400741577,0.8673948175471117,1.0,6,0,0,2
14020,merge,near_merge,0.41680359840393066,0.5188182294368744,2.1502621487963225,1.0,6,0,0,2
14021,merge,near_merge,0.4163517951965332,0.22432076930999756,0.0,1.0,6,0,0,2
14029,merge,near_merge,0.4150095582008362,0.2668769955635071,0.0,1.0,6,0,0,2
14036,merge,near_merge,0.4191444516181946,0.4004843235015869,0.8246617243301354,1.0,6,0,0,2
14040,merge,near_merge,0.4164746403694153,0.29114997386932373,0.0,1.0,6,0,0,2
14043,merge,near_merge,0.4128941297531128,0.1211511492729187,0.0,1.0,6,0,0,2
14045,merge,near_merge,0.4197370409965515,0.1792275309562683,0.0,1.0,6,0,0,2
14048,merge,near_merge,0.42242079973220825,0.5148628056049347,2.105965809817996,1.0,6,0,0,2
14049,merge,near_merge,0.41751474142074585,0.3204233646392822,0.0,1.0,6,0,0,2
14056,merge,near_merge,0.4164190888404846,0.16910630464553833,0.0,1.0,6,0,0,2
14058,merge,near_merge,0.4126893877983093,0.34908270835876465,0.24772927256606123,1.0,6,0,0,2
14066,merge,near_merge,0.42155706882476807,0.3914066553115845,0.7227705103965735,1.0,6,0,0,2
14073,merge,near_merge,0.41549497842788696,0.17269253730773926,0.0,1.0,6,0,0,2
14074,merge,near_merge,0.4167975187301636,0.3035498857498169,0.0,1.0,6,0,0,2
14077,merge,near_merge,0.4171293377876282,0.4518989324569702,1.4008405977410758,1.0,6,0,0,2
14079,merge,near_merge,0.4116538166999817,0.3209853172302246,0.0,1.0,6,0,0,2
14080,merge,near_merge,0.41815876960754395,0.31745338439941406,0.0,1.0,6,0,0,2
14083,merge,near_merge,0.41815972328186035,0.35088956356048584,0.2697786083276562,1.0,6,0,0,2
14084,merge,near_merge,0.41869181394577026,0.23354977369308472,0.0,1.0,6,0,0,2
14085,merge,near_merge,0.4164828658103943,0.3788144588470459,0.5826575221881082,1.0,6,0,0,2
14087,merge,near_merge,0.4210703372955322,0.29709941148757935,0.0,1.0,6,0,0,2
14088,merge,near_merge,0.41507166624069214,0.47550058364868164,1.665957903546078,1.0,6,0,0,2
14092,merge,near_merge,0.41872698068618774,0.3581526279449463,0.3511561631076817,1.0,6,0,0,2
14093,merge,near_merge,0.4155145287513733,0.2637345790863037,0.0,1.0,6,0,0,2
14094,merge,near_merge,0.41446202993392944,0.11929774284362793,0.0,1.0,6,0,0,2
14105,merge,near_merge,0.4171673655509949,0.3469429016113281,0.22582037491804036,1.0,6,0,0,2
14107,merge,near_merge,0.4175415635108948,0.34554171562194824,0.20832755685975943,1.0,6,0,0,2
14108,merge,near_merge,0.41892188787460327,0.10259348154067993,0.0,1.0,6,0,0,2
14109,merge,near_merge,0.41382700204849243,0.3434286117553711,0.18456116395736094,1.0,6,0,0,2
14112,merge,near_merge,0.41697782278060913,0.39618557691574097,0.7775226889512805,1.0,6,0,0,2
14122,merge,near_merge,0.41702979803085327,0.22588741779327393,0.0,1.0,6,0,0,2
14123,merge,near_merge,0.417716920375824,0.329797625541687,0.03131303716314679,1.0,6,0,0,2
14127,merge,near_merge,0.4176064133644104,0.2741687297821045,0.0,1.0,6,0,0,2
14135,merge,near_merge,0.4194166660308838,0.2623172998428345,0.0,1.0,6,0,0,2
14137,merge,near_merge,0.41545170545578003,0.3346591591835022,0.08596945836965555,1.0,6,0,0,2
14139,merge,near_merge,0.417580783367157,0.3810718059539795,0.6074776789167122,1.0,6,0,0,2
14141,merge,near_merge,0.4154580235481262,0.404413104057312,0.8699498200215235,1.0,6,0,0,2
14144,merge,near_merge,0.4138278365135193,0.32272863388061523,0.0,1.0,6,0,0,2
14146,merge,near_merge,0.4174290895462036,0.4307551980018616,1.1652900731297187,1.0,6,0,0,2
14152,merge,near_merge,0.4165952205657959,0.38508784770965576,0.6515277964118223,1.0,6,0,0,2
14155,merge,near_merge,0.41788750886917114,0.2639011740684509,0.0,1.0,6,0,0,2
14156,merge,near_merge,0.41976088285446167,0.4378642439842224,1.244794545482795,1.0,6,0,0,2
14161,merge,near_merge,0.4120696783065796,0.49354004859924316,1.8687054799631537,1.0,6,0,0,2
14165,merge,near_merge,0.41740792989730835,0.40167534351348877,0.8360832893324465,1.0,6,0,0,2
14169,merge,near_merge,0.4116503596305847,0.37532055377960205,0.540627604658247,1.0,6,0,0,2
14176,merge,near_merge,0.4153187870979309,0.3912259340286255,0.7197720685337171,1.0,6,0,0,2
14178,merge,near_merge,0.4157283902168274,0.41103750467300415,0.9433710091836067,1.0,6,0,0,2
14182,merge,near_merge,0.41451823711395264,0.3509454131126404,0.26621646934957627,1.0,6,0,0,2
14186,merge,near_merge,0.42121660709381104,0.36038851737976074,0.37262715931837703,1.0,6,0,0,2
14190,merge,near_merge,0.41930872201919556,0.3427896499633789,0.1739583530753032,1.0,6,0,0,2
14191,merge,near_merge,0.4240400195121765,0.3653021454811096,0.42699474387235786,1.0,6,0,0,2
14195,merge,near_merge,0.42421025037765503,0.4607071280479431,1.5039602157781091,1.0,6,0,0,2
14197,merge,near_merge,0.42328357696533203,0.29370367527008057,0.0,1.0,6,0,0,2
14203,merge,near_merge,0.41789406538009644,0.3871891498565674,0.6735596371966356,1.0,6,0,0,2
14205,merge,near_merge,0.40981537103652954,0.20821213722229004,0.0,1.0,6,0,0,2
14209,merge,near_merge,0.41458427906036377,0.409016489982605,0.9214110529609989,1.0,6,0,0,2
14212,merge,near_merge,0.41665220260620117,0.3137037754058838,0.0,1.0,6,0,0,2
14214,merge,near_merge,0.4185023903846741,0.42320287227630615,1.0819868636213354,1.0,6,0,0,2
14217,merge,near_merge,0.42132729291915894,0.16675758361816406,0.0,1.0,6,0,0,2
14221,merge,near_merge,0.41815125942230225,0.2939779758453369,0.0,1.0,6,0,0,2
14222,merge,near_merge,0.4172855019569397,0.30235040187835693,0.0,1.0,6,0,0,2
14223,merge,near_merge,0.41884297132492065,0.2565283179283142,0.0,1.0,6,0,0,2
14226,merge,near_merge,0.417331337928772,0.27572089433670044,0.0,1.0,6,0,0,2
14228,merge,near_merge,0.4194124937057495,0.32081925868988037,0.0,1.0,6,0,0,2
14233,merge,near_merge,0.41833221912384033,0.3577677011489868,0.3450900850004455,1.0,6,0,0,2
14234,merge,near_merge,0.4206792712211609,0.36071330308914185,0.3782080272308773,1.0,6,0,0,2
14241,merge,near_merge,0.4161454439163208,0.11412012577056885,0.0,1.0,6,0,0,2
14242,merge,near_merge,0.4173063039779663,0.16156524419784546,0.0,1.0,6,0,0,2
14245,merge,near_merge,0.4157952070236206,0.11463260650634766,0.0,1.0,6,0,0,2
14250,merge,near_merge,0.41758716106414795,0.3729381561279297,0.5200040977848547,1.0,6,0,0,2
14251,merge,near_merge,0.4171767830848694,0.5756966173648834,2.814789861275459,1.0,6,0,0,2
14255,merge,near_merge,0.4168986678123474,0.3818701505661011,0.6183602379701147,1.0,6,0,0,2
14256,merge,near_merge,0.4166087508201599,0.5865361988544464,2.925227855780836,1.0,6,0,0,2
14266,merge,near_merge,0.4166153073310852,0.14183104038238525,0.0,1.0,6,0,0,2
14269,merge,near_merge,0.4126044511795044,0.4299870729446411,1.156973631863856,1.0,6,0,0,2
14271,merge,near_merge,0.4189736247062683,0.3369584083557129,0.10704052966303403,1.0,6,0,0,2
14273,merge,near_merge,0.4202975630760193,0.39655768871307373,0.7798184639846947,1.0,6,0,0,2
14274,merge,near_merge,0.4180734157562256,0.40745967626571655,0.9027339895877076,1.0,6,0,0,2
14276,merge,near_merge,0.41967129707336426,0.5637480616569519,2.6696979443134414,1.0,6,0,0,2
14280,merge,near_merge,0.41873615980148315,0.06493484973907471,0.0,1.0,6,0,0,2
14283,merge,near_merge,0.4129948019981384,0.14238667488098145,0.0,1.0,6,0,0,2
14284,merge,near_merge,0.4170287251472473,0.11736464500427246,0.0,1.0,6,0,0,2
14287,merge,near_merge,0.4134635925292969,0.39567631483078003,0.7707679390847099,1.0,6,0,0,2
14291,merge,near_merge,0.41394346952438354,0.4798712730407715,1.7214044306787932,1.0,6,0,0,2
14298,merge,near_merge,0.4138692021369934,0.21537864208221436,0.0,1.0,6,0,0,2
14313,merge,near_merge,0.41633909940719604,0.13048076629638672,0.0,1.0,6,0,0,2
14315,merge,near_merge,0.41392582654953003,0.37551355361938477,0.5415577763456881,1.0,6,0,0,2
14316,merge,near_merge,0.4202473759651184,0.4180667996406555,1.0221586239065668,1.0,6,0,0,2
14318,merge,near_merge,0.4200626015663147,0.11120295524597168,0.0,1.0,6,0,0,2
14319,merge,near_merge,0.41918593645095825,0.2541162967681885,0.0,1.0,6,0,0,2
14321,merge,near_merge,0.414712131023407,0.22358298301696777,0.0,1.0,6,0,0,2
14322,merge,near_merge,0.41810470819473267,0.5205142498016357,2.178023346365754,1.0,6,0,0,2
14324,merge,near_merge,0.4182736277580261,0.20687997341156006,0.0,1.0,6,0,0,2
14325,merge,near_merge,0.4208277463912964,0.4374845623970032,1.2388440042259972,1.0,6,0,0,2
14327,merge,near_merge,0.41929173469543457,0.21146512031555176,0.0,1.0,6,0,0,2
14330,merge,near_merge,0.4153285026550293,0.09588158130645752,0.0,1.0,6,0,0,2
14331,merge,near_merge,0.4175336956977844,0.480934202671051,1.7255077388443196,1.0,6,0,0,2
14345,merge,near_merge,0.4189909100532532,0.21260929107666016,0.0,1.0,6,0,0,2
14346,merge,near_merge,0.41810208559036255,0.43134379386901855,1.168600645770012,1.0,6,0,0,2
14347,merge,near_merge,0.41923266649246216,0.3751963973045349,0.5380576807131197,1.0,6,0,0,2
14348,merge,near_merge,0.41662001609802246,0.2647963762283325,0.0,1.0,6,0,0,2
14352,merge,near_merge,0.4153033494949341,0.40532028675079346,0.8763025837629274,1.0,6,0,0,2
14356,merge,near_merge,0.41661983728408813,0.1751391887664795,0.0,1.0,6,0,0,2
14360,merge,near_merge,0.4194867014884949,0.2926969528198242,0.0,1.0,6,0,0,2
14362,merge,near_merge,0.41395145654678345,0.28521728515625,0.0,1.0,6,0,0,2
14368,merge,near_merge,0.4153204560279846,0.4037792682647705,0.858989665667441,1.0,6,0,0,2
14373,merge,near_merge,0.41044706106185913,0.427964448928833,1.1290446609339253,1.0,6,0,0,2
14377,merge,near_merge,0.4195944666862488,0.3743213415145874,0.5264130232347101,1.0,6,0,0,2
14392,merge,near_merge,0.41797465085983276,0.3655714988708496,0.42808876320166794,1.0,6,0,0,2
14394,merge,near_merge,0.4193992018699646,0.28914403915405273,0.0,1.0,6,0,0,2
14407,merge,near_merge,0.41805392503738403,0.29404670000076294,0.0,1.0,6,0,0,2
14424,merge,near_merge,0.4077010750770569,0.349653959274292,0.24921922621653203,1.0,6,0,0,2
14433,merge,near_merge,0.4222989082336426,0.3376874327659607,0.11492275311923983,1.0,6,0,0,2
14436,merge,near_merge,0.4207075238227844,0.3181191682815552,0.0,1.0,6,0,0,2
14439,merge,near_merge,0.4166191816329956,0.10780233144760132,0.0,1.0,6,0,0,2
14446,merge,near_merge,0.417868971824646,0.3635082244873047,0.4058742660246474,1.0,6,0,0,2
14450,merge,near_merge,0.41642189025878906,0.06674885749816895,0.0,1.0,6,0,0,2
14451,merge,near_merge,0.4165046811103821,0.3742281198501587,0.5258958448030474,1.0,6,0,0,2
14453,merge,near_merge,0.415474534034729,0.23191452026367188,0.0,1.0,6,0,0,2
14464,merge,near_merge,0.41026079654693604,0.2873210310935974,0.0,1.0,6,0,0,2
14469,merge,near_merge,0.4144948124885559,0.29187846183776855,0.0,1.0,6,0,0,2
14471,merge,near_merge,0.41923975944519043,0.30349892377853394,0.0,1.0,6,0,0,2
14475,merge,near_merge,0.41985613107681274,0.08892643451690674,0.0,1.0,6,0,0,2
14477,merge,near_merge,0.42022812366485596,0.316952645778656,0.0,1.0,6,0,0,2
14486,merge,near_merge,0.41881895065307617,0.29384952783584595,0.0,1.0,6,0,0,2
14490,merge,near_merge,0.4170335531234741,0.46414655447006226,1.5371994932576807,1.0,6,0,0,2
14492,merge,near_merge,0.42027199268341064,0.3487176299095154,0.2400626606869707,1.0,6,0,0,2
14493,merge,near_merge,0.4160665273666382,0.23278474807739258,0.0,1.0,6,0,0,2
14495,merge,near_merge,0.4152487516403198,0.38818562030792236,0.6832469902145372,1.0,6,0,0,2
14498,merge,near_merge,0.41984719038009644,0.228371262550354,0.0,1.0,6,0,0,2
14503,merge,near_merge,0.4175340533256531,0.291592001914978,0.0,1.0,6,0,0,2
14506,merge,near_merge,0.41985851526260376,0.19735360145568848,0.0,1.0,6,0,0,2
14507,merge,near_merge,0.41967934370040894,0.2954000234603882,0.0,1.0,6,0,0,2
14509,merge,near_merge,0.41710954904556274,0.4413517117500305,1.279050031614404,1.0,6,0,0,2
14518,merge,near_merge,0.4169614911079407,0.41298145055770874,0.9609149046080183,1.0,6,0,0,2
14520,merge,near_merge,0.4169943928718567,0.1294587254524231,0.0,1.0,6,0,0,2
14521,merge,near_merge,0.41957682371139526,0.10478800535202026,0.0,1.0,6,0,0,2
14522,merge,near_merge,0.4201163053512573,0.3371751308441162,0.11054272064655492,1.0,6,0,0,2
14526,merge,near_merge,0.4123772978782654,0.2886228561401367,0.0,1.0,6,0,0,2
14527,merge,near_merge,0.4185420870780945,0.3224475383758545,0.0,1.0,6,0,0,2
14529,merge,near_merge,0.41875898838043213,0.31576240062713623,0.0,1.0,6,0,0,2
14536,merge,near_merge,0.42089778184890747,0.2947807312011719,0.0,1.0,6,0,0,2
14547,merge,near_merge,0.4213581681251526,0.21475625038146973,0.0,1.0,6,0,0,2
14548,merge,near_merge,0.42077261209487915,0.4287137985229492,1.1371708833689316,1.0,6,0,0,2
14550,merge,near_merge,0.422290563583374,0.30742526054382324,0.0,1.0,6,0,0,2
14556,merge,near_merge,0.4185207486152649,0.4317929744720459,1.1691928135221619,1.0,6,0,0,2
14559,merge,near_merge,0.4192747473716736,0.3955193758010864,0.7639248956113486,1.0,6,0,0,2
14560,merge,near_merge,0.41549646854400635,0.37967807054519653,0.5868579628192104,1.0,6,0,0,2
14563,merge,near_merge,0.4189242124557495,0.0664743185043335,0.0,1.0,6,0,0,2
14570,merge,near_merge,0.41051173210144043,0.19677436351776123,0.0,1.0,6,0,0,2
14573,merge,near_merge,0.4169825315475464,0.48942530155181885,1.8099404334939315,1.0,6,0,0,2
14574,merge,near_merge,0.418479859828949,0.314397931098938,0.0,1.0,6,0,0,2
14577,merge,near_merge,0.4199322462081909,0.3130556344985962,0.0,1.0,6,0,0,2
14578,merge,near_merge,0.4236651062965393,0.34336650371551514,0.18062222959213048,1.0,6,0,0,2
14579,merge,near_merge,0.4199117422103882,0.12838071584701538,0.0,1.0,6,0,0,2
14580,merge,near_merge,0.41907286643981934,0.43436992168426514,1.19131798513836,1.0,6,0,0,2
14587,merge,near_merge,0.41857224702835083,0.14247632026672363,0.0,1.0,6,0,0,2
14590,merge,near_merge,0.4211079478263855,0.23613804578781128,0.0,1.0,6,0,0,2
14591,merge,near_merge,0.41643577814102173,0.10788369178771973,0.0,1.0,6,0,0,2
14592,merge,near_merge,0.41809290647506714,0.46196871995925903,1.4971414113988375,1.0,6,0,0,2
14593,merge,near_merge,0.4186747074127197,0.4908314347267151,1.8168850963015941,1.0,6,0,0,2
14595,merge,near_merge,0.42187565565109253,0.3276863098144531,0.005681604610010799,1.0,6,0,0,2
14597,merge,near_merge,0.4189659357070923,0.323858380317688,0.0,1.0,6,0,0,2
14598,merge,near_merge,0.41778653860092163,0.2993556261062622,0.0,1.0,6,0,0,2
14599,merge,near_merge,0.4208812713623047,0.3154963254928589,0.0,1.0,6,0,0,2
14605,merge,near_merge,0.4172666668891907,0.1694798469543457,0.0,1.0,6,0,0,2
14617,merge,near_merge,0.4189930558204651,0.28105610609054565,0.0,1.0,6,0,0,2
14618,merge,near_merge,0.4125204086303711,0.2453014850616455,0.0,1.0,6,0,0,2
14621,merge,near_merge,0.4175263047218323,0.2805178165435791,0.0,1.0,6,0,0,2
14629,merge,near_merge,0.4168241024017334,0.2381266951560974,0.0,1.0,6,0,0,2
14632,merge,near_merge,0.4165019392967224,0.08257937431335449,0.0,1.0,6,0,0,2
14640,merge,near_merge,0.41908425092697144,0.3870864510536194,0.6707456912742632,1.0,6,0,0,2
14642,merge,near_merge,0.42012327909469604,0.29141777753829956,0.0,1.0,6,0,0,2
14648,merge,near_merge,0.41771847009658813,0.22231924533843994,0.0,1.0,6,0,0,2
14649,merge,near_merge,0.41685861349105835,0.1976211667060852,0.0,1.0,6,0,0,2
14652,merge,near_merge,0.420068621635437,0.3011423349380493,0.0,1.0,6,0,0,2
14653,merge,near_merge,0.41592204570770264,0.4268561601638794,1.1128760380739664,1.0,6,0,0,2
14658,merge,near_merge,0.42039215564727783,0.3558811545372009,0.32870071223949265,1.0,6,0,0,2
14660,merge,near_merge,0.4176807999610901,0.06536805629730225,0.0,1.0,6,0,0,2
14664,merge,near_merge,0.40414851903915405,0.4103142023086548,0.9301103577259964,1.0,6,0,0,2
14666,merge,near_merge,0.4197641611099243,0.22224605083465576,0.0,1.0,6,0,0,2
14668,merge,near_merge,0.41686874628067017,0.4932295083999634,1.8425643268586824,1.0,6,0,0,2
14674,merge,near_merge,0.4171830415725708,0.25415658950805664,0.0,1.0,6,0,0,2
14681,merge,near_merge,0.4193079471588135,0.34291088581085205,0.18539724061817875,1.0,6,0,0,2
14692,merge,near_merge,0.420171856880188,0.20060855150222778,0.0,1.0,6,0,0,2
14695,merge,near_merge,0.4195733070373535,0.4049490690231323,0.8727053843342394,1.0,6,0,0,2
14696,merge,near_merge,0.4157543182373047,0.21366965770721436,0.0,1.0,6,0,0,2
14699,merge,near_merge,0.41940468549728394,0.1505734920501709,0.0,1.0,6,0,0,2
14701,merge,near_merge,0.41748154163360596,0.12214279174804688,0.0,1.0,6,0,0,2
14702,merge,near_merge,0.4191804528236389,0.1571732759475708,0.0,1.0,6,0,0,2
14703,merge,near_merge,0.4158194065093994,0.3242802619934082,0.0,1.0,6,0,0,2
14704,merge,near_merge,0.42108964920043945,0.32202160358428955,0.0,1.0,6,0,0,2
14706,merge,near_merge,0.41717439889907837,0.43325281143188477,1.1802167729802318,1.0,6,0,0,2
14707,merge,near_merge,0.4136834144592285,0.3625180721282959,0.4045286942703917,1.0,6,0,0,2
14708,merge,near_merge,0.414570152759552,0.48390281200408936,1.7303067301979962,1.0,6,0,0,2
14711,merge,near_merge,0.4177587628364563,0.22866398096084595,0.0,1.0,6,0,0,2
14712,merge,near_merge,0.4146936535835266,0.36918628215789795,0.4769134287781543,1.0,6,0,0,2
14719,merge,near_merge,0.4224310517311096,0.33108818531036377,0.058532027949690105,1.0,6,0,0,2
14720,merge,near_merge,0.41528117656707764,0.30898797512054443,0.0,1.0,6,0,0,2
14721,merge,near_merge,0.41847532987594604,0.3384290933609009,0.13914758745723674,1.0,6,0,0,2
14725,merge,near_merge,0.421766996383667,0.35753387212753296,0.3489503010911794,1.0,6,0,0,2
14726,merge,near_merge,0.4179118275642395,0.3125285506248474,0.0,1.0,6,0,0,2
14732,merge,near_merge,0.4143100380897522,0.3018258810043335,0.0,1.0,6,0,0,2
14734,merge,near_merge,0.4165877103805542,0.31023943424224854,0.0,1.0,6,0,0,2
14737,merge,near_merge,0.4169294238090515,0.30346089601516724,0.0,1.0,6,0,0,2
14742,merge,near_merge,0.41511332988739014,0.28484106063842773,0.0,1.0,6,0,0,2
14745,merge,near_merge,0.4152142405509949,0.3353344202041626,0.10684241477941718,1.0,6,0,0,2
14748,merge,near_merge,0.414694607257843,0.37557733058929443,0.5498684188090588,1.0,6,0,0,2
14759,merge,near_merge,0.41838306188583374,0.4068682789802551,0.8941938556504314,1.0,6,0,0,2
14765,merge,near_merge,0.40882599353790283,0.36302173137664795,0.41079039691144176,1.0,6,0,0,2
14767,merge,near_merge,0.41257208585739136,0.3388707637786865,0.14453049851789765,1.0,6,0,0,2
14769,merge,near_merge,0.41882675886154175,0.17736059427261353,0.0,1.0,6,0,0,2
14772,merge,near_merge,0.4110261797904968,0.24943065643310547,0.0,1.0,6,0,0,2
14773,merge,near_merge,0.41113215684890747,0.09404456615447998,0.0,1.0,6,0,0,2
14784,merge,near_merge,0.4138415455818176,0.21615463495254517,0.0,1.0,6,0,0,2
14788,merge,near_merge,0.41686636209487915,0.29544711112976074,0.0,1.0,6,0,0,2
14791,merge,near_merge,0.41915446519851685,0.35980188846588135,0.3767602390565343,1.0,6,0,0,2
14807,merge,near_merge,0.4193198084831238,0.4150909185409546,0.9863132158259825,1.0,6,0,0,2
14808,merge,near_merge,0.4130646586418152,0.08414626121520996,0.0,1.0,6,0,0,2
14809,merge,near_merge,0.4215693473815918,0.29634618759155273,0.0,1.0,6,0,0,2
14810,merge,near_merge,0.41778016090393066,0.356852650642395,0.34331044708182057,1.0,6,0,0,2
14811,merge,near_merge,0.4159732460975647,0.395979642868042,0.7753001790879348,1.0,6,0,0,2
14812,merge,near_merge,0.4181346297264099,0.4389472007751465,1.2479827361734628,1.0,6,0,0,2
14814,merge,near_merge,0.4198673963546753,0.2002987265586853,0.0,1.0,6,0,0,2
14815,merge,near_merge,0.41645288467407227,0.1858322024345398,0.0,1.0,6,0,0,2
14818,merge,near_merge,0.4168335199356079,0.355768620967865,0.32910772609789346,1.0,6,0,0,2
14820,merge,near_merge,0.4213228225708008,0.2484569549560547,0.0,1.0,6,0,0,2
14822,merge,near_merge,0.420357882976532,0.1692602038383484,0.0,1.0,6,0,0,2
14829,merge,near_merge,0.4171797037124634,0.2958564758300781,0.0,1.0,6,0,0,2
14832,merge,near_merge,0.4176490306854248,0.4660552144050598,1.5420986808314443,1.0,6,0,0,2
14836,merge,near_merge,0.4175398349761963,0.2239764928817749,0.0,1.0,6,0,0,2
14838,merge,near_merge,0.4199426770210266,0.11364930868148804,0.0,1.0,6,0,0,2
14839,merge,near_merge,0.41926151514053345,0.40451502799987793,0.8645326067737581,1.0,6,0,0,2
14843,merge,near_merge,0.4227471351623535,0.34198713302612305,0.17484516147125323,1.0,6,0,0,2
14845,merge,near_merge,0.40455251932144165,0.0832667350769043,0.0,1.0,6,0,0,2
14846,merge,near_merge,0.4164239764213562,0.3680347800254822,0.46387403235597485,1.0,6,0,0,2
14849,merge,near_merge,0.41534531116485596,0.40860211849212646,0.9128136048233927,1.0,6,0,0,2
14850,merge,near_merge,0.41566675901412964,0.08667683601379395,0.0,1.0,6,0,0,2
14855,merge,near_merge,0.4152408242225647,0.28853440284729004,0.0,1.0,6,0,0,2
14858,merge,near_merge,0.4171077609062195,0.332450270652771,0.06848884254971369,1.0,6,0,0,2
14860,merge,near_merge,0.41799259185791016,0.1529390811920166,0.0,1.0,6,0,0,2
14864,merge,near_merge,0.41409456729888916,0.2651125192642212,0.0,1.0,6,0,0,2
14865,merge,near_merge,0.4140699505805969,0.5028226971626282,1.948346484254252,1.0,6,0,0,2
14871,merge,near_merge,0.4153270125389099,0.12816548347473145,0.0,1.0,6,0,0,2
14872,merge,near_merge,0.4158083200454712,0.41080063581466675,0.9335334561530673,1.0,6,0,0,2
14875,merge,near_merge,0.4188397526741028,0.3492301106452942,0.25232771074971283,1.0,6,0,0,2
14876,merge,near_merge,0.4186096787452698,0.3189331293106079,0.0,1.0,6,0,0,2
14877,merge,near_merge,0.41321152448654175,0.14545297622680664,0.0,1.0,6,0,0,2
14883,merge,near_merge,0.4179825186729431,0.41969871520996094,1.0280337026883046,1.0,6,0,0,2
14885,merge,near_merge,0.41653358936309814,0.3172076344490051,0.0,1.0,6,0,0,2
14890,merge,near_merge,0.41969674825668335,0.45504850149154663,1.4168171652120274,1.0,6,0,0,2
14894,merge,near_merge,0.41508573293685913,0.292305052280426,0.0,1.0,6,0,0,2
14895,merge,near_merge,0.41574186086654663,0.3291856646537781,0.03046378583559502,1.0,6,0,0,2
14897,merge,near_merge,0.4202146530151367,0.3789448142051697,0.5788812782941718,1.0,6,0,0,2
14898,merge,near_merge,0.4184439182281494,0.4804481267929077,1.6973305068888282,1.0,6,0,0,2
14900,merge,near_merge,0.42002493143081665,0.30530768632888794,0.0,1.0,6,0,0,2
14905,merge,near_merge,0.4122031331062317,0.3771926164627075,0.5587812584331223,1.0,6,0,0,2
14909,merge,near_merge,0.4195646643638611,0.21223104000091553,0.0,1.0,6,0,0,2
14912,merge,near_merge,0.4218698740005493,0.305076003074646,0.0,1.0,6,0,0,2
14914,merge,near_merge,0.4178910255432129,0.3031362295150757,0.0,1.0,6,0,0,2
14917,merge,near_merge,0.417805552482605,0.220714271068573,0.0,1.0,6,0,0,2
14919,merge,near_merge,0.4150148034095764,0.24873566627502441,0.0,1.0,6,0,0,2
14922,merge,near_merge,0.4182010293006897,0.2489931583404541,0.0,1.0,6,0,0,2
14924,merge,near_merge,0.4196438193321228,0.5470070242881775,2.426563166058959,1.0,6,0,0,2
14925,merge,near_merge,0.402326762676239,0.3294907212257385,0.035404567372535334,1.0,6,0,0,2
14928,merge,near_merge,0.41534388065338135,0.11333882808685303,0.0,1.0,6,0,0,2
14941,merge,near_merge,0.41909611225128174,0.153020977973938,0.0,1.0,6,0,0,2
14946,merge,near_merge,0.4172099828720093,0.21756941080093384,0.0,1.0,6,0,0,2
14948,merge,near_merge,0.4110969305038452,0.3435881733894348,0.19371940170349672,1.0,6,0,0,2
14951,merge,near_merge,0.41647374629974365,0.44645094871520996,1.321846656966336,1.0,6,0,0,2
14959,merge,near_merge,0.417766273021698,0.3502514362335205,0.2638405314320664,1.0,6,0,0,2
14963,merge,near_merge,0.417547345161438,0.07263422012329102,0.0,1.0,6,0,0,2
14972,merge,near_merge,0.4215972423553467,0.44087594747543335,1.259881532247242,1.0,6,0,0,2
14974,merge,near_merge,0.41953474283218384,0.13919228315353394,0.0,1.0,6,0,0,2
14979,merge,near_merge,0.41660213470458984,0.3524662256240845,0.2891587818233252,1.0,6,0,0,2
14980,merge,near_merge,0.41709673404693604,0.2601790428161621,0.0,1.0,6,0,0,2
14983,merge,near_merge,0.4176141619682312,0.5549654960632324,2.5028525070801564,1.0,6,0,0,2
14984,merge,near_merge,0.4188850522041321,0.3195574879646301,0.0,1.0,6,0,0,2
14987,merge,near_merge,0.41514647006988525,0.355602502822876,0.3212871644584228,1.0,6,0,0,2
14988,merge,near_merge,0.4182523488998413,0.2396399974822998,0.0,1.0,6,0,0,2
14995,merge,near_merge,0.41678130626678467,0.43748676776885986,1.2179560335839172,1.0,6,0,0,2
56,defer,warmup,,,,,,6,,0,0,,
80,defer,warmup,,,,,,6,,0,0,,
88,defer,warmup,,,,,,6,,0,0,,
89,defer,warmup,,,,,,6,,0,0,,
93,defer,warmup,,,,,,6,,0,0,,
127,defer,warmup,,,,,,6,,0,0,,
209,defer,warmup,,,,,,6,,0,0,,
215,defer,warmup,,,,,,6,,0,0,,
235,defer,warmup,,,,,,6,,0,0,,
236,defer,warmup,,,,,,6,,0,0,,
239,defer,warmup,,,,,,6,,0,0,,
248,defer,warmup,,,,,,6,,0,0,,
254,commit,add,-1.0,,,1.0,1.0,6,,0,1,7.225001454353332e-05,,False
256,merge,near_merge,0.5945995450019836,0.3306077718734741,,1.0,1.0,6,0,0,1,7.225000262260437e-05,0.3984764004072019
258,merge,near_merge,0.5337372422218323,0.4792630076408386,,1.0,1.0,6,0,0,1,7.22499966621399e-05,0.3980991695411904
